,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额
563,19064,2019-06-05,07,08,13,19,29,11,12,"4,705,583,932",0,0,106,"418,043","277,172,405"
562,19065,2019-06-08,03,08,10,23,27,02,12,"4,677,385,385",3,"10,000,000",102,"491,543","295,446,062"
561,19066,2019-06-10,04,10,11,18,31,05,08,"4,639,229,846",5,"10,000,000",128,"265,113","272,861,483"
560,19067,2019-06-12,03,08,11,15,16,02,10,"4,596,914,428",6,"10,000,000",102,"534,981","281,702,303"
559,19068,2019-06-15,04,05,08,17,27,06,11,"4,527,560,332",6,"10,000,000",71,"570,619","302,523,734"
558,19069,2019-06-17,08,22,23,33,34,04,06,"4,409,347,604",13,"10,000,000",76,"664,345","277,867,343"
557,19070,2019-06-19,02,13,15,22,34,02,12,"4,419,628,452",1,"10,000,000",43,"1,186,548","271,071,777"
556,19071,2019-06-22,07,13,14,15,22,07,11,"4,386,203,654",5,"10,000,000",108,"412,686","295,494,008"
555,19072,2019-06-24,02,04,06,09,18,07,10,"4,390,457,899",1,"10,000,000",81,"481,312","269,398,842"
554,19073,2019-06-26,04,11,19,20,24,08,11,"4,382,364,770",2,"10,000,000",176,"176,485","271,821,466"
553,19074,2019-06-29,08,09,13,14,34,05,07,"4,372,011,525",3,"10,000,000",90,"542,497","301,323,048"
552,19075,2019-07-01,05,06,07,11,16,02,11,"4,329,058,171",4,"10,000,000",102,"360,251","264,828,767"
551,19076,2019-07-03,01,06,11,23,29,01,11,"4,297,766,552",5,"10,000,000",68,"740,286","266,685,847"
550,19077,2019-07-06,01,15,17,21,33,07,10,"4,306,208,094",1,"10,000,000",58,"893,219","293,644,337"
549,19078,2019-07-08,05,10,21,26,30,01,07,"4,306,208,094",0,0,117,"524,589","272,470,927"
548,19079,2019-07-10,10,13,16,28,35,04,05,"4,282,392,621",4,"10,000,000",75,"704,932","271,256,673"
547,19080,2019-07-13,05,13,18,19,24,02,07,"4,212,738,028",6,"10,000,000",127,"306,022","296,452,290"
546,19081,2019-07-15,06,24,26,30,33,02,07,"4,186,160,786",3,"10,000,000",58,"873,889","272,912,117"
545,19082,2019-07-17,06,18,20,21,31,03,04,"4,117,332,393",7,"10,000,000",74,"611,256","271,428,141"
544,19083,2019-07-20,17,24,26,28,32,07,09,"4,096,211,433",2,"10,000,000",108,"425,427","292,813,014"
543,19084,2019-07-22,12,23,25,34,35,01,07,"4,085,660,246",2,"10,000,000",88,"639,090","267,484,415"
542,19085,2019-07-24,04,05,06,15,26,08,11,"4,061,417,389",3,"10,000,000",97,"441,006","266,144,001"
541,19086,2019-07-27,05,15,16,28,31,02,07,"3,904,840,978",15,"10,000,000",266,"103,760","288,257,269"
540,19087,2019-07-29,05,06,18,19,27,07,12,"3,816,395,392",10,"10,000,000",144,"225,581","265,658,108"
539,19088,2019-07-31,01,05,18,27,33,06,08,"3,755,102,164",7,"10,000,000",76,"627,469","270,234,407"
538,19089,2019-08-03,09,14,18,33,34,03,12,"3,719,449,576",4,"10,000,000",83,"614,487","297,660,456"
537,19090,2019-08-05,13,19,28,30,33,02,12,"3,716,328,636",2,"10,000,000",47,"1,057,313","267,395,452"
536,19091,2019-08-07,04,13,20,26,28,03,12,"3,724,322,763",1,"10,000,000",68,"731,621","269,521,488"
535,19092,2019-08-10,02,11,15,27,30,02,05,"3,693,574,033",4,"10,000,000",115,"422,984","282,457,933"
534,19093,2019-08-12,16,17,26,29,35,01,07,"3,598,377,683",9,"10,000,000",113,"284,575","263,591,081"
533,19094,2019-08-14,01,12,14,26,27,07,09,"3,605,111,819",1,"10,000,000",57,"786,871","268,760,225"
532,19095,2019-08-17,03,12,17,19,31,02,06,"3,519,353,885",7,"10,000,000",114,"383,903","285,599,790"
531,19096,2019-08-19,02,12,22,23,27,02,06,"3,519,455,539",1,"10,000,000",96,"527,784","264,716,811"
530,19097,2019-08-21,10,17,20,30,35,10,12,"3,499,337,221",3,"10,000,000",51,"935,083","265,934,781"
529,19098,2019-08-24,13,15,17,19,22,03,04,"3,413,905,651",7,"10,000,000",87,"561,592","283,264,604"
528,19099,2019-08-26,04,06,18,27,33,07,09,"3,199,540,848",19,"10,000,000",345,"60,832","264,966,797"
527,19100,2019-08-28,05,08,12,19,21,06,11,"3,013,571,194",13,"10,000,000",228,"97,237","285,699,001"
526,19101,2019-08-31,05,11,18,19,27,05,06,"2,965,514,601",6,"10,000,000",264,"131,997","317,232,101"
525,19102,2019-09-02,05,10,15,19,31,03,06,"2,971,122,369",1,"10,000,000",180,"238,519","294,439,142"
524,19103,2019-09-04,05,12,22,27,32,04,07,"2,866,542,333",9,"10,000,000",238,"115,804","282,169,207"
523,19104,2019-09-07,02,07,19,22,28,03,05,"2,854,646,726",3,"10,000,000",179,"279,809","307,889,648"
522,19105,2019-09-09,01,04,09,14,17,01,06,"2,849,032,904",2,"10,000,000",151,"286,226","276,792,452"
521,19106,2019-09-11,05,08,10,32,35,02,10,"2,849,290,615",1,"10,000,000",106,"517,027","277,501,958"
520,19107,2019-09-14,05,09,19,27,35,02,03,"2,814,001,476",4,"10,000,000",181,"197,483","293,549,724"
519,19108,2019-09-16,24,27,28,31,34,04,08,"2,810,944,267",2,"10,000,000",55,"818,390","284,940,682"
518,19109,2019-09-18,02,07,08,20,25,11,12,"2,807,779,067",1,"10,000,000",89,"449,539","280,419,217"
517,19110,2019-09-21,01,19,23,24,30,04,05,"2,796,874,880",3,"10,000,000",85,"625,724","304,148,169"
516,19111,2019-09-23,06,15,20,23,27,08,10,"2,773,019,555",4,"10,000,000",91,"523,219","278,838,967"
515,19112,2019-09-25,03,10,16,21,33,05,06,"2,636,508,289",13,"10,000,000",573,"44,488","280,910,162"
514,19113,2019-09-28,03,11,27,34,35,01,02,"2,630,473,138",2,"10,000,000",96,"620,026","311,100,525"
513,19114,2019-09-30,03,05,07,20,23,04,11,"2,618,860,320",3,"10,000,000",75,"710,140","293,032,964"
512,19115,2019-10-09,01,18,21,28,32,05,12,"2,576,114,778",6,"10,000,000",105,"498,979","286,493,206"
511,19116,2019-10-12,02,10,16,21,23,02,12,"2,540,591,129",4,"10,000,000",87,"770,679","297,819,968"
510,19117,2019-10-14,01,18,21,25,35,07,08,"2,510,705,016",4,"10,000,000",66,"806,808","271,077,215"
509,19118,2019-10-16,02,03,13,19,26,02,03,"2,505,219,109",2,"10,000,000",101,"406,469","272,734,633"
508,19119,2019-10-19,03,06,09,23,34,02,11,"2,450,995,411",4,"10,000,000",83,"611,893","296,906,555"
507,19120,2019-10-21,06,15,17,22,25,01,09,"2,417,531,958",4,"10,000,000",97,"417,655","275,763,665"
506,19121,2019-10-23,01,02,03,07,17,04,10,"2,389,042,428",3,"10,000,000",73,"661,861","276,665,665"
505,19122,2019-10-26,05,19,25,31,33,10,11,"2,388,431,797",1,"10,000,000",65,"800,691","289,532,078"
504,19123,2019-10-28,03,13,15,26,30,05,12,"2,325,632,751",6,"10,000,000",100,"379,897","273,397,306"
503,19124,2019-10-30,07,17,26,27,30,06,12,"2,320,815,917",2,"10,000,000",99,"413,450","275,959,410"
502,19125,2019-11-02,05,08,09,14,34,02,05,"2,290,847,003",4,"10,000,000",75,"755,654","298,679,570"
501,19126,2019-11-04,05,09,16,18,30,04,07,"2,177,652,384",10,"10,000,000",150,"205,967","276,082,640"
500,19127,2019-11-06,04,07,08,11,16,09,11,"2,135,181,961",5,"10,000,000",110,"377,119","300,600,530"
499,19128,2019-11-09,20,21,25,34,35,03,12,"2,137,001,005",2,"10,000,000",85,"699,443","322,813,843"
498,19129,2019-11-11,10,13,18,23,30,06,12,"2,091,270,342",6,"10,000,000",167,"245,350","295,027,665"
497,19130,2019-11-13,01,13,20,21,26,04,10,"2,080,589,741",3,"10,000,000",83,"556,878","303,550,489"
496,19131,2019-11-16,05,06,14,27,29,06,10,"2,069,940,753",3,"10,000,000",105,"522,131","329,976,108"
495,19132,2019-11-18,03,05,06,13,18,10,12,"2,031,322,367",5,"10,000,000",101,"519,792","302,574,925"
494,19133,2019-11-20,03,12,24,27,34,01,12,"2,012,422,203",3,"10,000,000",89,"644,929","307,662,290"
493,19134,2019-11-23,05,06,07,14,17,10,11,"1,982,686,527",4,"10,000,000",130,"414,036","315,940,098"
492,19135,2019-11-25,04,05,19,25,26,01,11,"1,952,350,514",4,"10,000,000",87,"544,581","285,312,173"
491,19136,2019-11-27,03,16,20,26,29,03,09,"1,836,618,363",9,"10,000,000",113,"364,978","286,999,222"
490,19137,2019-11-30,03,05,12,13,26,07,12,"1,811,011,407",4,"10,000,000",185,"222,837","312,773,222"
489,19138,2019-12-02,04,06,07,20,29,02,04,"1,807,797,396",2,"10,000,000",164,"319,280","292,541,823"
488,19139,2019-12-04,01,05,07,08,11,06,10,"1,732,644,632",7,"10,000,000",178,"175,769","289,227,664"
487,19140,2019-12-07,03,07,08,25,27,03,05,"1,668,432,904",7,"10,000,000",118,"334,833","316,440,627"
486,19141,2019-12-09,02,10,20,21,35,01,12,"1,655,481,326",3,"10,000,000",135,"378,250","300,500,952"
485,19142,2019-12-11,03,04,26,29,33,06,07,"1,627,275,281",3,"10,000,000",71,"705,678","299,921,169"
484,19143,2019-12-14,04,22,23,24,32,06,12,"1,598,566,973",5,"10,000,000",94,"657,567","319,892,573"
483,19144,2019-12-16,02,05,20,28,31,02,11,"1,542,864,127",5,"10,000,000",153,"220,193","293,207,584"
482,19145,2019-12-18,05,09,19,22,32,03,05,"1,484,740,052",5,"10,000,000",188,"231,444","296,865,423"
481,19146,2019-12-21,10,11,26,33,34,01,06,"1,381,880,355",15,"6,697,152",92,"159,122","314,007,833"
480,19147,2019-12-23,09,12,19,22,33,07,08,"1,365,277,988",6,"9,568,706",101,"108,661","291,104,886"
479,19148,2019-12-25,03,04,07,11,30,08,09,"1,357,789,884",5,"10,000,000",91,"119,722","289,764,338"
478,19149,2019-12-28,01,02,07,33,35,06,10,"1,422,864,762",0,0,85,"177,509","317,712,338"
477,19150,2019-12-30,07,11,12,16,33,05,07,"1,347,226,024",19,"6,819,667",115,"114,036","296,427,458"
476,20001,2020-01-01,17,25,26,32,34,04,07,"1,387,021,575",2,"10,000,000",95,"145,642","290,178,486"
475,20002,2020-01-04,03,07,18,25,30,02,07,"1,369,911,816",6,"9,908,421",152,"89,594","314,707,905"
474,20003,2020-01-06,23,25,26,30,34,03,07,"1,441,800,542",0,0,52,"333,491","284,089,915"
473,20004,2020-01-08,17,20,21,29,30,05,09,"1,439,766,324",4,"10,000,000",129,"80,526","279,672,368"
472,20005,2020-01-11,06,10,33,34,35,01,03,"1,430,492,846",7,"10,000,000",198,"70,540","306,743,622"
471,20006,2020-01-13,09,22,25,31,32,08,12,"1,474,266,994",1,"10,000,000",106,"118,123","274,628,114"
470,20007,2020-01-15,02,10,19,24,30,05,08,"1,413,642,399",12,"7,162,433",131,"96,229","275,894,030"
469,20008,2020-01-18,14,17,19,24,32,01,06,"1,436,007,521",4,"10,000,000",57,"344,283","312,604,530"
468,20009,2020-01-20,19,29,31,34,35,06,10,"1,426,304,213",6,"10,000,000",102,"152,272","306,054,010"
467,20010,2020-03-14,01,08,13,24,32,02,09,"1,408,398,439",6,"8,599,471",70,"114,765","193,022,506"
466,20011,2020-03-16,02,13,19,22,23,02,07,"1,392,702,843",5,"9,096,183",58,"158,385","169,402,246"
465,20012,2020-03-18,01,06,18,32,34,01,03,"1,417,484,531",2,"10,000,000",35,"268,738","180,512,101"
464,20013,2020-03-21,01,04,05,11,35,03,09,"1,382,155,015",9,"7,976,833",45,"278,794","210,216,729"
463,20014,2020-03-23,03,07,09,17,21,03,06,"1,368,119,121",4,"8,706,884",149,"44,032","203,414,775"
462,20015,2020-03-25,01,07,23,24,26,03,07,"1,389,102,104",2,"10,000,000",42,"280,807","213,742,602"
461,20016,2020-03-28,04,08,19,31,35,01,02,"1,414,113,824",3,"10,000,000",61,"217,312","235,862,341"
460,20017,2020-03-30,01,06,07,09,10,02,11,"1,394,320,154",6,"8,730,653",150,"56,374","220,830,654"
459,20018,2020-04-01,09,14,16,24,26,04,12,"1,443,693,869",0,0,69,"160,807","230,454,828"
458,20019,2020-04-04,01,12,22,23,33,01,12,"1,445,697,714",4,"10,000,000",65,"206,046","251,571,436"
457,20020,2020-04-06,08,10,12,26,32,05,09,"1,452,932,120",3,"10,000,000",76,"130,721","229,103,689"
456,20021,2020-04-08,10,12,24,31,33,04,09,"1,418,256,965",9,"8,087,069",129,"94,599","255,667,147"
455,20022,2020-04-11,04,14,20,28,35,02,03,"1,459,915,832",1,"10,000,000",85,"132,699","279,808,308"
454,20023,2020-04-13,04,11,23,26,30,01,06,"1,448,119,562",5,"10,000,000",76,"144,157","266,526,290"
453,20024,2020-04-15,03,05,06,24,30,03,07,"1,437,049,655",4,"9,810,302",143,"56,756","274,944,706"
452,20025,2020-04-18,02,14,21,22,26,05,07,"1,442,053,199",5,"10,000,000",81,"158,628","290,980,102"
451,20026,2020-04-20,03,15,26,32,34,08,12,"1,423,923,368",7,"9,777,969",97,"148,263","267,647,668"
450,20027,2020-04-22,04,07,20,25,32,03,09,"1,403,985,232",6,"9,243,858",76,"168,946","267,026,928"
449,20028,2020-04-25,04,05,28,34,35,01,08,"1,319,654,038",13,"6,757,551",201,"60,732","297,809,663"
448,20029,2020-04-27,11,14,17,22,30,07,09,"1,333,962,954",4,"10,000,000",100,"122,739","274,347,215"
447,20030,2020-04-29,01,08,17,27,30,05,06,"1,308,815,503",6,"9,047,466",154,"71,986","336,512,111"
446,20031,2020-05-02,01,02,05,15,21,04,05,"1,285,895,989",7,"9,916,051",102,"134,204","348,801,433"
445,20032,2020-05-04,02,03,09,16,32,03,04,"1,167,303,638",19,"5,845,668",169,"37,815","315,030,186"
444,20033,2020-05-06,07,19,20,31,34,05,08,"1,148,417,852",6,"10,000,000",96,"143,208","344,128,096"
443,20034,2020-05-09,11,13,20,27,31,02,04,"1,119,481,106",8,"9,891,637",65,"286,379","363,231,403"
442,20035,2020-05-11,10,11,22,26,28,02,04,"1,181,117,013",2,"10,000,000",80,"190,608","322,907,375"
441,20036,2020-05-13,01,05,11,12,26,02,07,"1,165,797,220",6,"10,000,000",99,"152,093","329,608,250"
440,20037,2020-05-16,01,04,10,11,14,02,05,"1,119,552,352",11,"8,423,230",163,"97,469","347,550,329"
439,20038,2020-05-18,04,15,20,22,24,01,09,"1,189,804,474",1,"10,000,000",68,"235,783","321,713,613"
438,20039,2020-05-20,01,05,15,22,31,02,09,"1,252,426,577",2,"10,000,000",82,"200,203","327,734,435"
437,20040,2020-05-23,02,17,20,28,29,01,07,"1,290,293,247",3,"10,000,000",99,"155,828","350,219,331"
436,20041,2020-05-25,07,13,20,29,34,04,07,"1,240,028,370",10,"8,174,807",85,"164,840","323,641,936"
435,20042,2020-05-27,03,04,05,11,22,05,06,"712,471,085",73,"5,024,350",1424,"20,000","329,246,559"
434,20043,2020-05-30,12,13,17,31,32,01,06,"775,887,380",2,"10,000,000",64,"247,923","361,785,294"
433,20044,2020-06-01,01,03,22,28,30,02,05,"793,042,322",4,"7,648,434",79,"159,905","326,278,357"
432,20045,2020-06-03,02,09,16,23,27,03,08,"397,099,392",56,"5,129,137",351,"22,068","331,645,185"
431,20046,2020-06-06,15,24,27,30,34,04,12,"450,033,830",2,"10,000,000",93,"167,603","356,817,551"
430,20047,2020-06-08,04,18,27,28,30,03,10,"459,553,012",5,"7,088,857",83,"168,127","329,244,489"
429,20048,2020-06-10,03,09,10,15,16,07,09,"464,779,671",6,"6,920,039",92,"145,440","326,341,634"
428,20049,2020-06-13,03,11,15,22,30,08,10,"466,168,612",7,"6,767,678",175,"79,868","346,562,943"
427,20050,2020-06-15,03,14,16,22,34,02,06,"519,429,958",3,"10,000,000",47,"338,385","319,364,735"
426,20051,2020-06-17,02,07,09,19,33,01,07,"546,514,270",3,"9,837,277",135,"83,927","316,737,986"
425,20052,2020-06-20,09,11,26,28,35,06,07,"617,935,817",1,"10,000,000",109,"139,182","346,849,702"
424,20053,2020-06-22,02,15,18,21,27,03,06,"660,208,306",2,"10,000,000",72,"226,197","321,021,775"
423,20054,2020-06-24,11,14,15,19,20,03,07,"652,393,350",8,"6,499,570",109,"119,965","316,196,813"
422,20055,2020-06-27,03,04,12,18,34,10,12,"733,955,513",0,0,69,"245,252","323,557,054"
421,20056,2020-06-29,03,11,25,29,34,03,06,"788,369,268",2,"10,000,000",77,"185,738","293,376,714"
420,20057,2020-07-01,17,20,21,22,31,02,08,"819,749,459",2,"10,000,000",93,"120,838","290,961,693"
419,20058,2020-07-04,01,15,19,26,27,05,10,"801,073,309",5,"9,421,778",137,"80,612","311,403,757"
418,20059,2020-07-06,01,15,22,28,32,03,11,"845,222,708",2,"10,000,000",72,"191,667","288,214,989"
417,20060,2020-07-08,12,14,25,34,35,03,12,"840,309,834",7,"10,000,000",109,"112,902","293,094,526"
416,20061,2020-07-11,07,08,12,21,26,01,06,"823,114,481",5,"10,000,000",133,"106,145","311,505,452"
415,20062,2020-07-13,01,05,14,23,31,02,07,"811,151,382",5,"10,000,000",66,"144,275","281,547,455"
414,20063,2020-07-15,11,18,20,21,33,06,07,"828,120,324",3,"10,000,000",48,"284,622","285,313,485"
413,20064,2020-07-18,05,10,23,34,35,01,11,"864,409,231",3,"10,000,000",75,"195,825","306,180,017"
412,20065,2020-07-20,13,15,26,32,33,05,07,"905,602,072",2,"10,000,000",84,"156,336","275,339,410"
411,20066,2020-07-22,06,14,21,34,35,03,10,"918,419,473",4,"10,000,000",56,"230,559","275,984,921"
410,20067,2020-07-25,01,08,14,16,28,04,10,"969,682,196",1,"10,000,000",54,"285,608","298,070,364"
409,20068,2020-07-27,15,20,23,26,33,02,08,"963,387,967",5,"10,000,000",110,"110,818","275,720,877"
408,20069,2020-07-29,05,07,26,30,31,07,10,"984,516,774",3,"10,000,000",73,"160,051","276,270,699"
407,20070,2020-08-01,01,22,30,31,32,04,12,"1,021,716,141",2,"10,000,000",47,"319,597","294,678,230"
406,20071,2020-08-03,01,12,16,28,33,03,12,"992,189,046",7,"8,759,262",75,"171,808","269,034,062"
405,20072,2020-08-05,11,15,18,20,27,05,06,"875,748,466",22,"5,677,396",212,"28,888","270,501,710"
404,20073,2020-08-08,04,10,12,23,27,08,09,"857,463,718",7,"9,742,502",129,"91,542","298,601,828"
403,20074,2020-08-10,03,09,10,12,21,04,11,"829,434,509",8,"8,240,826",166,"66,605","270,785,594"
402,20075,2020-08-12,02,09,10,21,35,01,07,"848,526,595",4,"10,000,000",59,"217,584","271,697,395"
401,20076,2020-08-15,01,08,18,28,30,10,12,"827,752,078",7,"9,172,500",184,"61,724","294,292,139"
400,20077,2020-08-17,17,23,28,29,32,01,03,"890,203,888",0,0,65,"213,251","270,568,843"
399,20078,2020-08-19,14,18,20,28,34,10,11,"932,733,358",2,"10,000,000",63,"235,153","269,949,871"
398,20079,2020-08-22,04,16,24,29,35,02,12,"941,997,906",5,"10,000,000",78,"187,470","292,614,622"
397,20080,2020-08-24,03,06,22,24,25,09,10,"898,072,958",8,"7,392,120",129,"80,860","263,844,694"
396,20081,2020-08-26,01,13,15,32,35,08,10,"941,509,338",2,"10,000,000",44,"319,505","266,594,465"
395,20082,2020-08-29,02,11,12,21,34,04,08,"913,232,816",7,"8,556,891",185,"63,356","291,838,192"
394,20083,2020-08-31,01,02,17,32,34,04,09,"923,726,887",5,"10,000,000",56,"298,130","271,235,594"
393,20084,2020-09-02,02,10,20,24,31,06,12,"917,779,486",6,"10,000,000",70,"196,210","281,668,774"
392,20085,2020-09-05,03,04,11,15,28,02,03,"817,700,326",19,"5,878,445",392,"20,000","295,847,488"
391,20086,2020-09-07,08,11,15,20,28,04,10,"801,056,870",6,"10,000,000",95,"133,505","273,366,854"
390,20087,2020-09-09,01,04,20,23,29,04,08,"840,146,319",2,"10,000,000",55,"272,660","285,933,804"
389,20088,2020-09-12,02,07,23,26,35,01,12,"868,351,367",3,"10,000,000",105,"136,300","297,982,352"
388,20089,2020-09-14,13,16,20,22,27,01,02,"910,070,807",2,"10,000,000",44,"336,720","274,438,340"
387,20090,2020-09-16,05,06,27,28,29,11,12,"820,939,645",18,"6,420,892",225,"48,126","280,443,686"
386,20091,2020-09-19,12,16,20,23,31,05,12,"863,707,288",2,"10,000,000",82,"178,853","293,820,005"
385,20092,2020-09-21,08,11,17,31,35,07,11,"893,054,933",3,"10,000,000",62,"204,135","269,838,213"
384,20093,2020-09-23,06,14,25,27,28,04,11,"939,867,946",1,"10,000,000",72,"200,445","279,991,779"
383,20094,2020-09-26,04,06,07,08,16,02,08,"986,269,654",1,"10,000,000",113,"107,925","290,322,382"
382,20095,2020-09-28,02,18,25,26,32,02,07,"971,831,930",5,"10,000,000",113,"91,697","265,863,829"
381,20096,2020-09-30,07,08,10,25,28,03,11,"988,983,176",3,"10,000,000",68,"208,082","282,876,912"
380,20097,2020-10-05,05,25,27,30,34,06,12,"963,061,002",8,"8,142,371",78,"118,681","225,919,953"
379,20098,2020-10-07,04,09,15,24,35,04,10,"936,316,144",7,"8,375,237",195,"49,312","264,989,928"
378,20099,2020-10-10,02,03,11,15,27,04,12,"913,910,111",7,"9,276,156",177,"73,483","301,168,262"
377,20100,2020-10-12,04,05,08,22,33,07,10,"936,240,581",4,"10,000,000",69,"161,287","274,948,701"
376,20101,2020-10-14,03,04,05,09,34,07,09,"942,455,528",5,"10,000,000",109,"118,501","270,291,174"
375,20102,2020-10-17,07,11,18,20,29,09,12,"965,450,649",2,"10,000,000",170,"67,717","290,224,663"
374,20103,2020-10-19,07,12,13,19,23,02,08,"929,277,059",7,"7,056,688",182,"36,228","273,609,545"
373,20104,2020-10-21,03,12,23,26,30,04,07,"644,732,639",35,"5,543,834",119,"93,553","276,928,873"
372,20105,2020-10-24,03,08,12,13,22,04,12,"669,097,276",4,"8,474,471",91,"143,546","301,070,175"
371,20106,2020-10-26,02,03,11,14,27,04,10,"676,948,325",6,"7,175,347",261,"47,698","277,207,977"
370,20107,2020-10-28,01,04,13,17,28,03,07,"611,359,963",14,"5,409,214",193,"33,343","282,777,346"
369,20108,2020-10-31,02,03,06,07,33,08,09,"565,897,074",13,"5,881,296",80,"164,519","304,680,045"
368,20109,2020-11-02,02,20,21,23,32,06,12,"616,088,690",1,"10,000,000",66,"193,802","278,965,485"
367,20110,2020-11-04,11,16,20,21,28,05,11,"620,860,563",6,"6,966,119",83,"132,491","282,491,639"
366,20111,2020-11-07,05,07,09,20,28,02,07,"633,996,339",4,"7,667,800",110,"102,072","305,503,745"
365,20112,2020-11-09,08,11,13,30,32,02,06,"670,912,594",2,"10,000,000",113,"108,341","278,836,720"
364,20113,2020-11-11,06,14,18,28,33,02,05,"686,105,119",5,"7,771,898",121,"105,724","281,010,096"
363,20114,2020-11-14,10,12,21,24,30,03,07,"699,754,234",6,"7,416,283",82,"181,463","311,221,154"
362,20115,2020-11-16,01,09,18,19,23,01,09,"663,087,702",13,"5,858,135",161,"61,470","284,014,718"
361,20116,2020-11-18,08,10,12,16,22,03,09,"661,279,588",7,"6,651,639",73,"166,572","281,698,423"
360,20117,2020-11-21,07,19,20,23,24,05,10,"657,082,925",6,"6,533,726",125,"82,936","295,676,112"
359,20118,2020-11-23,01,09,15,30,33,04,09,"691,143,211",3,"10,000,000",59,"243,507","275,653,893"
358,20119,2020-11-25,14,22,24,28,32,07,08,"685,541,779",5,"6,488,585",63,"175,287","274,272,049"
357,20120,2020-11-28,05,25,26,30,35,04,10,"694,960,351",6,"7,151,477",92,"157,223","301,311,242"
356,20121,2020-11-30,09,17,27,28,35,03,08,"658,127,792",12,"5,888,553",96,"115,346","278,202,603"
355,20122,2020-12-02,08,19,29,34,35,06,11,"629,576,539",10,"5,812,539",145,"50,433","281,651,508"
354,20123,2020-12-05,01,07,11,15,21,04,11,"641,696,961",5,"7,560,029",163,"69,634","304,863,915"
353,20124,2020-12-07,11,15,24,26,35,04,05,"671,260,147",3,"8,940,268",42,"398,755","278,064,291"
352,20125,2020-12-09,01,02,03,08,22,01,04,"699,959,034",2,"9,473,073",73,"188,841","275,346,986"
351,20126,2020-12-12,01,04,09,22,28,04,12,"721,797,952",4,"8,293,025",96,"151,985","298,548,217"
350,20127,2020-12-14,01,04,17,18,26,03,10,"723,320,954",5,"6,788,183",51,"246,627","276,778,645"
349,20128,2020-12-16,09,12,13,26,33,04,10,"761,816,707",3,"10,000,000",55,"249,603","274,958,597"
348,20129,2020-12-19,10,22,27,33,34,01,11,"816,759,358",2,"10,000,000",62,"265,548","299,215,239"
347,20130,2020-12-21,16,17,23,26,32,02,12,"788,606,650",7,"8,580,412",62,"191,821","275,873,752"
346,20131,2020-12-23,08,25,27,29,35,02,03,"804,095,087",4,"7,836,812",84,"157,335","276,280,604"
345,20132,2020-12-26,03,15,16,17,21,07,10,"772,089,653",7,"8,732,884",100,"139,407","305,220,768"
344,20133,2020-12-28,11,24,26,33,35,08,09,"802,371,363",2,"10,000,000",79,"125,950","278,817,951"
343,20134,2020-12-30,08,11,13,22,25,04,07,"763,061,055",8,"7,660,983",135,"70,426","279,450,044"
342,21001,2021-01-02,02,06,12,19,33,08,09,"801,248,468",2,"10,000,000",103,"149,825","301,287,873"
341,21002,2021-01-04,02,16,26,31,34,09,11,"825,914,620",3,"10,000,000",68,"223,170","278,003,685"
340,21003,2021-01-06,07,21,28,31,35,04,10,"811,003,040",6,"10,000,000",66,"182,605","271,582,391"
339,21004,2021-01-09,05,10,17,23,28,02,08,"742,165,174",14,"6,781,783",252,"40,037","287,870,674"
338,21005,2021-01-11,03,07,10,12,35,03,05,"782,127,364",1,"10,000,000",77,"188,779","270,292,542"
337,21006,2021-01-13,04,22,25,28,35,04,05,"830,578,066",1,"10,000,000",67,"176,510","273,199,546"
336,21007,2021-01-16,05,23,30,34,35,08,10,"854,868,061",3,"10,000,000",160,"81,104","290,613,639"
335,21008,2021-01-18,05,19,20,27,33,03,08,"821,084,249",10,"8,342,623",73,"172,279","267,627,406"
334,21009,2021-01-20,01,03,20,29,32,05,12,"865,327,653",1,"10,000,000",103,"112,661","270,385,175"
333,21010,2021-01-23,01,05,16,22,34,08,11,"886,344,174",4,"10,000,000",98,"153,518","292,800,978"
332,21011,2021-01-25,06,09,11,14,21,01,03,"903,373,114",2,"10,000,000",299,"35,220","264,730,145"
331,21012,2021-01-27,06,12,20,23,33,01,09,"942,151,519",1,"10,000,000",93,"124,142","267,411,208"
330,21013,2021-01-30,21,27,28,30,34,08,11,"975,405,452",4,"10,000,000",59,"281,489","293,461,597"
329,21014,2021-02-01,07,13,20,27,29,04,09,"997,073,350",3,"10,000,000",99,"114,748","268,530,082"
328,21015,2021-02-03,04,08,17,19,25,01,07,"945,589,061",10,"6,963,705",259,"37,150","272,319,625"
327,21016,2021-02-06,08,09,10,19,34,01,02,"937,156,414",6,"10,000,000",82,"186,837","311,054,206"
326,21017,2021-02-08,17,21,26,29,32,02,07,"961,686,810",5,"10,000,000",75,"221,277","335,358,205"
325,21018,2021-02-20,02,20,23,26,34,05,10,"946,984,258",6,"10,000,000",75,"174,392","289,120,482"
324,21019,2021-02-22,01,12,13,28,29,03,04,"989,638,020",1,"10,000,000",134,"76,551","268,699,087"
323,21020,2021-02-24,07,21,22,30,33,04,06,"986,653,276",4,"10,000,000",176,"52,410","266,285,933"
322,21021,2021-02-27,16,18,29,33,35,09,12,"1,011,996,707",3,"10,000,000",74,"185,332","292,083,963"
321,21022,2021-03-01,02,12,22,30,33,02,04,"1,060,440,511",2,"10,000,000",51,"302,580","267,988,268"
320,21023,2021-03-03,07,09,13,16,32,02,09,"1,090,709,660",2,"10,000,000",70,"187,612","269,669,045"
