,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额
2152,09010,2009-01-24,02,09,12,21,29,07,11,"91,665,870",0,0,25,"144,293","59,500,348"
2151,09011,2009-02-02,02,11,13,14,21,02,04,"102,066,823",0,0,9,"386,940","44,940,347"
2150,09012,2009-02-04,02,05,20,25,31,10,12,"97,066,823",1,"8,561,547",6,"1,510,959","46,529,600"
2149,09013,2009-02-07,05,24,26,30,35,05,12,"108,052,216",0,0,11,"321,586","51,994,916"
2148,09014,2009-02-09,08,14,15,25,26,07,09,"110,754,526",0,0,21,"331,862","47,780,433"
2147,09015,2009-02-11,01,05,10,16,27,03,04,"100,754,526",2,"6,425,136",22,"297,789","49,522,537"
2146,09016,2009-02-14,10,11,20,26,27,09,11,"95,754,526",1,"9,175,345",26,"379,576","53,924,327"
2145,09017,2009-02-16,05,11,23,26,33,04,12,"100,497,720",1,"5,000,000",8,"404,617","47,076,272"
2144,09018,2009-02-18,01,06,13,28,29,03,09,"90,497,720",2,"6,283,265",31,"211,361","47,980,946"
2143,09019,2009-02-21,04,29,31,32,35,04,10,"81,647,109",2,"5,000,000",71,"20,189","53,504,263"
2142,09020,2009-02-23,05,16,18,32,35,02,11,"90,300,606",0,0,27,"97,186","48,090,233"
2141,09021,2009-02-25,01,15,31,32,34,03,08,"78,401,952",3,"5,000,000",26,"39,000","49,445,917"
2140,09022,2009-02-28,12,14,17,34,35,04,11,"87,252,331",0,0,14,"207,950","55,310,640"
2139,09023,2009-03-02,15,17,21,27,33,07,11,"97,585,347",0,0,9,"410,040","48,760,441"
2138,09024,2009-03-04,29,31,32,33,35,10,11,"32,195,688",12,"5,000,000",674,"3,000","49,544,899"
2137,09025,2009-03-07,03,17,22,23,33,04,10,"26,773,220",3,"5,000,000",9,"335,347","51,222,852"
2136,09026,2009-03-09,24,30,31,32,34,10,12,"10,087,407",4,"5,000,000",28,"75,673","47,275,096"
2135,09027,2009-03-11,03,22,26,33,34,09,10,"19,652,034",0,0,7,"487,991","48,116,008"
2134,09028,2009-03-14,06,20,30,32,35,09,11,0,11,"1,881,523",32,"22,180","54,417,733"
2133,09029,2009-03-16,03,04,13,17,24,04,11,"35,136,843",1,"5,000,000",8,"452,537","46,951,848"
2132,09030,2009-03-18,01,07,27,30,32,01,04,"44,647,908",0,0,9,"353,834","48,076,848"
2131,09031,2009-03-21,07,11,19,21,22,01,11,"55,688,643",0,0,14,"270,076","53,083,824"
2130,09032,2009-03-23,04,12,20,26,29,06,10,"56,850,363",1,"5,000,000",26,"77,486","46,963,564"
2129,09033,2009-03-25,02,08,18,21,32,08,11,"65,455,579",0,0,19,"152,143","48,984,920"
2128,09034,2009-03-28,05,19,31,32,35,04,09,"30,000,000",14,"4,483,258",130,"3,000","53,016,496"
2127,09035,2009-03-30,03,07,09,28,33,03,08,"28,381,047",1,"5,000,000",29,"37,040","47,372,251"
2126,09036,2009-04-01,02,12,26,31,33,09,10,"37,276,722",0,0,13,"214,663","48,851,036"
2125,09037,2009-04-04,17,18,19,25,31,01,11,"48,490,237",0,0,15,"208,584","53,181,208"
2124,09038,2009-04-06,06,17,20,29,32,04,05,"45,414,837",1,"5,000,000",69,"9,467","46,810,312"
2123,09039,2009-04-08,01,03,07,10,33,03,04,"45,281,025",1,"5,000,000",10,"265,033","49,756,688"
2122,09040,2009-04-11,03,16,30,32,33,01,10,"55,529,044",0,0,11,"315,517","55,451,075"
2121,09041,2009-04-13,05,09,20,23,29,04,10,"64,481,431",0,0,16,"163,126","49,858,255"
2120,09042,2009-04-15,11,24,25,26,31,02,07,"55,024,866",2,"5,000,000",32,"34,388","50,135,357"
2119,09043,2009-04-18,05,21,22,32,35,02,05,"54,669,480",1,"5,000,000",43,"60,136","54,703,400"
2118,09044,2009-04-20,01,07,18,29,34,03,09,"51,785,973",1,"5,000,000",35,"18,710","48,504,299"
2117,09045,2009-04-22,01,09,14,24,35,06,09,"61,184,674",0,0,7,"441,668","50,114,289"
2116,09046,2009-04-25,01,09,24,34,35,04,09,"61,692,863",2,"5,000,000",33,"84,525","54,210,221"
2115,09047,2009-04-27,13,18,21,24,29,03,06,"72,561,808",0,0,8,"451,368","48,883,059"
2114,09048,2009-04-29,05,06,22,25,27,11,12,"80,754,578",0,0,10,"276,036","47,916,383"
2113,09049,2009-05-02,05,16,28,29,34,11,12,"86,879,914",1,"5,000,000",9,"389,542","50,231,963"
2112,09050,2009-05-04,05,15,28,32,33,08,09,"84,527,645",1,"5,000,000",28,"69,076","46,736,299"
2111,09051,2009-05-06,03,11,22,26,29,05,12,"93,348,517",0,0,14,"215,774","48,242,380"
2110,09052,2009-05-09,23,24,30,34,35,01,03,"96,062,600",1,"5,000,000",28,"88,871","52,182,712"
2109,09053,2009-05-11,05,09,24,31,33,05,06,"101,457,274",0,0,48,"35,679","46,770,636"
2108,09054,2009-05-13,02,12,19,29,30,07,12,"83,457,274",3,"5,696,396",48,"129,993","50,568,158"
2107,09055,2009-05-16,05,08,14,23,24,05,06,"94,528,324",0,0,15,"235,353","52,677,379"
2106,09056,2009-05-18,04,13,17,32,35,03,06,"99,675,089",0,0,40,"44,614","47,573,881"
2105,09057,2009-05-20,06,15,22,27,30,02,09,"25,348,422",14,"5,000,000",91,"17,313","48,851,346"
2104,09058,2009-05-23,08,10,14,27,32,02,07,"35,319,074",0,0,8,"414,063","51,003,335"
2103,09059,2009-05-25,02,13,14,29,33,04,11,"20,333,605",4,"5,000,000",14,"109,201","43,071,746"
2102,09060,2009-05-27,18,28,29,30,31,04,08,"13,780,887",2,"5,000,000",21,"53,998","46,270,476"
2101,09061,2009-05-30,02,10,21,26,34,02,10,"18,272,611",1,"5,000,000",12,"235,409","49,154,757"
2100,09062,2009-06-01,04,22,23,29,31,05,11,"23,114,655",0,0,29,"58,422","45,578,124"
2099,09063,2009-06-03,05,06,18,21,22,01,07,"32,272,565",0,0,31,"92,917","45,959,640"
2098,09064,2009-06-06,06,10,11,17,34,11,12,"43,367,500",0,0,7,"566,068","50,207,791"
2097,09065,2009-06-08,01,12,24,27,32,02,11,"50,172,633",0,0,20,"102,983","45,248,670"
2096,09066,2009-06-10,01,08,19,24,31,06,12,"53,386,371",1,"5,000,000",15,"174,611","45,835,410"
2095,09067,2009-06-13,03,06,25,28,32,02,05,"62,985,985",0,0,9,"272,097","50,223,305"
2094,09068,2009-06-15,02,12,15,20,28,01,12,"73,988,274",0,0,7,"517,024","45,860,799"
2093,09069,2009-06-17,14,16,27,30,33,08,12,"76,341,617",1,"5,000,000",30,"85,823","46,288,776"
2092,09070,2009-06-20,10,21,24,30,31,03,10,"76,603,975",1,"5,000,000",18,"92,128","49,441,977"
2091,09071,2009-06-22,04,20,29,30,33,02,11,"83,098,878",0,0,27,"85,911","45,019,753"
2090,09072,2009-06-24,23,26,29,32,33,05,10,"79,140,662",1,"5,000,000",40,"8,775","45,922,820"
2089,09073,2009-06-27,01,10,19,21,30,01,04,"78,185,555",2,"5,000,000",38,"70,530","50,495,747"
2088,09074,2009-06-29,15,17,19,23,32,01,11,"88,928,864",0,0,4,"959,223","45,913,477"
2087,09075,2009-07-01,01,07,11,32,33,09,11,"96,863,663",0,0,12,"224,909","45,529,833"
2086,09076,2009-07-04,03,09,11,18,24,04,05,"99,692,562",1,"5,000,000",21,"113,659","52,275,871"
2085,09077,2009-07-06,07,20,28,32,34,06,08,"95,368,454",2,"5,000,000",26,"77,965","46,747,748"
2084,09078,2009-07-08,11,23,26,31,34,05,11,"94,738,714",2,"5,000,000",4,"836,630","47,027,388"
2083,09079,2009-07-11,01,02,07,13,34,04,10,"105,602,353",0,0,3,"1,077,741","51,652,499"
2082,09080,2009-07-13,07,16,19,29,35,02,11,"108,152,117",0,0,10,"575,753","47,474,266"
2081,09081,2009-07-15,02,15,20,25,33,03,06,"103,152,117",1,"7,373,857",26,"234,042","48,912,917"
2080,09082,2009-07-18,05,11,26,29,32,08,11,"88,152,117",3,"5,594,117",95,"48,546","53,062,976"
2079,09083,2009-07-20,02,05,28,34,35,01,07,"96,924,199",0,0,13,"240,991","46,714,940"
2078,09084,2009-07-22,05,09,19,26,35,02,10,"106,350,255",0,0,10,"317,589","46,704,489"
2077,09085,2009-07-25,06,13,27,33,34,09,12,"101,350,255",1,"6,281,762",32,"106,181","52,654,405"
2076,09086,2009-07-27,01,02,07,26,29,10,12,"96,350,255",1,"8,369,481",12,"683,662","48,530,520"
2075,09087,2009-07-29,10,24,28,30,33,01,10,"103,709,743",0,0,13,"202,183","47,801,827"
2074,09088,2009-08-01,13,16,27,32,34,03,09,"93,709,743",2,"6,429,562",18,"404,320","53,086,069"
2073,09089,2009-08-03,03,06,11,19,27,02,07,"95,503,725",1,"5,000,000",18,"126,376","46,949,691"
2072,09090,2009-08-05,18,25,30,33,34,04,10,"91,379,188",2,"5,000,000",11,"171,998","46,981,058"
2071,09091,2009-08-08,01,05,17,32,34,03,07,"95,708,687",1,"5,000,000",11,"287,238","51,108,194"
2070,09092,2009-08-10,10,21,22,27,29,08,12,"102,843,787",0,0,19,"115,829","45,632,991"
2069,09093,2009-08-12,07,09,22,30,33,09,11,"97,843,787",1,"5,641,679",44,"35,091","47,767,244"
2068,09094,2009-08-15,01,05,21,23,29,05,12,"106,868,423",0,0,11,"277,852","52,581,788"
2067,09095,2009-08-17,08,18,24,30,33,01,06,"96,868,423",2,"6,022,716",29,"197,490","48,364,617"
2066,09096,2009-08-19,07,12,28,32,33,01,03,"104,983,148",0,0,16,"152,532","48,423,174"
2065,09097,2009-08-22,06,13,14,22,25,01,04,"108,781,006",0,0,19,"470,531","53,124,002"
2064,09098,2009-08-24,11,17,19,25,26,02,10,"82,781,006",4,"5,353,595",23,"185,192","48,520,631"
2063,09099,2009-08-26,03,09,21,23,33,06,10,"92,144,340",0,0,11,"274,102","48,169,676"
2062,09100,2009-08-29,16,20,25,29,33,01,08,"101,558,044",0,0,15,"224,135","52,247,864"
2061,09101,2009-08-31,02,10,14,22,26,04,09,"96,558,044",1,"6,986,209",19,"252,790","47,809,382"
2060,09102,2009-09-02,11,13,29,32,35,10,12,"100,398,240",0,0,34,"37,067","48,859,582"
2059,09103,2009-09-05,16,20,28,32,33,01,02,"103,776,415",0,0,21,"450,423","54,467,017"
2058,09104,2009-09-07,15,25,29,32,33,10,11,"105,875,241",0,0,36,"136,035","49,507,325"
2057,09105,2009-09-09,01,25,26,34,35,06,11,"108,309,281",0,0,26,"262,127","50,958,315"
2056,09106,2009-09-12,11,21,22,25,34,06,09,"112,315,252",0,0,12,"812,805","55,692,618"
2055,09107,2009-09-14,11,12,33,34,35,01,10,"107,315,252",1,"7,344,588",38,"147,193","50,513,087"
2054,09108,2009-09-16,01,09,14,29,30,07,10,"109,931,600",0,0,37,"172,777","51,337,395"
2053,09109,2009-09-19,02,11,13,26,35,06,10,"104,931,600",1,"9,046,646",17,"643,784","57,166,799"
2052,09110,2009-09-21,22,28,30,31,34,07,09,"107,143,818",0,0,20,"284,138","51,636,412"
2051,09111,2009-09-23,04,11,13,19,35,10,12,"102,143,818",1,"8,774,361",13,"812,939","52,850,837"
2050,09112,2009-09-26,02,08,12,34,35,04,05,"106,317,667",0,0,20,"536,090","57,394,342"
2049,09113,2009-09-28,03,04,10,18,27,06,08,"107,532,884",0,0,38,"85,492","51,363,174"
2048,09114,2009-09-30,02,08,25,29,33,03,07,"84,532,884",4,"5,487,268",15,"373,572","51,813,022"
2047,09115,2009-10-03,01,02,06,08,26,05,12,"95,879,579",0,0,4,"1,013,097","50,517,460"
2046,09116,2009-10-05,12,15,23,30,33,09,12,"93,319,627",2,"5,000,000",29,"84,622","45,459,651"
2045,09117,2009-10-07,07,21,29,31,33,09,10,"82,939,167",2,"5,000,000",33,"27,843","47,209,745"
2044,09118,2009-10-10,10,17,18,21,34,05,11,"92,730,021",0,0,14,"239,502","62,050,346"
2043,09119,2009-10-12,03,12,22,23,28,04,12,"98,097,859",1,"5,000,000",9,"324,806","56,316,371"
2042,09120,2009-10-14,11,23,27,28,32,02,05,"107,904,920",0,0,19,"173,392","60,056,189"
2041,09121,2009-10-17,04,05,08,11,22,02,10,"54,673,809",8,"5,795,254",14,"291,839","73,567,264"
2040,09122,2009-10-19,01,02,11,31,33,05,06,"56,878,026",2,"6,500,000",12,"258,290","60,514,755"
2039,09123,2009-10-21,10,21,28,29,32,06,10,"63,953,316",0,0,41,"41,195","62,130,621"
2038,09124,2009-10-24,01,03,14,32,35,07,11,"76,489,108",0,0,17,"177,812","69,674,019"
2037,09125,2009-10-26,08,20,23,29,31,02,11,"90,678,364",0,0,10,"337,839","63,479,997"
2036,09126,2009-10-28,14,23,27,28,33,08,12,"102,312,718",0,0,17,"165,026","65,283,300"
2035,09127,2009-10-31,05,09,27,32,34,05,08,"87,126,140",4,"6,132,379",24,"125,819","77,984,435"
2034,09128,2009-11-02,06,21,28,32,34,04,07,"97,634,482",0,0,10,"250,198","62,083,219"
2033,09129,2009-11-04,02,10,18,32,33,03,08,"77,054,592",5,"5,967,741",46,"43,828","67,149,959"
2032,09130,2009-11-07,09,14,25,32,34,02,08,"88,919,860",1,"8,000,000",10,"424,283","72,087,396"
2031,09131,2009-11-09,02,03,08,33,34,03,11,"98,050,516",0,0,28,"74,232","62,393,936"
2030,09132,2009-11-11,02,10,12,15,28,04,07,"106,963,054",1,"10,000,000",7,"530,001","62,748,807"
2029,09133,2009-11-14,01,08,24,27,34,10,11,"111,334,356",1,"14,000,000",20,"158,361","69,788,002"
2028,09134,2009-11-16,02,16,19,28,33,07,11,"107,370,438",2,"8,512,027",23,"103,180","60,197,804"
2027,09135,2009-11-18,06,08,15,20,32,05,06,"107,893,793",1,"11,682,236",35,"57,355","63,316,973"
2026,09136,2009-11-21,07,13,23,24,29,06,10,"101,611,149",2,"7,739,117",57,"26,476","70,354,666"
2025,09137,2009-11-23,12,28,29,30,34,01,09,"90,767,377",2,"6,706,724",38,"23,720","64,726,488"
2024,09138,2009-11-25,03,04,14,28,32,09,10,"80,927,196",3,"5,714,285",28,"95,998","66,057,007"
2023,09139,2009-11-28,14,16,20,22,32,05,09,"92,503,373",1,"8,000,000",18,"223,248","69,724,233"
2022,09140,2009-11-30,07,08,19,26,30,01,12,"98,666,575",1,"8,000,000",49,"47,859","62,128,703"
2021,09141,2009-12-02,13,14,21,30,33,02,08,"103,935,745",1,"8,000,000",22,"106,970","62,765,789"
2020,09142,2009-12-05,05,06,13,24,31,03,11,"44,007,409",9,"5,400,616",72,"15,911","70,853,469"
2019,09143,2009-12-07,01,09,10,11,22,01,12,"48,445,532",1,"6,875,000",17,"176,427","62,884,100"
2018,09144,2009-12-09,18,26,32,33,34,04,06,"36,571,512",3,"6,000,000",64,"12,222","61,978,220"
2017,09145,2009-12-12,05,11,14,22,35,03,10,"43,098,036",1,"8,000,000",28,"97,270","68,557,416"
2016,09146,2009-12-14,11,17,23,24,25,03,06,"52,710,568",1,"8,000,000",15,"209,498","61,477,563"
2015,09147,2009-12-16,06,12,18,22,29,05,08,"48,191,714",2,"6,500,000",39,"32,480","60,438,195"
2014,09148,2009-12-19,02,04,13,14,33,01,09,"54,696,815",1,"8,000,000",28,"85,699","67,488,906"
2013,09149,2009-12-21,01,03,10,12,20,02,07,"52,825,988",2,"6,500,000",14,"142,617","60,846,169"
2012,09150,2009-12-23,04,11,18,25,34,05,07,"65,000,723",0,0,32,"82,821","62,649,989"
2011,09151,2009-12-26,03,08,14,30,31,04,09,"2,716,865",11,"5,468,750",102,"12,000","68,568,519"
2010,09152,2009-12-28,01,23,29,30,32,07,12,"32,697,004",0,0,9,"352,694","59,093,356"
2009,09153,2009-12-30,21,22,30,32,34,03,07,"45,689,732",0,0,18,"186,275","61,921,485"
2008,10001,2010-01-02,02,06,07,12,27,02,08,"45,504,266",2,"9,500,000",33,"72,700","65,988,959"
2007,10002,2010-01-04,04,23,25,26,30,07,10,"59,188,235",0,0,8,"372,352","59,063,615"
2006,10003,2010-01-06,05,14,23,27,30,02,08,"65,611,514",1,"8,750,000",21,"164,367","59,587,916"
2005,10004,2010-01-09,03,06,21,24,34,04,06,"71,469,926",1,"8,000,000",45,"55,470","67,089,619"
2004,10005,2010-01-11,04,17,19,22,30,02,03,"79,667,245",1,"8,000,000",21,"146,636","60,174,031"
2003,10006,2010-01-13,03,13,19,30,34,02,05,"89,093,591",1,"8,000,000",13,"259,934","60,820,884"
2002,10007,2010-01-16,07,23,26,29,32,08,11,"71,607,483",4,"5,576,923",45,"45,047","66,968,023"
2001,10008,2010-01-18,11,23,25,31,32,05,11,"76,422,792",1,"5,000,000",21,"117,901","59,727,873"
2000,10009,2010-01-20,02,05,13,27,32,03,11,"84,598,107",1,"5,000,000",18,"167,305","59,047,555"
1999,10010,2010-01-23,15,22,24,32,35,02,09,"80,080,060",3,"5,000,000",23,"98,422","64,021,576"
1998,10011,2010-01-25,02,03,11,27,32,08,11,"93,686,243",0,0,31,"86,801","58,954,872"
1997,10012,2010-01-27,20,24,30,31,33,05,12,"92,737,376",2,"5,000,000",30,"75,900","59,423,790"
1996,10013,2010-01-30,18,21,22,26,34,09,12,"105,115,884",0,0,21,"137,538","65,363,883"
1995,10014,2010-02-01,18,19,30,33,35,02,04,"117,407,301",0,0,9,"341,428","59,887,023"
1994,10015,2010-02-03,03,10,14,18,28,08,10,"118,407,987",1,"9,000,457",22,"109,302","60,286,444"
1993,10016,2010-02-06,10,12,20,23,32,04,10,"122,313,595",1,"10,000,000",17,"197,242","66,467,786"
1992,10017,2010-02-08,13,21,23,27,34,09,12,"123,885,908",1,"9,381,541",24,"99,354","58,963,701"
1991,10018,2010-02-10,03,10,26,32,33,04,12,"136,398,415",0,0,20,"145,072","60,178,507"
1990,10019,2010-02-20,03,11,19,26,27,02,09,"135,673,799",1,"8,031,409",26,"107,069","59,288,005"
1989,10020,2010-02-22,08,18,26,32,33,01,06,"145,273,416",0,0,22,"107,558","55,310,141"
1988,10021,2010-02-24,11,20,23,24,25,07,09,"101,613,245",7,"5,422,655",29,"74,150","59,435,470"
1987,10022,2010-02-27,02,11,13,14,25,02,05,"116,363,243",0,0,16,"200,680","65,023,742"
1986,10023,2010-03-01,11,13,29,32,33,02,08,"105,649,877",3,"5,952,584",43,"39,363","56,897,252"
1985,10024,2010-03-03,03,14,19,24,25,04,11,"89,654,080",4,"5,667,366",32,"49,990","58,426,025"
1984,10025,2010-03-06,09,11,13,14,25,01,07,"82,829,054",4,"5,000,000",30,"104,563","63,920,913"
1983,10026,2010-03-08,05,23,25,31,35,07,10,"86,090,953",1,"5,000,000",17,"165,009","56,646,358"
1982,10027,2010-03-10,05,23,26,32,34,02,09,"63,069,499",5,"5,000,000",41,"12,000","57,838,370"
1981,10028,2010-03-13,01,02,07,20,35,01,03,"78,158,451",0,0,10,"359,260","66,147,851"
1980,10029,2010-03-15,21,22,33,34,35,03,04,"23,158,451",11,"5,000,000",370,"12,000","57,269,938"
1979,10030,2010-03-17,10,12,19,32,35,02,07,"20,000,000",10,"1,971,731",54,"12,000","57,295,895"
1978,10031,2010-03-20,05,13,16,17,35,06,08,"20,000,000",5,"4,011,638",9,"316,159","62,185,672"
1977,10032,2010-03-22,13,16,23,24,33,07,11,"25,528,100",1,"5,000,000",14,"184,703","56,162,851"
1976,10033,2010-03-24,12,19,28,29,30,05,08,"10,000,000",6,"4,016,973",79,"12,000","56,215,279"
1975,10034,2010-03-27,01,06,19,25,26,03,09,0,11,"1,989,778",21,"132,084","62,359,829"
1974,10035,2010-03-29,14,16,20,31,34,01,07,"13,641,244",1,"5,000,000",9,"304,346","53,908,713"
1973,10036,2010-03-31,19,25,28,31,33,01,08,"21,392,744",1,"5,000,000",14,"207,341","55,969,409"
1972,10037,2010-04-03,19,21,26,34,35,01,09,"25,964,395",1,"5,000,000",33,"70,901","61,763,460"
1971,10038,2010-04-05,08,10,25,29,33,01,02,"33,493,844",1,"5,000,000",15,"185,621","54,567,749"
1970,10039,2010-04-07,07,19,26,28,32,01,08,"42,737,714",0,0,34,"65,559","56,831,012"
1969,10040,2010-04-10,13,20,26,31,35,02,11,"33,361,660",4,"5,000,000",38,"61,057","64,431,044"
1968,10041,2010-04-12,16,22,28,29,34,04,12,"36,230,442",1,"5,000,000",41,"40,983","57,921,241"
1967,10042,2010-04-14,01,05,19,34,35,06,07,"40,523,882",1,"5,000,000",38,"62,267","57,454,140"
1966,10043,2010-04-17,05,08,10,33,35,02,10,"46,829,711",1,"5,000,000",16,"158,678","63,884,681"
1965,10044,2010-04-19,06,21,24,28,30,02,07,"44,227,484",2,"5,000,000",10,"302,774","58,143,721"
1964,10045,2010-04-21,08,17,18,20,28,09,10,"57,470,828",0,0,19,"137,951","57,857,829"
1963,10046,2010-04-24,02,15,19,26,27,05,06,"61,840,857",1,"5,000,000",27,"83,289","62,764,147"
1962,10047,2010-04-26,04,08,11,30,31,02,08,"64,225,019",1,"5,000,000",18,"96,524","56,875,743"
1961,10048,2010-04-28,02,03,10,12,25,03,09,"72,386,113",0,0,11,"170,022","58,735,417"
1960,10049,2010-05-01,01,25,29,31,33,04,10,"49,354,330",5,"5,000,000",17,"75,276","60,877,355"
1959,10050,2010-05-03,07,08,15,30,35,05,10,"21,849,145",7,"5,000,000",29,"85,847","54,049,738"
1958,10051,2010-05-05,06,10,20,24,32,06,10,"28,448,605",1,"5,000,000",19,"148,711","55,951,362"
1957,10052,2010-05-08,04,06,25,29,32,05,06,"42,621,421",0,0,14,"248,645","61,493,077"
1956,10053,2010-05-10,09,19,22,26,34,09,11,"7,621,421",7,"5,000,000",95,"12,000","55,150,582"
1955,10054,2010-05-12,12,25,29,30,33,10,11,"14,147,277",0,0,39,"40,850","55,496,523"
1954,10055,2010-05-15,13,14,17,27,32,02,10,"17,338,573",1,"5,000,000",18,"146,291","62,315,353"
1953,10056,2010-05-17,05,09,23,25,30,09,12,"19,842,358",1,"5,000,000",27,"65,392","56,490,604"
1952,10057,2010-05-19,15,17,24,32,35,07,09,"30,765,762",0,0,14,"165,506","57,176,020"
1951,10058,2010-05-22,06,15,17,19,30,01,12,"46,478,096",0,0,9,"436,453","62,359,762"
1950,10059,2010-05-24,06,10,14,25,34,01,03,"54,737,276",1,"5,000,000",6,"453,305","54,852,390"
1949,10060,2010-05-26,10,13,22,33,34,01,05,"65,434,443",0,0,6,"396,191","56,201,529"
1948,10061,2010-05-29,05,12,14,17,22,05,07,"78,749,467",0,0,13,"239,910","62,194,144"
1947,10062,2010-05-31,06,07,18,30,31,07,08,"73,712,297",2,"5,000,000",36,"57,081","56,542,229"
1946,10063,2010-06-02,07,14,16,30,31,03,06,"68,246,190",3,"5,000,000",15,"198,950","57,039,300"
1945,10064,2010-06-05,07,10,12,20,21,06,09,"54,844,960",4,"5,000,000",16,"166,320","61,531,531"
1944,10065,2010-06-07,05,08,13,14,32,08,11,"60,429,879",0,0,34,"40,915","55,131,467"
1943,10066,2010-06-09,15,21,22,24,27,01,06,"75,835,656",0,0,5,"662,614","56,677,441"
1942,10067,2010-06-12,01,11,19,30,32,03,10,"73,803,088",1,"5,000,000",78,"12,000","62,600,663"
1941,10068,2010-06-14,11,17,19,20,34,06,10,"85,182,926",0,0,12,"210,737","53,032,771"
1940,10069,2010-06-16,06,17,18,25,29,08,09,"79,271,311",2,"5,000,000",59,"15,892","53,568,152"
1939,10070,2010-06-19,05,14,23,25,28,11,12,"88,617,245",0,0,31,"68,468","61,210,368"
1938,10071,2010-06-21,07,12,26,30,32,02,07,"24,617,245",11,"5,000,000",66,"12,000","55,331,384"
1937,10072,2010-06-23,05,10,17,23,25,03,10,"17,882,324",2,"5,000,000",18,"121,112","54,533,355"
1936,10073,2010-06-26,04,09,11,30,32,01,11,"26,812,404",1,"5,000,000",13,"250,992","60,608,663"
1935,10074,2010-06-28,03,07,20,27,32,02,12,"35,805,486",0,0,21,"97,485","52,999,626"
1934,10075,2010-06-30,10,12,17,23,27,05,07,"47,447,468",0,0,12,"246,391","53,735,820"
1933,10076,2010-07-03,09,12,16,19,35,02,12,"54,438,161",1,"5,000,000",7,"525,989","58,643,115"
1932,10077,2010-07-05,06,07,09,17,24,02,12,"68,192,388",0,0,3,"1,018,831","51,385,724"
1931,10078,2010-07-07,02,03,15,28,35,01,11,"64,693,013",3,"5,000,000",37,"80,283","52,509,206"
1930,10079,2010-07-10,01,04,21,22,24,02,05,"73,622,943",1,"5,000,000",12,"309,554","57,860,042"
1929,10080,2010-07-12,08,19,27,29,34,04,10,"57,991,262",3,"5,000,000",42,"13,323","51,730,394"
1928,10081,2010-07-14,14,18,20,24,27,05,10,"58,837,329",2,"5,000,000",15,"185,402","53,790,383"
1927,10082,2010-07-17,05,08,24,29,30,04,06,"59,997,130",1,"5,000,000",27,"76,811","59,031,323"
1926,10083,2010-07-19,07,11,21,22,35,04,07,"70,427,784",0,0,19,"126,432","52,191,517"
1925,10084,2010-07-21,03,13,14,22,26,02,05,"71,587,264",2,"5,000,000",11,"232,489","53,749,055"
1924,10085,2010-07-24,02,10,16,18,34,02,03,"83,772,375",0,0,12,"257,885","58,856,786"
1923,10086,2010-07-26,01,02,12,19,35,05,07,"94,543,919",0,0,17,"148,062","53,608,302"
1922,10087,2010-07-28,01,12,20,21,24,02,08,"98,174,483",1,"5,000,000",29,"73,295","55,063,233"
1921,10088,2010-07-31,03,05,14,30,35,03,06,"108,164,091",0,0,20,"118,923","59,905,393"
1920,10089,2010-08-02,04,10,13,18,23,08,10,"118,078,333",0,0,21,"115,956","57,414,129"
1919,10090,2010-08-04,08,24,26,31,32,07,09,"124,236,856",0,0,24,"62,207","58,501,458"
1918,10091,2010-08-07,06,10,23,26,31,05,07,"139,768,200",0,0,14,"272,479","66,214,621"
1917,10092,2010-08-09,02,15,29,30,34,02,12,"131,117,725",2,"6,115,262",44,"36,065","59,055,333"
1916,10093,2010-08-11,02,04,09,28,29,05,08,"133,909,187",1,"10,000,000",15,"203,039","61,816,350"
1915,10094,2010-08-14,20,32,33,34,35,06,07,"52,909,187",15,"5,000,000",161,"12,000","68,284,989"
