,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
1747,11109,2011-09-17,01,11,12,22,34,08,10,34,01,22,12,11,"52,990,177",1,"5,000,000",25,"173,618","91,438,308",80,16.00,10,2,3,-1,1,2,2,3,-1,3,4,1,1,33,12,0,0,0
1748,11108,2011-09-14,07,15,18,24,28,01,07,28,24,18,07,15,"38,197,639",0,0,26,"161,578","79,849,685",92,18.40,32,2,3,-1,1,2,3,2,1,4,6,0,0,21,8,1,1,1
1749,11107,2011-09-12,02,06,18,30,32,01,08,30,18,06,32,02,"20,989,564",6,"5,000,000",42,"61,825","72,822,076",88,17.60,18,0,5,-5,0,4,3,2,1,4,5,0,0,30,12,1,1,2
1750,11106,2011-09-10,01,09,29,30,35,05,09,01,09,30,29,35,0,10,"4,434,500",150,"16,698","91,808,460",104,20.80,24,4,1,3,2,0,3,2,1,4,6,1,1,34,20,0,0,1
1751,11105,2011-09-07,02,11,26,32,33,05,12,32,33,26,11,02,"47,353,889",0,0,19,"252,626","86,608,080",104,20.80,14,2,3,-1,0,1,3,2,1,4,6,1,1,31,15,0,0,2
1752,11104,2011-09-05,07,19,27,28,34,02,05,07,28,27,34,19,"27,080,587",2,"5,000,000",78,"27,486","83,754,211",115,23.00,35,3,2,1,2,1,4,1,3,4,6,1,1,27,12,1,1,2
1753,11103,2011-09-03,03,04,26,29,34,01,03,29,34,26,04,03,"27,371,055",3,"5,000,000",33,"141,918","94,563,941",96,19.20,26,2,3,-1,0,1,3,2,1,4,6,1,1,31,22,1,1,1
1754,11102,2011-08-31,19,24,28,31,34,04,12,34,19,31,28,24,"25,254,149",1,"5,000,000",19,"200,597","82,689,764",136,27.20,26,2,3,-1,0,1,5,0,5,4,5,0,0,15,5,0,1,2
1755,11101,2011-08-29,05,12,20,28,30,03,07,28,30,20,12,05,"14,156,217",32,"5,086,232",158,"12,430","90,688,655",95,19.00,15,1,4,-3,0,3,3,2,1,4,5,0,0,25,8,1,1,1
1756,11100,2011-08-27,08,11,13,28,33,08,09,28,08,33,11,13,"260,611,163",1,"9,261,493",50,"71,923","100,342,747",93,18.60,23,3,2,1,1,0,2,3,-1,3,4,0,0,25,15,0,0,3
1757,11099,2011-08-24,02,06,09,12,20,05,08,06,09,12,20,02,"258,383,576",2,"8,522,871",24,"170,187","90,999,691",49,9.80,19,1,4,-3,0,2,1,4,-3,4,5,0,0,18,8,0,1,1
1758,11098,2011-08-22,06,07,28,33,35,01,10,28,35,33,06,07,"257,814,962",2,"8,656,154",32,"136,934","90,755,796",109,21.80,29,3,2,1,1,0,3,2,1,5,6,1,1,29,21,1,2,0
1759,11097,2011-08-20,04,19,28,31,33,11,12,31,28,33,04,19,"256,846,500",1,"10,000,000",27,"204,265","101,197,498",115,23.00,25,3,2,1,1,0,4,1,3,5,6,0,0,29,15,0,0,2
1760,11096,2011-08-17,03,08,20,24,25,01,02,08,25,24,03,20,"245,245,462",2,"8,451,117",71,"52,769","92,112,778",80,16.00,20,2,3,-1,0,2,3,2,1,5,4,1,1,22,12,0,0,2
1761,11095,2011-08-15,09,12,17,19,29,06,11,12,29,19,09,17,"244,892,108",1,"9,601,015",71,"38,056","88,632,964",86,17.20,36,4,1,3,2,0,2,3,-1,3,5,0,0,20,10,0,0,1
1762,11094,2011-08-13,11,21,22,32,34,04,08,21,11,22,34,32,"242,990,584",4,"6,714,576",58,"65,881","98,719,396",120,24.00,10,2,3,-1,1,2,4,1,3,3,4,1,1,23,10,0,0,1
1763,11093,2011-08-10,04,06,08,19,31,10,11,31,19,08,04,06,"252,703,120",0,0,18,"208,394","90,159,691",68,13.60,28,2,3,-1,1,2,2,3,-1,5,5,0,0,27,12,0,1,1
1764,11092,2011-08-08,10,17,19,32,33,01,12,32,19,33,10,17,"234,885,420",2,"8,383,140",30,"121,259","90,900,093",111,22.20,21,3,2,1,1,0,3,2,1,5,6,1,1,23,13,1,1,1
1765,11091,2011-08-06,11,17,23,29,30,06,08,29,30,11,17,23,"234,735,997",1,"10,000,000",54,"80,880","103,226,069",110,22.00,20,4,1,3,3,0,3,2,1,5,3,1,1,19,6,0,2,2
1766,11090,2011-08-03,02,04,29,30,34,05,08,29,30,34,02,04,"223,262,272",0,0,21,"184,156","92,181,969",99,19.80,19,1,4,-3,0,2,3,2,1,4,6,1,1,32,25,1,1,1
1767,11089,2011-08-01,05,06,23,27,34,03,04,05,27,34,23,06,"207,931,278",0,0,24,"238,538","92,442,848",95,19.00,25,3,2,1,1,0,3,2,1,5,6,1,1,29,17,0,1,1
1768,11088,2011-07-30,20,21,27,29,35,03,08,21,20,27,35,29,"184,852,679",4,"7,050,900",28,"183,525","104,344,297",132,26.40,22,4,1,3,3,0,5,0,5,5,4,1,1,15,6,0,1,2
1769,11087,2011-07-27,06,13,20,25,34,07,09,34,06,25,20,13,"192,547,274",2,"6,175,342",82,"22,536","91,364,808",98,19.60,18,2,3,-1,0,0,3,2,1,5,4,0,0,28,9,0,1,1
1770,11086,2011-07-25,04,05,06,09,15,01,06,15,06,04,05,09,"200,963,433",0,0,19,"223,417","89,388,176",39,7.80,29,3,2,1,1,0,0,5,-5,4,5,2,1,11,6,0,0,0
1771,11085,2011-07-23,02,17,19,21,22,03,10,19,02,21,22,17,"181,023,381",5,"6,075,660",30,"121,690","102,298,924",81,16.20,21,3,2,1,2,0,3,2,1,4,5,1,1,20,15,0,0,0
1772,11084,2011-07-20,14,29,31,34,35,01,12,35,31,29,14,34,"199,987,836",0,0,48,"83,255","95,024,927",143,28.60,23,3,2,1,1,0,4,1,3,4,6,1,1,21,15,0,0,0
1773,11083,2011-07-18,06,08,18,20,24,04,08,20,18,24,06,08,"182,379,281",2,"7,660,870",73,"42,336","94,242,715",76,15.20,26,0,5,-5,0,4,3,2,1,4,4,0,0,18,10,0,1,3
1774,11082,2011-07-16,07,20,25,30,32,05,09,07,32,30,20,25,"184,396,669",4,"6,662,493",31,"172,554","106,787,273",114,22.80,14,2,3,-1,0,1,4,1,3,4,5,0,0,25,13,0,1,1
1775,11081,2011-07-13,04,13,20,21,35,02,09,04,20,13,35,21,"197,429,220",0,0,28,"129,382","95,329,740",93,18.60,13,3,2,1,1,0,3,2,1,5,6,1,1,31,14,0,0,2
1776,11080,2011-07-11,05,12,30,31,32,01,03,30,12,31,32,05,"180,641,784",0,0,35,"110,792","93,978,157",110,22.00,10,2,3,-1,0,1,3,2,1,4,5,2,1,27,18,0,2,3
1777,11079,2011-07-09,01,03,23,30,31,02,10,30,31,23,01,03,"162,610,282",1,"14,000,000",19,"275,371","109,599,428",88,17.60,8,4,1,3,2,0,3,2,1,3,6,1,1,30,20,0,1,2
1778,11078,2011-07-06,04,09,16,27,30,02,06,16,30,09,04,27,"146,794,221",2,"9,180,172",65,"55,977","96,091,331",86,17.20,26,2,3,-1,0,0,2,3,-1,5,6,0,0,26,11,0,0,2
1779,11077,2011-07-04,05,08,19,33,34,01,12,33,19,05,34,08,"149,491,545",1,"14,000,000",36,"112,895","94,881,787",99,19.80,29,3,2,1,1,0,3,2,1,5,5,1,1,29,14,0,0,1
1780,11076,2011-07-02,18,23,25,29,30,01,02,30,29,18,23,25,"140,694,437",2,"11,353,637",25,"198,796","108,032,153",125,25.00,25,3,2,1,2,0,5,0,5,5,4,1,1,12,5,0,1,1
1781,11075,2011-06-29,06,09,20,23,28,06,10,09,28,23,06,20,"137,633,524",3,"9,424,856",17,"300,147","99,290,929",86,17.20,26,2,3,-1,0,0,3,2,1,5,4,0,0,22,11,0,2,1
1782,11074,2011-06-27,07,16,23,28,31,03,06,16,07,28,23,31,"138,721,670",25,"5,266,941",142,"21,182","102,090,087",105,21.00,25,3,2,1,0,0,3,2,1,5,6,0,0,24,9,0,0,1
1783,11073,2011-06-25,13,19,20,22,33,05,11,33,13,20,22,19,"317,666,106",2,"10,844,864",43,"93,341","114,496,899",107,21.40,17,3,2,1,1,1,4,1,3,4,6,1,1,20,11,0,2,1
1784,11072,2011-06-22,03,11,13,20,35,03,08,11,20,35,13,03,"319,871,133",0,0,30,"163,834","103,091,748",82,16.40,12,4,1,3,2,0,2,3,-1,4,6,0,0,32,15,1,1,1
1785,11071,2011-06-20,27,31,33,34,35,04,06,35,27,31,34,33,"299,596,663",2,"7,998,038",184,"12,000","105,844,387",160,32.00,20,4,1,3,2,0,5,0,5,5,3,2,1,8,4,0,0,1
1786,11070,2011-06-18,09,19,22,29,30,02,08,19,30,22,29,09,"306,602,546",13,"5,401,149",147,"12,000","116,191,211",109,21.80,29,3,2,1,1,0,4,1,3,3,5,1,1,21,10,1,1,2
1787,11069,2011-06-15,03,05,28,29,33,04,12,28,05,29,33,03,"377,697,008",2,"9,036,932",56,"61,515","105,442,230",98,19.60,28,4,1,3,2,0,3,2,1,4,6,1,1,30,23,0,0,1
1788,11068,2011-06-13,01,13,16,18,32,07,09,18,01,16,13,32,"380,952,965",1,"14,000,000",9,"617,126","105,704,934",80,16.00,20,2,3,-1,1,2,2,3,-1,5,6,0,0,31,14,1,1,2
1789,11067,2011-06-11,10,17,22,24,32,03,10,17,24,10,22,32,"367,347,891",5,"6,720,822",88,"23,547","117,519,124",105,21.00,15,1,4,-3,0,2,3,2,1,4,5,0,0,22,8,0,0,2
1790,11066,2011-06-08,06,13,18,20,33,09,10,18,13,33,20,06,"395,795,484",0,0,36,"127,883","102,319,445",90,18.00,20,2,3,-1,0,1,3,2,1,4,5,0,0,27,13,0,0,2
1791,11065,2011-06-06,03,11,14,25,34,01,04,11,14,03,25,34,"375,078,277",1,"14,000,000",27,"182,044","96,759,634",87,17.40,17,3,2,1,1,0,2,3,-1,4,5,0,0,31,11,1,1,0
1792,11064,2011-06-04,01,06,27,30,34,01,06,27,30,01,34,06,"362,140,610",1,"15,000,000",23,"301,345","114,835,819",98,19.60,18,2,3,-1,0,1,3,2,1,5,6,0,0,33,21,0,0,1
1793,11063,2011-06-01,10,17,18,26,32,01,05,17,32,10,26,18,"348,759,449",0,0,28,"181,307","103,484,742",103,20.60,23,1,4,-3,0,2,3,2,1,5,5,1,1,22,8,0,2,1
1794,11062,2011-05-30,06,10,17,20,21,03,07,10,20,06,21,17,"326,866,617",2,"10,123,166",22,"237,156","104,437,410",74,14.80,14,2,3,-1,0,1,2,3,-1,4,4,1,1,15,7,1,2,3
1795,11061,2011-05-28,06,07,16,18,20,04,10,18,06,07,16,20,"325,886,265",3,"9,194,913",22,"282,485","119,067,560",67,13.40,27,1,4,-3,0,2,2,3,-1,4,5,1,1,14,9,0,0,0
1796,11060,2011-05-25,03,25,29,32,34,09,10,25,03,34,32,29,"327,233,734",2,"10,961,548",33,"128,205","110,273,508",123,24.60,23,3,2,1,2,1,4,1,3,5,6,0,0,31,22,1,2,0
1797,11059,2011-05-23,09,16,21,29,34,07,10,21,16,29,09,34,"328,983,692",0,0,28,"204,157","111,037,756",109,21.80,29,3,2,1,1,0,3,2,1,4,4,0,0,25,8,0,1,1
1798,11058,2011-05-21,01,09,27,32,33,03,06,01,33,32,09,27,"303,872,297",21,"5,162,601",221,"12,000","123,623,363",102,20.40,22,4,1,3,2,0,3,2,1,5,6,1,1,32,18,0,0,2
1799,11057,2011-05-18,07,11,30,31,34,09,12,07,31,34,30,11,"426,872,297",1,"14,000,000",25,"186,324","111,836,045",113,22.60,13,3,2,1,1,0,3,2,1,4,4,1,1,27,19,0,2,2
1800,11056,2011-05-16,03,05,29,30,31,08,10,05,03,31,29,30,"414,373,623",3,"9,668,447",67,"75,461","113,369,983",98,19.60,18,4,1,3,2,0,3,2,1,5,3,2,1,28,24,0,1,2
1801,11055,2011-05-14,01,07,31,32,35,02,10,07,35,31,32,01,"419,164,003",0,0,40,"155,267","121,919,915",106,21.20,16,4,1,3,2,0,3,2,1,4,6,1,1,34,24,1,1,0
1802,11054,2011-05-11,05,09,16,26,35,03,10,26,35,16,09,05,"392,030,969",0,0,32,"137,723","96,198,701",91,18.20,31,3,2,1,1,1,2,3,-1,3,6,0,0,30,10,0,1,0
1803,11053,2011-05-09,03,16,28,31,32,01,09,16,03,32,28,31,"372,405,323",0,0,13,"427,827","92,967,750",110,22.00,20,2,3,-1,0,1,3,2,1,5,6,1,1,29,13,0,2,2
1804,11052,2011-05-07,13,24,31,32,33,03,09,32,13,24,31,33,"349,623,523",4,"6,520,277",41,"82,066","103,826,788",133,26.60,13,3,2,1,0,0,4,1,3,4,5,2,1,20,11,0,0,1
1805,11051,2011-05-04,06,08,12,17,18,05,10,08,18,17,06,12,"360,501,853",2,"8,303,466",19,"200,210","94,449,532",61,12.20,31,1,4,-3,0,2,1,4,-3,4,5,1,1,12,5,0,0,2
1806,11050,2011-05-02,04,07,29,32,33,08,10,33,04,29,32,07,"360,591,452",1,"10,000,000",32,"84,997","87,452,567",105,21.00,25,3,2,1,1,0,3,2,1,5,4,1,1,29,22,0,0,2
1807,11049,2011-04-30,05,06,10,22,25,01,09,22,06,25,10,05,"357,714,362",2,"7,258,678",39,"90,625","105,382,597",68,13.60,18,2,3,-1,0,2,2,3,-1,4,6,1,1,20,12,0,1,0
1808,11048,2011-04-27,13,17,25,27,28,02,03,28,27,17,25,13,"361,905,515",5,"5,000,000",255,"12,000","97,367,653",110,22.00,30,4,1,3,3,0,3,2,1,4,6,1,1,15,8,0,0,0
1809,11047,2011-04-25,02,15,22,33,35,05,08,22,35,15,33,02,"386,905,515",1,"10,000,000",12,"320,909","96,770,184",107,21.40,17,3,2,1,1,0,3,2,1,3,4,0,0,33,13,1,1,1
1810,11046,2011-04-23,09,15,16,19,29,04,06,29,16,19,15,09,"381,020,504",2,"6,927,047",112,"32,524","107,968,006",88,17.60,38,4,1,3,2,0,2,3,-1,3,5,1,1,20,10,0,1,0
1811,11045,2011-04-20,13,21,22,29,31,07,11,31,13,21,22,29,"387,770,674",0,0,38,"106,097","95,364,376",116,23.20,16,4,1,3,2,0,4,1,3,4,4,1,1,18,8,2,2,1
1812,11044,2011-04-18,11,21,24,26,31,06,07,21,11,26,24,31,"371,458,144",0,0,50,"50,826","89,608,392",113,22.60,13,3,2,1,1,1,4,1,3,3,4,0,0,20,10,0,0,1
1813,11043,2011-04-16,02,08,23,33,35,05,10,02,33,23,35,08,"361,242,100",0,0,79,"34,461","93,914,514",101,20.20,21,3,2,1,2,1,3,2,1,4,6,0,0,33,15,0,0,2
1814,11042,2011-04-13,06,09,18,30,32,10,12,06,30,09,18,32,"349,947,313",1,"10,000,000",44,"95,042","87,928,876",95,19.00,25,1,4,-3,0,2,3,2,1,5,5,0,0,26,12,0,0,1
1815,11041,2011-04-11,04,05,11,13,25,03,06,25,11,13,04,05,"341,699,221",3,"7,023,022",24,"168,585","87,556,274",58,11.60,18,4,1,3,3,0,1,4,-3,4,6,1,1,21,12,0,0,1
1816,11040,2011-04-09,03,07,15,18,20,01,06,07,18,20,15,03,"348,774,894",0,0,20,"262,412","96,069,406",63,12.60,23,3,2,1,2,1,2,3,-1,5,6,0,0,17,8,0,0,1
1817,11039,2011-04-06,01,11,14,22,34,06,08,14,34,11,22,01,"327,322,701",2,"8,645,112",16,"264,138","85,116,728",82,16.40,12,2,3,-1,1,2,2,3,-1,3,6,0,0,33,12,0,1,2
1818,11038,2011-04-04,07,09,11,13,33,10,12,09,33,13,11,07,"326,387,365",1,"9,768,864",16,"276,455","80,422,215",73,14.60,23,5,0,5,4,0,1,4,-3,4,3,0,0,26,20,0,0,2
1819,11037,2011-04-02,01,12,14,22,24,10,12,14,12,22,01,24,"322,942,088",1,"10,000,000",20,"228,088","96,693,251",73,14.60,13,1,4,-3,0,3,2,3,-1,3,4,0,0,23,11,0,0,0
1820,11036,2011-03-30,03,18,29,30,33,08,09,30,18,33,03,29,"313,269,458",0,0,20,"197,124","85,781,802",113,22.60,23,3,2,1,0,0,4,1,3,4,5,1,1,30,15,1,1,2
1821,11035,2011-03-28,03,04,13,15,32,04,09,04,03,15,13,32,"298,041,572",0,0,10,"425,305","84,025,048",67,13.40,17,3,2,1,1,0,1,4,-3,4,6,1,1,29,17,1,1,1
1822,11034,2011-03-26,03,06,09,17,27,03,09,09,03,27,17,06,"279,221,801",0,0,29,"171,438","94,247,323",62,12.40,32,4,1,3,2,0,1,4,-3,4,5,0,0,24,10,1,1,0
1823,11033,2011-03-23,03,19,24,29,33,03,09,29,33,03,19,24,"256,334,761",1,"9,011,343",17,"207,707","83,735,466",108,21.60,28,4,1,3,2,0,4,1,3,3,5,0,0,30,16,1,1,1
1824,11032,2011-03-21,07,16,23,31,33,03,10,16,31,33,07,23,"254,707,534",1,"10,000,000",29,"92,828","81,643,680",110,22.00,20,4,1,3,2,0,3,2,1,4,6,0,0,26,9,0,0,2
1825,11031,2011-03-19,12,17,19,22,35,04,11,19,17,35,12,22,"250,852,819",0,0,26,"172,597","93,937,733",105,21.00,25,3,2,1,1,0,3,2,1,4,5,0,0,23,13,0,1,0
1826,11030,2011-03-16,15,19,25,30,33,03,08,19,33,15,25,30,"232,471,208",9,"5,000,000",112,"12,000","81,778,553",122,24.40,22,4,1,3,2,0,4,1,3,4,6,0,0,18,6,0,0,1
1827,11029,2011-03-14,03,09,17,24,28,06,12,28,24,03,17,09,"283,471,208",2,"7,505,209",30,"129,236","80,911,079",81,16.20,31,3,2,1,2,1,2,3,-1,5,6,0,0,25,8,1,2,1
1828,11028,2011-03-12,01,02,13,17,28,01,04,01,02,17,28,13,"286,700,891",0,0,32,"148,208","91,860,917",61,12.20,21,3,2,1,1,0,1,4,-3,5,4,1,1,27,11,0,0,1
1829,11027,2011-03-09,05,14,25,34,35,02,05,25,34,35,14,05,"266,248,099",3,"6,956,120",62,"55,101","84,423,224",113,22.60,23,3,2,1,0,0,3,2,1,2,4,1,1,30,11,0,0,1
1830,11026,2011-03-07,01,09,15,20,29,07,09,20,29,15,09,01,"272,445,556",0,0,13,"320,570","82,639,796",74,14.80,24,4,1,3,2,0,2,3,-1,4,5,0,0,28,9,2,2,2
1831,11025,2011-03-05,08,09,25,28,29,02,10,25,08,09,29,28,"254,653,894",1,"10,000,000",50,"81,096","90,511,689",99,19.80,39,3,2,1,1,0,3,2,1,3,4,2,2,21,16,0,0,0
1832,11024,2011-03-02,12,15,16,20,33,08,12,33,16,20,12,15,"247,441,137",1,"10,000,000",19,"220,199","79,549,112",96,19.20,16,2,3,-1,0,1,2,3,-1,5,5,1,1,21,13,1,1,2
1833,11023,2011-02-28,05,13,16,18,24,02,12,05,16,24,18,13,"238,779,266",1,"9,775,276",16,"259,878","78,141,115",76,15.20,26,2,3,-1,1,2,2,3,-1,5,4,0,0,19,8,0,1,2
1834,11022,2011-02-26,09,14,24,25,34,01,04,34,25,24,14,09,"235,318,601",0,0,27,"167,019","88,756,676",106,21.20,26,2,3,-1,0,1,3,2,1,3,5,1,1,25,10,0,1,1
1835,11021,2011-02-23,01,09,13,17,30,02,08,17,09,01,13,30,"216,528,880",0,0,31,"83,696","77,486,022",70,14.00,20,4,1,3,3,0,1,4,-3,5,4,0,0,29,13,0,1,1
1836,11020,2011-02-21,09,12,19,22,28,01,05,22,12,19,28,09,"204,915,970",0,0,27,"119,069","75,264,171",90,18.00,30,2,3,-1,0,1,3,2,1,3,4,0,0,19,7,0,0,3
1837,11019,2011-02-19,08,21,23,27,33,06,11,27,33,23,08,21,"190,984,829",3,"5,819,512",58,"29,891","86,106,831",112,22.40,22,4,1,3,3,0,4,1,3,4,5,0,0,25,13,0,0,3
1838,11018,2011-02-16,16,22,24,32,34,02,10,34,16,24,32,22,"204,559,462",0,0,14,"242,197","71,591,148",128,25.60,18,0,5,-5,0,4,4,1,3,3,3,0,0,18,8,2,2,1
1839,11017,2011-02-14,16,19,24,26,31,02,04,16,31,26,24,19,"190,209,245",0,0,19,"172,191","67,218,101",116,23.20,26,2,3,-1,0,1,4,1,3,4,4,0,0,15,5,0,0,3
1840,11016,2011-02-12,15,20,30,33,35,06,09,20,33,15,35,30,"177,165,752",0,0,30,"86,197","74,768,258",133,26.60,13,3,2,1,1,1,4,1,3,3,4,0,0,20,10,0,0,1
1841,11015,2011-02-09,08,18,19,22,23,01,03,18,22,23,08,19,"164,947,287",0,0,29,"85,859","61,116,088",90,18.00,30,2,3,-1,0,1,4,1,3,4,4,2,2,15,10,0,0,3
1842,11014,2011-01-31,02,14,20,21,24,02,09,14,20,02,24,21,"155,416,933",0,0,15,"254,573","68,783,676",81,16.20,11,1,4,-3,0,2,3,2,1,4,6,1,1,22,12,0,1,0
1843,11013,2011-01-29,05,08,14,28,30,04,06,14,05,08,28,30,"139,951,606",0,0,29,"86,205","75,146,172",85,17.00,25,1,4,-3,0,3,2,3,-1,4,6,0,0,25,14,1,1,0
1844,11012,2011-01-26,03,12,19,25,30,08,11,19,03,12,30,25,"127,667,330",2,"6,806,047",40,"51,675","67,808,306",89,17.80,19,3,2,1,1,0,3,2,1,5,6,0,0,27,9,1,1,2
1845,11011,2011-01-24,02,17,23,24,30,02,09,02,24,30,23,17,"132,249,188",0,0,24,"112,679","65,868,407",96,19.20,16,2,3,-1,1,1,3,2,1,5,4,1,1,28,15,0,0,0
1846,11010,2011-01-22,04,08,10,14,27,05,07,04,14,08,27,10,"120,840,432",0,0,14,"271,617","73,127,513",63,12.60,23,1,4,-3,0,3,1,4,-3,4,4,0,0,23,13,1,2,2
1847,11009,2011-01-19,09,10,11,14,24,03,08,10,14,11,09,24,"104,135,936",1,"5,000,000",16,"172,225","65,249,173",68,13.60,18,2,3,-1,0,1,1,4,-3,4,5,2,1,15,10,0,0,1
1848,11008,2011-01-17,01,23,26,27,30,05,06,01,30,26,23,27,"98,414,874",2,"6,728,099",43,"67,768","65,912,879",107,21.40,17,3,2,1,1,0,4,1,3,5,4,1,1,29,22,0,0,1
1849,11007,2011-01-15,14,24,32,33,35,02,09,32,24,33,14,35,"104,675,282",0,0,48,"51,369","71,802,234",138,27.60,18,2,3,-1,1,2,4,1,3,4,6,1,1,21,10,1,1,0
1850,11006,2011-01-12,02,08,16,26,35,11,12,26,16,35,02,08,"93,810,617",8,"5,474,021",31,"96,769","68,116,097",87,17.40,27,1,4,-3,0,3,2,3,-1,4,6,0,0,33,10,0,0,3
1851,11005,2011-01-10,01,07,25,27,30,07,12,30,27,25,01,07,"148,709,393",0,0,12,"346,192","68,602,032",90,18.00,20,4,1,3,3,0,3,2,1,4,6,0,0,29,18,0,2,1
1852,11004,2011-01-08,07,08,10,23,25,07,09,07,08,23,25,10,"130,793,921",0,0,23,"147,428","76,345,453",73,14.60,23,3,2,1,1,1,2,3,-1,5,4,1,1,18,13,0,0,2
1853,11003,2011-01-05,01,24,27,30,31,01,06,31,24,27,30,01,"116,751,373",1,"9,782,435",25,"118,966","66,980,266",113,22.60,13,3,2,1,0,0,4,1,3,4,5,1,1,30,23,1,1,2
1854,11002,2011-01-03,11,13,27,28,29,02,06,29,28,11,27,13,"114,577,721",0,0,82,"22,713","63,595,435",108,21.60,28,4,1,3,2,0,3,2,1,5,3,2,1,18,14,0,0,0
1855,11001,2011-01-01,07,08,15,32,34,05,12,15,34,32,08,07,"106,264,493",2,"7,506,561",36,"83,136","72,601,190",96,19.20,26,2,3,-1,0,1,2,3,-1,5,6,1,1,27,17,0,1,4
1856,10153,2010-12-29,06,07,16,24,35,04,06,24,35,06,16,07,"108,744,805",1,"10,000,000",28,"106,954","67,696,029",88,17.60,28,2,3,-1,0,1,2,3,-1,4,6,1,1,29,11,0,0,2
1857,10152,2010-12-27,02,05,18,22,23,07,12,22,05,18,23,02,"106,070,691",1,"5,000,000",32,"92,418","67,198,522",70,14.00,20,2,3,-1,0,1,3,2,1,4,6,1,1,21,13,0,0,1
1858,10151,2010-12-25,01,10,32,33,35,03,08,01,10,32,33,35,"97,069,214",10,"5,282,115",77,"30,417","75,884,305",111,22.20,11,3,2,1,1,1,3,2,1,5,6,1,1,34,22,1,1,0
1859,10150,2010-12-22,05,24,28,29,35,01,09,05,29,35,28,24,"162,060,141",0,0,14,"229,688","70,254,401",121,24.20,31,3,2,1,1,1,4,1,3,4,6,1,1,30,19,1,2,2
1860,10149,2010-12-20,05,22,24,25,30,01,06,24,25,05,30,22,"148,967,896",1,"8,501,320",21,"159,604","68,713,293",106,21.20,16,2,3,-1,0,1,4,1,3,4,6,1,1,25,17,0,0,1
1861,10148,2010-12-18,03,04,08,10,35,02,06,03,10,08,35,04,"148,564,727",0,0,18,"197,322","74,147,240",60,12.00,20,2,3,-1,0,2,1,4,-3,5,6,1,1,32,25,0,0,0
1862,10147,2010-12-15,01,15,19,21,23,11,12,23,15,01,19,21,"133,025,584",0,0,13,"299,969","66,009,262",79,15.80,19,5,0,5,4,0,3,2,1,4,4,0,0,22,14,0,0,1
1863,10146,2010-12-13,14,17,30,31,34,04,10,34,30,17,14,31,"117,052,228",0,0,36,"60,756","67,029,732",126,25.20,16,2,3,-1,0,0,3,2,1,4,4,1,1,20,13,0,0,2
1864,10145,2010-12-11,18,19,27,28,33,03,06,18,33,19,28,27,"108,303,265",5,"5,603,773",37,"52,420","75,190,565",125,25.00,35,3,2,1,1,0,5,0,5,4,4,2,2,15,8,0,0,0
1865,10144,2010-12-08,02,11,16,22,31,10,11,02,16,22,31,11,"131,231,569",0,0,17,"234,732","70,224,248",82,16.40,12,2,3,-1,0,1,2,3,-1,3,4,0,0,29,9,1,2,1
1866,10143,2010-12-06,10,16,18,22,27,06,08,27,10,18,16,22,"114,682,941",2,"7,695,984",20,"169,558","70,677,872",93,18.60,23,1,4,-3,0,3,3,2,1,5,5,0,0,17,6,2,2,3
1867,10142,2010-12-04,10,11,19,21,27,04,06,27,19,11,10,21,"116,594,989",1,"10,000,000",33,"106,314","78,555,350",88,17.60,18,4,1,3,3,0,3,2,1,4,5,1,1,17,8,1,1,1
1868,10141,2010-12-01,05,11,17,23,33,03,10,17,23,05,11,33,"112,242,527",3,"6,236,078",67,"34,901","71,550,574",89,17.80,19,5,0,5,4,0,2,3,-1,4,3,0,0,28,10,0,0,2
1869,10140,2010-11-29,06,18,20,30,31,03,06,31,20,18,06,30,"123,567,697",0,0,49,"40,534","70,653,318",105,21.00,15,1,4,-3,0,3,4,1,3,4,5,1,1,25,12,0,0,3
1870,10139,2010-11-27,03,13,16,19,29,07,09,13,03,16,29,19,"115,572,235",3,"6,390,150",34,"95,872","76,745,173",80,16.00,30,4,1,3,2,0,2,3,-1,3,2,0,0,26,10,1,1,1
1871,10138,2010-11-24,08,12,14,19,27,05,06,12,08,27,19,14,"127,814,283",3,"6,430,176",40,"61,380","71,201,049",80,16.00,30,2,3,-1,1,2,2,3,-1,5,6,0,0,19,8,0,1,1
1872,10137,2010-11-22,22,27,28,33,35,09,11,28,35,33,22,27,"136,378,484",6,"5,292,116",59,"18,665","70,991,878",145,29.00,25,3,2,1,1,0,5,0,5,5,4,1,1,13,5,0,1,0
1873,10136,2010-11-20,03,13,18,30,33,07,08,30,33,03,18,13,"163,749,436",2,"7,136,430",61,"43,566","79,923,031",97,19.40,17,3,2,1,1,1,3,2,1,3,5,0,0,30,12,0,0,3
1874,10135,2010-11-17,14,17,19,26,32,03,04,32,26,17,19,14,"168,417,353",0,0,16,"251,710","70,738,679",108,21.60,28,2,3,-1,1,1,3,2,1,5,6,0,0,18,7,0,1,1
