,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序
113,22080,2022-07-16,10,17,30,31,34,03,06,31,17,34,30,10
112,22081,2022-07-18,05,10,19,31,32,09,10,19,31,32,10,05
111,22082,2022-07-20,04,26,27,30,33,02,09,27,33,30,26,04
110,22083,2022-07-23,02,09,17,26,32,04,06,26,02,32,17,09
109,22084,2022-07-25,03,11,19,25,27,04,12,25,03,27,11,19
108,22085,2022-07-27,11,16,31,33,35,06,08,11,33,16,35,31
107,22086,2022-07-30,04,10,21,28,31,08,11,28,21,10,31,04
106,22087,2022-08-01,04,06,10,24,28,06,12,06,24,10,04,28
105,22088,2022-08-03,01,08,10,20,35,06,11,08,20,35,10,01
104,22089,2022-08-06,01,20,21,31,33,03,11,33,31,20,01,21
103,22090,2022-08-08,01,20,24,25,31,09,12,01,25,31,24,20
102,22091,2022-08-10,02,11,20,22,34,04,12,22,02,20,11,34
101,22092,2022-08-13,01,04,12,23,29,05,12,12,04,29,23,01
100,22093,2022-08-15,07,11,14,21,29,07,10,11,29,21,07,14
99,22094,2022-08-17,03,04,07,12,19,02,05,19,04,07,12,03
98,22095,2022-08-20,05,08,22,25,35,02,07,35,25,08,22,05
97,22096,2022-08-22,16,19,24,27,33,01,06,16,33,19,24,27
96,22097,2022-08-24,05,13,22,28,29,05,11,29,22,28,05,13
95,22098,2022-08-27,01,03,06,11,13,03,11,11,03,01,06,13
94,22099,2022-08-29,07,18,25,27,33,04,05,33,07,18,27,25
93,22100,2022-08-31,10,19,20,23,31,03,07,10,20,19,31,23
92,22101,2022-09-03,02,04,06,07,08,03,06,02,07,06,04,08
91,22102,2022-09-05,01,05,14,20,30,02,04,01,20,14,05,30
90,22103,2022-09-07,08,12,16,21,32,01,12,08,21,16,32,12
89,22104,2022-09-10,03,05,13,19,25,02,05,19,13,25,03,05
88,22105,2022-09-12,01,08,09,21,22,01,04,09,01,08,21,22
87,22106,2022-09-14,16,17,21,28,32,04,07,21,32,17,28,16
86,22107,2022-09-17,07,09,19,28,29,08,10,29,09,07,28,19
85,22108,2022-09-19,04,07,13,26,28,07,11,26,13,07,28,04
84,22109,2022-09-21,05,09,24,29,35,05,12,29,35,09,24,05
83,22110,2022-09-24,02,13,16,18,23,03,06,16,13,02,18,23
82,22111,2022-09-26,06,12,16,19,31,06,10,19,31,16,06,12
81,22112,2022-09-28,04,11,18,20,26,06,12,26,11,04,20,18
80,22113,2022-10-05,13,15,22,31,33,05,12,13,33,31,22,15
79,22114,2022-10-08,11,21,24,27,28,05,10,21,24,28,11,27
78,22115,2022-10-10,17,19,20,23,27,03,08,20,19,23,17,27
77,22116,2022-10-12,01,07,20,22,31,07,12,22,20,07,01,31
76,22117,2022-10-15,09,12,15,21,32,02,07,15,09,21,12,32
75,22118,2022-10-17,02,05,15,17,26,02,08,15,17,26,05,02
74,22119,2022-10-19,01,09,16,25,29,04,09,29,16,09,01,25
73,22120,2022-10-22,11,22,26,30,33,03,05,26,22,11,33,30
72,22121,2022-10-24,04,15,16,20,21,04,05,04,16,15,21,20
71,22122,2022-10-26,04,15,17,19,25,06,12,17,19,15,25,04
70,22123,2022-10-29,02,20,28,29,30,07,10,20,28,29,30,02
69,22124,2022-10-31,02,04,11,25,30,06,12,02,04,25,11,30
68,22125,2022-11-02,03,07,14,16,19,01,11,14,03,07,16,19
67,22126,2022-11-05,04,05,08,22,35,01,03,04,05,08,35,22
66,22127,2022-11-07,02,03,08,09,20,04,10,03,08,09,20,02
65,22128,2022-11-09,10,19,21,23,35,04,10,21,19,35,10,23
64,22129,2022-11-12,10,17,23,34,35,01,04,35,23,10,34,17
63,22130,2022-11-14,05,07,15,18,23,05,10,15,18,05,07,23
62,22131,2022-11-16,02,06,08,10,17,05,06,06,08,02,17,10
61,22132,2022-11-19,02,27,30,34,35,09,12,35,02,34,30,27
60,22133,2022-11-21,01,02,14,30,31,06,09,02,14,31,30,01
59,22134,2022-11-23,03,16,23,27,32,03,06,32,23,16,27,03
58,22135,2022-11-26,09,10,27,31,32,01,03,31,27,10,32,09
57,22136,2022-11-28,01,11,15,17,33,03,11,33,11,15,01,17
56,22137,2022-11-30,05,06,08,15,20,07,08,05,08,20,06,15
55,22138,2022-12-03,05,13,16,27,33,07,12,16,27,13,33,05
54,22139,2022-12-05,01,13,14,22,35,02,05,01,14,13,35,22
53,22140,2022-12-07,05,15,25,26,29,04,12,05,25,26,15,29
52,22141,2022-12-10,05,06,14,24,25,02,04,25,05,14,24,06
51,22142,2022-12-12,07,12,14,29,35,01,11,07,29,35,14,12
50,22143,2022-12-14,10,13,14,27,33,07,08,13,27,33,14,10
49,22144,2022-12-17,03,04,08,15,21,04,07,21,08,04,15,03
48,22145,2022-12-19,10,20,29,30,35,06,09,35,30,10,20,29
47,22146,2022-12-21,01,21,23,28,35,07,09,28,01,21,23,35
46,22147,2022-12-24,04,12,22,28,30,09,11,30,04,12,28,22
45,22148,2022-12-26,04,05,06,26,27,07,12,06,26,27,05,04
44,22149,2022-12-28,15,19,22,26,28,02,07,22,15,26,28,19
43,22150,2022-12-31,06,07,26,29,30,03,12,07,06,26,30,29
42,23001,2023-01-02,18,19,24,27,34,11,12,19,27,18,24,34
41,23002,2023-01-04,11,14,21,26,27,02,07,21,27,14,11,26
40,23003,2023-01-07,05,06,14,21,22,02,09,22,05,21,14,06
39,23004,2023-01-09,04,13,15,20,22,04,08,15,22,20,04,13
38,23005,2023-01-11,01,03,10,20,29,06,11,29,01,03,10,20
37,23006,2023-01-14,02,04,12,27,35,06,07,12,02,04,27,35
36,23007,2023-01-16,02,03,24,30,32,01,06,30,24,32,02,03
35,23008,2023-01-18,04,09,17,22,25,01,05,09,04,17,25,22
34,23009,2023-01-30,01,05,11,15,33,01,10,11,33,15,05,01
33,23010,2023-02-01,05,06,13,23,26,01,06,13,26,06,23,05
32,23011,2023-02-04,02,07,08,17,25,01,03,02,07,08,17,25
31,23012,2023-02-06,07,16,17,18,28,02,03,17,28,07,16,18
30,23013,2023-02-08,01,02,09,23,25,02,06,23,01,25,09,02
29,23014,2023-02-11,03,08,18,22,24,01,09,22,18,24,03,08
28,23015,2023-02-13,08,16,24,25,34,08,12,16,08,34,25,24
27,23016,2023-02-15,02,04,12,31,32,07,11,04,02,32,12,31
26,23017,2023-02-18,02,05,09,22,27,10,11,27,02,09,05,22
25,23018,2023-02-20,04,08,17,26,30,03,11,08,26,17,04,30
24,23019,2023-02-22,05,08,09,11,15,06,08,09,05,08,11,15
23,23020,2023-02-25,05,06,23,25,28,06,09,25,23,28,06,05
22,23021,2023-02-27,02,09,18,23,27,03,05,09,27,18,23,02
21,23022,2023-03-01,07,11,15,26,28,08,10,28,11,26,07,15
20,23023,2023-03-04,09,21,23,25,33,03,10,23,25,09,33,21
19,23024,2023-03-06,11,15,24,27,30,01,10,11,30,24,27,15
18,23025,2023-03-08,03,09,27,30,31,11,12,31,30,03,09,27
17,23026,2023-03-11,02,13,24,27,30,01,06,30,13,02,24,27
16,23027,2023-03-13,09,10,12,15,23,03,06,15,12,09,10,23
15,23028,2023-03-15,01,03,29,30,34,04,12,34,01,03,30,29
14,23029,2023-03-18,07,25,27,34,35,09,11,27,25,35,34,07
13,23030,2023-03-20,06,11,12,20,35,05,12,35,20,06,12,11
12,23031,2023-03-22,05,07,08,16,25,03,11,16,25,08,07,05
11,23032,2023-03-25,05,06,18,28,30,02,07,30,05,28,18,06
10,23033,2023-03-27,04,06,10,11,25,07,09,04,06,10,11,25
9,23034,2023-03-29,07,09,10,15,24,04,12,15,09,07,24,10
8,23035,2023-04-01,07,14,23,25,29,02,11,25,14,29,23,07
7,23036,2023-04-03,01,13,22,26,31,02,10,26,13,22,01,31
6,23037,2023-04-05,06,08,16,20,24,07,08,24,16,08,20,06
5,23038,2023-04-08,04,10,18,27,32,10,12,10,04,18,32,27
4,23039,2023-04-10,02,24,26,30,34,06,07,24,34,26,02,30
3,23040,2023-04-12,04,05,18,22,30,05,12,05,18,22,30,04
2,23041,2023-04-15,05,08,13,26,35,05,09,26,13,05,35,08
1,23042,2023-04-17,02,16,21,23,27,01,08,16,27,23,21,02
0,23043,2023-04-19,02,04,17,20,27,01,08,27,17,02,04,20
