,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序
1638,12064,2012-06-04,09,12,13,15,30,09,10,30,09,12,15,13
1637,12065,2012-06-06,10,22,28,29,34,05,11,28,29,10,34,22
1636,12066,2012-06-09,01,20,25,29,33,04,06,25,20,33,29,01
1635,12067,2012-06-11,20,22,27,30,33,01,02,27,30,22,20,33
1634,12068,2012-06-13,01,21,31,32,35,03,06,35,31,21,01,32
1633,12069,2012-06-16,02,04,22,25,34,02,11,34,04,25,02,22
1632,12070,2012-06-18,09,22,23,32,34,06,08,32,34,22,09,23
1631,12071,2012-06-20,13,23,29,31,34,06,08,31,29,34,23,13
1630,12072,2012-06-23,04,08,17,22,25,04,10,08,04,25,22,17
1629,12073,2012-06-25,18,23,29,33,34,02,07,23,29,18,34,33
1628,12074,2012-06-27,10,22,23,30,32,01,07,22,32,23,10,30
1627,12075,2012-06-30,07,09,10,18,22,05,10,18,10,07,22,09
1626,12076,2012-07-02,02,14,16,22,24,02,05,02,22,24,14,16
1625,12077,2012-07-04,10,30,32,33,34,02,03,32,34,10,30,33
1624,12078,2012-07-07,01,02,23,25,35,05,12,01,25,23,02,35
1623,12079,2012-07-09,01,05,25,32,33,01,10,01,33,05,32,25
1622,12080,2012-07-11,11,12,14,25,28,02,05,11,12,14,25,28
1621,12081,2012-07-14,10,16,17,30,35,01,08,17,35,30,10,16
1620,12082,2012-07-16,02,04,09,10,15,08,10,02,09,15,04,10
1619,12083,2012-07-18,16,19,28,29,31,05,08,28,31,29,19,16
1618,12084,2012-07-21,21,24,27,29,31,01,02,29,27,21,24,31
1617,12085,2012-07-23,07,18,29,31,33,10,12,33,31,29,18,07
1616,12086,2012-07-25,03,20,25,29,32,05,10,32,20,25,29,03
1615,12087,2012-07-28,01,06,07,21,31,04,11,01,31,21,06,07
1614,12088,2012-07-30,13,17,24,30,35,02,10,17,30,13,35,24
1613,12089,2012-08-01,06,12,21,29,32,06,11,06,29,12,21,32
1612,12090,2012-08-04,02,21,27,29,33,02,10,02,21,29,33,27
1611,12091,2012-08-06,03,10,28,31,33,01,09,03,10,28,33,31
1610,12092,2012-08-08,08,09,23,25,31,02,12,31,08,09,23,25
1609,12093,2012-08-11,02,16,21,31,33,04,11,16,02,31,21,33
1608,12094,2012-08-13,02,14,23,32,35,01,10,14,35,32,23,02
1607,12095,2012-08-15,06,09,22,27,30,08,12,22,06,30,27,09
1606,12096,2012-08-18,05,10,19,24,35,08,09,05,24,10,19,35
1605,12097,2012-08-20,09,17,24,29,32,01,02,29,24,17,32,09
1604,12098,2012-08-22,02,11,28,29,30,06,12,28,29,30,11,02
1603,12099,2012-08-25,12,18,24,25,32,02,12,24,12,18,25,32
1602,12100,2012-08-27,07,09,13,19,27,01,03,27,07,19,13,09
1601,12101,2012-08-29,02,05,08,09,31,03,07,31,02,09,08,05
1600,12102,2012-09-01,02,04,06,13,35,04,08,06,35,02,04,13
1599,12103,2012-09-03,02,09,18,23,24,01,04,09,23,02,24,18
1598,12104,2012-09-05,16,18,24,25,27,04,09,25,24,27,16,18
1597,12105,2012-09-08,05,06,14,15,31,06,08,05,15,31,14,06
1596,12106,2012-09-10,15,23,25,29,31,09,10,29,25,23,15,31
1595,12107,2012-09-12,04,07,09,22,33,01,03,09,22,04,07,33
1594,12108,2012-09-15,06,07,12,24,35,02,06,35,06,07,24,12
1593,12109,2012-09-17,01,22,30,32,35,09,11,35,01,32,30,22
1592,12110,2012-09-19,01,11,17,19,26,05,12,01,26,11,17,19
1591,12111,2012-09-22,01,24,25,30,33,04,11,25,33,30,01,24
1590,12112,2012-09-24,01,02,28,31,35,05,07,01,28,31,35,02
1589,12113,2012-09-26,03,10,22,27,29,03,12,03,10,27,22,29
1588,12114,2012-09-29,03,06,21,33,35,01,07,35,03,21,06,33
1587,12115,2012-10-01,01,06,13,19,23,06,09,23,13,06,19,01
1586,12116,2012-10-03,01,11,18,20,22,07,10,01,18,11,20,22
1585,12117,2012-10-06,01,12,18,21,33,07,08,33,18,01,21,12
1584,12118,2012-10-08,05,17,25,30,33,01,12,25,30,17,05,33
1583,12119,2012-10-10,05,06,09,19,32,06,09,19,05,32,09,06
1582,12120,2012-10-13,02,10,21,23,29,03,04,02,23,29,10,21
1581,12121,2012-10-15,07,18,20,29,30,05,06,18,30,20,29,07
1580,12122,2012-10-17,23,24,25,29,31,03,12,31,29,25,24,23
1579,12123,2012-10-20,05,08,18,30,33,01,09,08,05,18,30,33
1578,12124,2012-10-22,07,11,19,20,35,05,10,19,11,20,07,35
1577,12125,2012-10-24,06,14,17,22,35,01,02,22,06,14,17,35
1576,12126,2012-10-27,13,14,21,28,29,05,10,21,14,28,13,29
1575,12127,2012-10-29,12,13,14,25,35,10,12,13,12,35,14,25
1574,12128,2012-10-31,09,10,19,30,31,04,11,30,31,19,09,10
1573,12129,2012-11-03,01,07,21,28,31,03,09,01,28,31,21,07
1572,12130,2012-11-05,14,19,23,29,30,06,07,14,23,29,19,30
1571,12131,2012-11-07,02,16,18,27,30,08,12,30,16,18,02,27
1570,12132,2012-11-10,05,08,21,25,33,01,11,33,08,21,25,05
1569,12133,2012-11-12,05,07,13,29,30,01,05,29,30,07,13,05
1568,12134,2012-11-14,01,06,18,32,35,02,07,06,18,35,32,01
1567,12135,2012-11-17,03,05,17,18,33,06,07,17,33,05,03,18
1566,12136,2012-11-19,02,23,29,30,31,01,04,23,02,31,29,30
1565,12137,2012-11-21,03,12,20,21,27,01,06,03,12,21,20,27
1564,12138,2012-11-24,13,17,27,31,33,06,12,17,31,13,27,33
1563,12139,2012-11-26,09,10,12,22,25,04,11,10,09,22,25,12
1562,12140,2012-11-28,07,17,27,28,29,09,10,28,29,27,07,17
1561,12141,2012-12-01,03,11,19,23,34,02,12,23,34,03,19,11
1560,12142,2012-12-03,15,19,29,34,35,07,10,15,19,35,29,34
1559,12143,2012-12-05,09,27,29,30,31,03,06,09,27,29,31,30
1558,12144,2012-12-08,11,13,14,21,29,01,10,29,21,14,13,11
1557,12145,2012-12-10,05,22,31,33,35,06,09,31,22,35,05,33
1556,12146,2012-12-12,01,10,13,17,26,06,08,17,10,01,26,13
1555,12147,2012-12-15,02,03,17,19,33,02,09,33,03,17,19,02
1554,12148,2012-12-17,04,16,27,29,34,06,11,16,29,04,27,34
1553,12149,2012-12-19,02,10,23,33,34,05,10,33,02,34,23,10
1552,12150,2012-12-22,02,14,18,24,31,02,03,31,14,02,18,24
1551,12151,2012-12-24,03,19,20,24,33,03,04,03,19,33,20,24
1550,12152,2012-12-26,04,17,26,33,34,02,08,04,34,33,17,26
1549,12153,2012-12-29,08,09,10,13,22,05,10,22,13,10,08,09
1548,12154,2012-12-31,03,26,27,31,32,03,09,31,27,03,26,32
1547,13001,2013-01-02,06,09,11,31,32,05,11,11,32,31,06,09
1546,13002,2013-01-05,04,20,27,31,32,06,12,32,20,31,04,27
1545,13003,2013-01-07,01,16,18,21,31,09,12,18,16,31,01,21
1544,13004,2013-01-09,07,08,12,20,25,03,07,08,07,20,25,12
1543,13005,2013-01-12,18,22,26,28,31,10,12,26,22,18,28,31
1542,13006,2013-01-14,08,20,25,31,32,05,07,31,20,25,32,08
1541,13007,2013-01-16,14,29,32,33,34,03,06,29,14,33,34,32
1540,13008,2013-01-19,02,07,25,29,34,03,06,29,02,25,34,07
1539,13009,2013-01-21,10,17,19,27,29,05,12,19,29,27,10,17
1538,13010,2013-01-23,09,15,17,18,29,09,11,09,29,18,17,15
1537,13011,2013-01-26,01,02,08,15,23,06,09,01,02,23,08,15
1536,13012,2013-01-28,01,14,31,32,34,02,11,31,32,34,14,01
1535,13013,2013-01-30,13,15,29,30,35,01,11,13,15,35,29,30
1534,13014,2013-02-02,05,08,25,29,31,02,04,05,31,29,25,08
1533,13015,2013-02-04,14,15,26,32,33,01,11,26,33,14,15,32
1532,13016,2013-02-06,05,15,19,27,32,08,09,32,27,19,05,15
1531,13017,2013-02-16,11,14,22,29,34,05,11,14,29,22,11,34
1530,13018,2013-02-18,20,23,31,33,34,03,09,23,33,34,31,20
1529,13019,2013-02-20,06,12,17,29,30,07,11,29,17,06,30,12
1528,13020,2013-02-23,06,11,20,31,32,05,09,32,11,31,20,06
1527,13021,2013-02-25,23,24,28,30,33,01,11,24,23,30,28,33
1526,13022,2013-02-27,03,04,13,17,23,03,08,13,04,03,17,23
1525,13023,2013-03-02,05,19,24,26,35,05,07,35,19,05,26,24
1524,13024,2013-03-04,09,12,14,18,24,01,04,14,18,09,12,24
1523,13025,2013-03-06,03,23,25,26,28,10,12,25,28,03,26,23
1522,13026,2013-03-09,02,10,16,30,33,05,06,02,10,30,33,16
1521,13027,2013-03-11,03,12,14,24,35,03,08,24,14,12,35,03
1520,13028,2013-03-13,13,19,28,30,34,08,12,13,19,28,30,34
1519,13029,2013-03-16,05,07,17,25,26,04,10,17,26,07,05,25
1518,13030,2013-03-18,03,05,09,10,28,05,07,05,28,09,10,03
1517,13031,2013-03-20,12,17,18,26,32,10,11,17,32,26,18,12
1516,13032,2013-03-23,12,27,28,33,35,01,08,35,27,33,28,12
1515,13033,2013-03-25,12,18,22,28,31,01,11,22,18,12,28,31
1514,13034,2013-03-27,01,03,11,19,29,04,08,03,29,19,01,11
1513,13035,2013-03-30,05,14,28,32,34,07,08,05,14,34,28,32
1512,13036,2013-04-01,08,12,32,33,35,03,05,08,35,33,32,12
1511,13037,2013-04-03,02,26,31,32,34,06,08,34,26,31,02,32
1510,13038,2013-04-06,01,19,24,25,26,07,09,25,26,01,19,24
1509,13039,2013-04-08,06,23,30,33,35,07,10,23,30,33,06,35
1508,13040,2013-04-10,16,17,22,26,35,03,10,22,26,17,16,35
1507,13041,2013-04-13,03,13,14,15,34,05,08,13,03,14,34,15
1506,13042,2013-04-15,02,06,22,23,33,01,06,06,23,22,02,33
1505,13043,2013-04-17,07,13,25,34,35,07,09,35,13,34,07,25
1504,13044,2013-04-20,07,11,13,18,28,05,10,18,07,28,11,13
1503,13045,2013-04-22,08,11,12,21,25,02,07,08,12,21,11,25
1502,13046,2013-04-24,15,16,19,25,32,05,11,32,15,19,16,25
1501,13047,2013-04-27,12,20,28,30,35,03,11,20,12,28,35,30
1500,13048,2013-04-29,10,11,23,32,33,01,04,32,23,11,10,33
1499,13049,2013-05-01,18,22,25,31,32,04,06,18,31,25,32,22
1498,13050,2013-05-04,14,22,30,32,33,07,08,33,22,14,30,32
1497,13051,2013-05-06,05,08,15,18,33,07,08,05,18,33,15,08
1496,13052,2013-05-08,01,02,10,29,31,01,10,02,10,01,31,29
1495,13053,2013-05-11,13,31,33,34,35,05,07,31,33,34,13,35
1494,13054,2013-05-13,05,08,21,30,32,01,08,08,30,21,05,32
1493,13055,2013-05-15,04,05,22,23,24,03,09,22,24,04,05,23
1492,13056,2013-05-18,11,22,30,32,35,03,04,35,30,32,11,22
1491,13057,2013-05-20,07,15,27,33,35,07,10,35,27,33,07,15
1490,13058,2013-05-22,20,21,27,31,35,07,11,20,21,27,31,35
1489,13059,2013-05-25,03,08,11,24,27,07,12,24,03,08,27,11
1488,13060,2013-05-27,15,25,26,32,35,05,10,25,15,32,26,35
1487,13061,2013-05-29,01,14,18,21,32,05,10,21,14,32,01,18
1486,13062,2013-06-01,01,05,08,09,12,09,12,08,01,05,09,12
1485,13063,2013-06-03,03,05,11,27,28,05,06,03,05,11,27,28
1484,13064,2013-06-05,21,24,26,28,32,01,03,26,24,21,32,28
1483,13065,2013-06-08,09,28,31,34,35,02,09,09,31,28,34,35
1482,13066,2013-06-10,06,07,13,33,34,02,11,34,13,07,33,06
1481,13067,2013-06-12,02,03,05,08,29,10,12,02,08,03,05,29
1480,13068,2013-06-15,10,17,27,34,35,05,07,27,10,17,34,35
1479,13069,2013-06-17,06,12,13,16,30,07,12,16,30,13,06,12
1478,13070,2013-06-19,09,12,18,21,29,01,08,09,18,29,21,12
1477,13071,2013-06-22,13,19,26,27,28,03,11,26,28,19,27,13
1476,13072,2013-06-24,12,27,28,33,35,03,05,12,35,27,33,28
1475,13073,2013-06-26,03,05,23,27,31,02,06,03,27,31,05,23
1474,13074,2013-06-29,06,14,20,24,32,01,07,32,24,06,14,20
1473,13075,2013-07-01,01,11,13,19,35,07,08,35,13,11,19,01
1472,13076,2013-07-03,13,15,16,26,27,09,10,16,26,27,15,13
1471,13077,2013-07-06,24,26,30,32,35,06,12,30,32,24,35,26
1470,13078,2013-07-08,02,07,23,31,33,02,08,07,31,33,02,23
1469,13079,2013-07-10,09,10,17,21,34,01,07,17,21,10,09,34
1468,13080,2013-07-13,06,21,23,27,31,04,06,23,27,31,21,06
1467,13081,2013-07-15,07,09,15,17,23,02,07,15,23,17,07,09
1466,13082,2013-07-17,03,09,25,26,33,03,12,09,26,03,33,25
1465,13083,2013-07-20,26,29,30,32,35,04,10,35,30,26,32,29
1464,13084,2013-07-22,08,22,26,29,35,01,05,22,08,29,26,35
1463,13085,2013-07-24,08,19,23,27,32,03,05,32,27,08,19,23
1462,13086,2013-07-27,09,16,26,29,31,06,09,16,09,29,31,26
1461,13087,2013-07-29,09,12,22,32,34,02,04,12,32,22,09,34
1460,13088,2013-07-31,03,05,08,33,35,01,03,08,35,03,05,33
1459,13089,2013-08-03,06,07,23,24,29,04,11,24,29,07,23,06
1458,13090,2013-08-05,02,26,30,31,33,11,12,26,30,02,33,31
1457,13091,2013-08-07,04,09,28,34,35,02,08,34,35,09,04,28
1456,13092,2013-08-10,07,10,21,27,33,03,09,21,10,33,27,07
1455,13093,2013-08-12,01,05,17,18,26,05,07,05,26,18,17,01
1454,13094,2013-08-14,03,28,33,34,35,06,09,34,33,03,35,28
1453,13095,2013-08-17,03,17,28,30,33,01,10,33,17,30,03,28
1452,13096,2013-08-19,17,19,20,22,26,06,08,26,22,19,20,17
1451,13097,2013-08-21,07,08,13,17,32,03,08,07,13,17,08,32
1450,13098,2013-08-24,02,06,16,29,34,10,11,06,16,02,34,29
1449,13099,2013-08-26,04,11,28,30,33,05,12,11,04,33,28,30
1448,13100,2013-08-28,09,12,24,26,30,05,09,26,12,24,30,09
1447,13101,2013-08-31,04,09,13,15,32,02,09,09,32,15,04,13
1446,13102,2013-09-02,06,12,15,19,26,02,11,06,19,26,15,12
1445,13103,2013-09-04,05,08,13,16,31,03,09,05,13,08,16,31
1444,13104,2013-09-07,02,05,11,27,29,01,11,05,29,27,11,02
1443,13105,2013-09-09,07,13,27,30,34,01,12,07,27,30,34,13
1442,13106,2013-09-11,06,07,12,13,27,03,12,06,07,27,12,13
1441,13107,2013-09-14,07,13,14,18,25,05,12,25,18,13,14,07
1440,13108,2013-09-16,05,10,13,15,18,02,11,13,10,05,15,18
1439,13109,2013-09-18,13,20,26,29,32,02,06,32,26,13,29,20
1438,13110,2013-09-21,07,16,18,32,33,02,07,33,32,16,07,18
1437,13111,2013-09-23,07,12,13,20,27,01,03,13,20,07,27,12
1436,13112,2013-09-25,02,10,20,22,29,05,12,22,29,10,20,02
1435,13113,2013-09-28,19,21,23,28,30,08,12,19,21,23,28,30
1434,13114,2013-09-30,06,17,21,23,33,01,09,21,17,33,23,06
1433,13115,2013-10-02,05,16,29,32,34,04,11,29,34,16,05,32
1432,13116,2013-10-05,13,22,23,30,33,09,11,13,23,22,33,30
1431,13117,2013-10-07,05,16,23,25,33,07,12,23,25,16,33,05
1430,13118,2013-10-09,04,06,11,20,31,01,05,31,06,11,04,20
1429,13119,2013-10-12,01,02,16,23,35,01,11,01,23,16,02,35
1428,13120,2013-10-14,06,14,15,22,26,03,11,26,22,15,06,14
1427,13121,2013-10-16,03,18,19,20,24,03,12,19,20,03,24,18
1426,13122,2013-10-19,15,17,20,24,35,04,12,17,20,35,24,15
1425,13123,2013-10-21,02,09,10,33,34,05,12,10,34,09,33,02
1424,13124,2013-10-23,05,07,18,21,32,10,11,07,21,32,05,18
1423,13125,2013-10-26,04,08,14,23,28,04,08,14,28,23,04,08
1422,13126,2013-10-28,09,10,15,18,30,03,06,10,09,15,18,30
1421,13127,2013-10-30,03,14,16,19,32,05,10,03,16,32,19,14
1420,13128,2013-11-02,11,13,27,33,35,01,02,27,35,13,33,11
1419,13129,2013-11-04,11,23,29,30,33,01,04,29,30,33,23,11
1418,13130,2013-11-06,08,09,15,19,30,06,09,15,08,30,09,19
1417,13131,2013-11-09,12,15,29,30,31,04,12,29,31,15,12,30
1416,13132,2013-11-11,23,26,28,31,34,02,10,28,26,34,23,31
1415,13133,2013-11-13,02,08,10,16,17,09,12,10,08,02,16,17
1414,13134,2013-11-16,02,13,19,23,32,02,09,32,13,02,23,19
1413,13135,2013-11-18,04,13,19,25,26,07,12,04,19,25,13,26
1412,13136,2013-11-20,05,11,15,25,28,05,11,25,05,28,11,15
1411,13137,2013-11-23,04,12,32,33,34,06,08,12,32,04,33,34
1410,13138,2013-11-25,03,08,13,17,24,07,09,17,24,08,03,13
1409,13139,2013-11-27,05,06,18,20,31,06,07,06,05,31,18,20
1408,13140,2013-11-30,01,12,17,26,28,01,06,01,26,17,28,12
1407,13141,2013-12-02,05,15,18,25,31,08,10,15,25,31,18,05
1406,13142,2013-12-04,06,11,25,28,29,04,12,29,06,25,11,28
1405,13143,2013-12-07,03,08,14,21,31,06,08,03,31,14,08,21
1404,13144,2013-12-09,03,20,21,23,35,02,08,35,23,20,21,03
1403,13145,2013-12-11,02,13,15,18,20,02,11,20,18,02,13,15
1402,13146,2013-12-14,06,07,15,25,31,01,09,25,31,06,07,15
1401,13147,2013-12-16,03,09,22,24,25,05,09,03,25,24,22,09
1400,13148,2013-12-18,02,05,09,29,32,03,07,09,02,05,32,29
1399,13149,2013-12-21,06,07,08,09,13,05,07,09,07,06,13,08
1398,13150,2013-12-23,06,07,14,18,22,08,11,22,18,06,07,14
1397,13151,2013-12-25,02,13,21,27,30,03,04,27,02,13,21,30
1396,13152,2013-12-28,09,12,14,18,19,03,09,09,12,14,19,18
1395,13153,2013-12-30,04,05,16,17,30,03,09,05,16,30,17,04
1394,14001,2014-01-01,05,13,20,23,29,08,11,05,13,20,23,29
1393,14002,2014-01-04,01,12,21,24,29,01,07,29,01,12,21,24
1392,14003,2014-01-06,07,11,13,21,33,05,06,11,21,13,33,07
1391,14004,2014-01-08,07,10,19,27,28,09,12,28,10,27,19,07
1390,14005,2014-01-11,15,17,18,29,33,04,08,29,17,15,33,18
1389,14006,2014-01-13,01,04,07,16,35,06,08,07,01,35,16,04
1388,14007,2014-01-15,08,11,14,21,32,03,11,21,08,11,32,14
1387,14008,2014-01-18,11,13,20,28,35,01,05,13,11,20,28,35
1386,14009,2014-01-20,10,18,25,29,33,07,08,33,25,29,10,18
1385,14010,2014-01-22,05,10,20,26,27,01,03,27,10,26,20,05
1384,14011,2014-01-25,04,06,14,24,35,07,12,04,14,06,24,35
1383,14012,2014-01-27,09,20,21,23,29,05,07,21,23,09,20,29
1382,14013,2014-01-29,10,11,13,22,28,04,12,28,13,22,11,10
1381,14014,2014-02-08,01,09,11,27,29,03,11,09,01,29,11,27
1380,14015,2014-02-10,04,06,18,20,30,05,07,06,30,20,04,18
1379,14016,2014-02-12,04,06,13,24,34,04,09,34,06,13,04,24
1378,14017,2014-02-15,05,10,11,23,34,01,10,23,05,10,11,34
1377,14018,2014-02-17,08,09,12,28,34,02,12,34,09,12,28,08
1376,14019,2014-02-19,07,12,22,29,32,11,12,32,07,29,22,12
1375,14020,2014-02-22,01,14,17,30,35,06,07,14,35,01,30,17
1374,14021,2014-02-24,06,10,17,23,24,03,09,10,06,17,23,24
1373,14022,2014-02-26,03,06,10,16,25,10,11,06,16,10,03,25
1372,14023,2014-03-01,04,13,15,29,33,05,09,04,13,15,29,33
1371,14024,2014-03-03,07,11,15,31,32,06,11,07,11,15,31,32
1370,14025,2014-03-05,19,20,27,32,34,06,08,19,32,34,27,20
1369,14026,2014-03-08,05,10,12,15,26,04,08,26,15,12,05,10
1368,14027,2014-03-10,09,10,24,28,29,10,12,10,29,09,24,28
1367,14028,2014-03-12,03,10,20,25,30,10,12,25,10,30,20,03
1366,14029,2014-03-15,03,21,22,23,35,05,09,35,22,03,23,21
1365,14030,2014-03-17,03,14,18,29,35,11,12,18,35,29,03,14
1364,14031,2014-03-19,06,15,27,32,33,03,04,27,32,33,15,06
1363,14032,2014-03-22,02,05,06,09,31,02,09,05,06,02,09,31
1362,14033,2014-03-24,01,07,08,28,29,04,08,08,28,07,01,29
1361,14034,2014-03-26,03,11,14,27,32,05,07,27,11,03,14,32
1360,14035,2014-03-29,09,12,14,28,29,03,10,14,12,28,29,09
1359,14036,2014-03-31,01,02,12,17,29,03,08,02,01,12,29,17
1358,14037,2014-04-02,03,04,08,19,34,02,04,03,34,04,08,19
1357,14038,2014-04-05,07,08,12,20,32,03,05,32,08,12,20,07
1356,14039,2014-04-07,02,05,11,15,20,08,11,11,20,15,02,05
1355,14040,2014-04-09,12,15,21,30,33,02,08,21,33,12,30,15
1354,14041,2014-04-12,05,07,11,15,18,05,12,11,05,07,15,18
1353,14042,2014-04-14,16,21,25,27,35,06,11,27,25,21,16,35
1352,14043,2014-04-16,01,11,23,29,30,01,12,30,23,11,01,29
1351,14044,2014-04-19,22,23,25,27,35,03,11,27,23,25,22,35
1350,14045,2014-04-21,06,10,12,16,30,02,11,06,10,12,16,30
1349,14046,2014-04-23,03,15,18,21,26,01,06,15,18,03,26,21
1348,14047,2014-04-26,06,17,18,30,34,06,12,18,34,17,30,06
1347,14048,2014-04-28,01,02,05,15,35,01,11,15,35,02,01,05
1346,14049,2014-04-30,03,15,17,22,31,03,05,31,03,17,15,22
1345,14050,2014-05-03,10,18,27,28,35,01,06,10,18,28,35,27
1344,14051,2014-05-05,01,07,11,29,30,03,11,30,01,11,07,29
1343,14052,2014-05-07,14,19,21,24,30,02,07,24,21,14,19,30
1342,14053,2014-05-10,02,11,17,27,30,03,04,02,17,11,30,27
1341,14054,2014-05-12,02,03,20,25,34,01,12,34,03,20,02,25
1340,14055,2014-05-14,04,23,26,27,35,10,11,26,23,35,04,27
1339,14056,2014-05-17,12,18,28,29,35,07,08,28,18,35,29,12
1338,14057,2014-05-19,08,10,20,27,33,01,09,20,10,08,33,27
1337,14058,2014-05-21,09,15,22,24,26,02,07,22,26,15,09,24
1336,14059,2014-05-24,07,15,17,25,29,04,11,25,07,17,15,29
1335,14060,2014-05-26,12,22,29,30,34,05,11,29,12,34,22,30
1334,14061,2014-05-28,04,11,17,20,29,06,10,29,11,17,04,20
1333,14062,2014-05-31,04,07,17,24,25,02,04,17,24,07,25,04
1332,14063,2014-06-02,11,17,21,23,34,03,04,17,23,34,21,11
1331,14064,2014-06-04,08,15,33,34,35,01,08,34,33,15,35,08
1330,14065,2014-06-07,07,12,19,31,33,07,12,12,31,07,33,19
1329,14066,2014-06-09,08,14,16,20,31,03,11,20,16,08,14,31
1328,14067,2014-06-11,03,18,23,24,31,03,07,24,23,31,18,03
1327,14068,2014-06-14,05,15,24,29,35,05,06,29,35,24,15,05
1326,14069,2014-06-16,16,22,27,29,31,02,09,16,27,22,31,29
1325,14070,2014-06-18,01,02,07,10,32,04,12,07,01,02,10,32
1324,14071,2014-06-21,04,14,15,22,23,01,07,22,15,14,04,23
1323,14072,2014-06-23,17,19,22,24,30,02,09,17,22,19,24,30
1322,14073,2014-06-25,04,05,07,13,35,05,06,13,05,04,35,07
1321,14074,2014-06-28,06,11,22,27,30,05,11,06,27,30,11,22
1320,14075,2014-06-30,05,07,29,32,35,04,10,35,05,29,07,32
1319,14076,2014-07-02,05,10,19,31,32,09,10,31,05,10,32,19
1318,14077,2014-07-05,09,16,26,31,32,01,05,31,26,32,09,16
1317,14078,2014-07-07,10,15,16,22,28,04,05,22,28,15,16,10
1316,14079,2014-07-09,09,10,20,31,32,06,10,31,09,10,20,32
1315,14080,2014-07-12,17,20,23,25,27,03,10,20,27,25,23,17
1314,14081,2014-07-14,03,05,08,10,25,09,12,08,03,25,05,10
1313,14082,2014-07-16,01,08,18,23,25,08,12,18,25,01,23,08
1312,14083,2014-07-19,18,20,24,33,35,05,10,35,20,33,24,18
1311,14084,2014-07-21,02,07,09,11,28,05,09,09,28,02,11,07
1310,14085,2014-07-23,06,12,13,25,29,11,12,25,06,29,13,12
1309,14086,2014-07-26,06,08,27,29,35,03,09,29,08,06,27,35
1308,14087,2014-07-28,04,07,31,33,35,09,10,04,33,35,31,07
1307,14088,2014-07-30,07,13,20,25,26,08,11,25,13,20,07,26
1306,14089,2014-08-02,02,08,12,29,30,07,12,08,30,29,02,12
1305,14090,2014-08-04,02,03,20,23,28,06,08,23,03,28,02,20
1304,14091,2014-08-06,10,16,18,29,32,02,07,18,16,32,10,29
1303,14092,2014-08-09,02,18,27,30,32,05,11,27,18,32,30,02
1302,14093,2014-08-11,03,08,30,32,34,09,11,30,34,32,03,08
1301,14094,2014-08-13,13,14,24,25,34,04,07,13,14,25,24,34
1300,14095,2014-08-16,06,22,30,31,34,05,06,30,34,06,22,31
1299,14096,2014-08-18,03,07,21,23,31,05,10,23,31,03,07,21
1298,14097,2014-08-20,03,15,20,21,23,07,09,20,03,23,21,15
1297,14098,2014-08-23,16,18,22,25,35,03,10,16,22,18,25,35
1296,14099,2014-08-25,15,21,22,23,33,01,07,21,33,23,22,15
1295,14100,2014-08-27,02,04,08,12,35,01,07,12,08,02,04,35
1294,14101,2014-08-30,09,10,12,17,28,03,11,09,12,17,28,10
1293,14102,2014-09-01,01,07,14,19,20,03,12,07,19,14,01,20
1292,14103,2014-09-03,14,20,23,25,26,10,12,14,23,20,26,25
1291,14104,2014-09-06,07,13,14,28,32,04,11,07,13,28,32,14
1290,14105,2014-09-08,04,10,26,29,32,04,08,10,04,29,32,26
1289,14106,2014-09-10,05,09,11,20,22,05,11,09,22,11,20,05
1288,14107,2014-09-13,05,13,14,21,34,08,10,13,21,34,14,05
1287,14108,2014-09-15,01,02,13,23,35,09,12,13,01,02,35,23
1286,14109,2014-09-17,15,18,20,21,23,01,02,21,20,15,23,18
1285,14110,2014-09-20,09,18,19,22,24,08,11,18,09,24,19,22
1284,14111,2014-09-22,11,16,18,20,29,03,04,11,29,16,20,18
1283,14112,2014-09-24,03,05,14,18,32,02,10,14,05,32,03,18
1282,14113,2014-09-27,02,13,17,19,23,01,06,13,02,17,19,23
1281,14114,2014-09-29,03,16,24,30,33,05,08,24,03,16,33,30
1280,14115,2014-10-01,01,05,26,29,30,02,10,26,30,05,29,01
1279,14116,2014-10-04,06,13,15,24,27,04,05,24,06,15,27,13
1278,14117,2014-10-06,03,14,17,18,33,06,09,33,18,14,17,03
1277,14118,2014-10-08,02,03,23,24,26,05,11,26,24,23,02,03
1276,14119,2014-10-11,04,08,09,13,18,08,12,04,08,13,09,18
1275,14120,2014-10-13,01,04,06,18,33,05,11,33,06,18,01,04
1274,14121,2014-10-15,13,16,18,22,32,08,10,22,13,16,32,18
1273,14122,2014-10-18,03,10,25,26,35,01,07,25,03,35,10,26
1272,14123,2014-10-20,01,09,12,22,25,02,09,22,25,01,09,12
1271,14124,2014-10-22,01,03,28,29,35,08,12,01,29,03,35,28
1270,14125,2014-10-25,12,15,19,23,31,04,10,23,15,19,31,12
1269,14126,2014-10-27,02,09,22,30,34,09,10,30,09,02,22,34
1268,14127,2014-10-29,02,04,06,15,19,02,11,06,15,19,04,02
1267,14128,2014-11-01,02,04,16,22,34,08,11,22,02,16,04,34
1266,14129,2014-11-03,07,22,28,30,32,05,06,28,07,32,22,30
1265,14130,2014-11-05,02,18,31,32,33,05,07,32,18,31,02,33
1264,14131,2014-11-08,03,16,19,23,27,03,07,16,23,27,19,03
