,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,红球_6 顺序
755,18027,2018-03-11,02,07,09,14,18,28,05,28,07,14,09,18,02
754,18028,2018-03-13,03,08,11,14,18,23,16,08,03,18,11,14,23
753,18029,2018-03-15,01,02,09,14,22,25,05,02,22,09,14,25,01
752,18030,2018-03-18,13,14,20,21,25,33,07,13,14,20,33,25,21
751,18031,2018-03-20,02,16,18,19,27,30,14,19,16,30,27,18,02
750,18032,2018-03-22,21,22,23,24,25,32,06,25,22,23,21,32,24
749,18033,2018-03-25,04,19,20,22,28,33,06,33,20,04,19,28,22
748,18034,2018-03-27,01,05,11,22,23,26,15,23,05,22,11,26,01
747,18035,2018-03-29,07,10,11,17,23,28,15,10,07,23,17,11,28
746,18036,2018-04-01,08,17,24,26,28,33,04,24,28,08,26,33,17
745,18037,2018-04-03,01,06,07,08,27,30,10,30,08,01,07,06,27
744,18038,2018-04-05,15,23,24,25,28,29,09,23,24,29,15,28,25
743,18039,2018-04-08,08,12,18,19,23,32,03,32,12,19,08,18,23
742,18040,2018-04-10,01,03,08,13,18,23,16,18,03,08,23,01,13
741,18041,2018-04-12,07,08,20,23,24,32,13,23,08,07,24,20,32
740,18042,2018-04-15,06,10,21,28,29,31,12,31,21,28,06,29,10
739,18043,2018-04-17,01,04,06,08,21,24,07,21,04,06,08,01,24
738,18044,2018-04-19,05,09,12,17,27,30,06,09,30,27,17,12,05
737,18045,2018-04-22,03,04,06,25,26,30,01,04,30,06,25,03,26
736,18046,2018-04-24,10,13,14,18,20,31,03,10,18,14,20,13,31
735,18047,2018-04-26,06,07,12,16,22,25,07,07,25,12,06,22,16
734,18048,2018-04-29,01,12,20,25,30,31,02,31,25,20,12,30,01
733,18049,2018-05-01,01,03,04,11,19,23,02,19,03,01,11,04,23
732,18050,2018-05-03,01,02,04,10,18,19,07,04,02,01,10,18,19
731,18051,2018-05-06,05,07,20,23,27,31,04,27,31,05,20,23,07
730,18052,2018-05-08,03,05,06,09,15,32,14,06,03,15,09,05,32
729,18053,2018-05-10,01,04,10,11,14,27,06,11,27,04,14,10,01
728,18054,2018-05-13,04,06,18,22,25,33,16,33,04,06,22,18,25
727,18055,2018-05-15,07,09,10,12,22,26,07,07,09,22,26,12,10
726,18056,2018-05-17,01,03,06,20,21,26,01,20,03,06,21,01,26
725,18057,2018-05-20,05,15,17,19,20,30,13,19,15,20,17,30,05
724,18058,2018-05-22,07,12,13,16,26,31,07,07,16,13,31,12,26
723,18059,2018-05-24,04,06,08,13,22,32,11,22,06,04,32,13,08
722,18060,2018-05-27,04,08,13,25,30,31,10,13,08,31,25,04,30
721,18061,2018-05-29,09,10,11,12,18,23,07,10,18,23,11,09,12
720,18062,2018-05-31,02,18,19,24,25,33,11,19,24,33,02,25,18
719,18063,2018-06-03,05,06,10,16,20,25,12,05,16,10,25,20,06
718,18064,2018-06-05,02,05,10,11,17,21,05,11,21,05,17,10,02
717,18065,2018-06-07,01,04,06,14,28,33,01,06,01,28,04,33,14
716,18066,2018-06-10,09,16,17,19,22,26,10,22,16,17,19,09,26
715,18067,2018-06-12,01,04,09,12,15,18,05,12,09,01,18,15,04
714,18068,2018-06-14,08,10,17,20,27,30,01,08,10,17,30,20,27
713,18069,2018-06-17,06,13,17,19,23,31,12,23,06,31,19,13,17
712,18070,2018-06-19,04,09,15,16,19,27,10,04,19,16,27,09,15
711,18071,2018-06-21,02,05,06,13,16,19,03,13,16,05,06,19,02
710,18072,2018-06-24,11,16,19,22,25,30,08,16,22,25,19,11,30
709,18073,2018-06-26,02,09,14,15,16,23,10,09,23,02,15,16,14
708,18074,2018-06-28,09,11,14,20,27,30,09,30,27,09,20,11,14
707,18075,2018-07-01,07,09,12,13,22,24,11,09,22,13,24,07,12
706,18076,2018-07-03,03,07,08,15,29,30,13,30,03,29,15,07,08
705,18077,2018-07-05,02,05,09,15,20,24,10,05,24,20,15,09,02
704,18078,2018-07-08,03,10,14,17,18,30,12,10,18,03,30,14,17
703,18079,2018-07-10,14,15,17,22,24,29,13,17,15,29,22,24,14
702,18080,2018-07-12,04,07,13,20,29,33,03,33,20,04,13,07,29
701,18081,2018-07-15,01,02,12,16,20,26,03,26,02,20,12,16,01
700,18082,2018-07-17,06,12,14,20,22,24,09,20,22,14,24,12,06
699,18083,2018-07-19,04,09,18,21,32,33,03,33,04,32,18,09,21
698,18084,2018-07-22,05,06,08,12,22,24,03,06,22,24,08,12,05
697,18085,2018-07-24,04,10,25,26,30,33,06,10,30,04,26,33,25
696,18086,2018-07-26,02,07,17,21,23,26,16,21,07,23,17,02,26
695,18087,2018-07-29,01,05,10,16,18,31,03,01,31,05,18,16,10
694,18088,2018-07-31,03,05,12,29,30,32,14,29,30,03,12,05,32
693,18089,2018-08-02,06,09,12,14,18,27,14,06,27,18,12,09,14
692,18090,2018-08-05,01,02,04,10,14,23,07,04,10,01,23,02,14
691,18091,2018-08-07,06,11,13,17,25,32,07,13,25,06,11,32,17
690,18092,2018-08-09,06,10,16,19,24,33,16,10,19,16,06,24,33
689,18093,2018-08-12,04,18,20,21,29,33,07,21,18,29,33,04,20
688,18094,2018-08-14,04,07,16,20,24,30,05,07,30,16,20,24,04
687,18095,2018-08-16,10,11,12,21,26,33,09,26,12,21,10,33,11
686,18096,2018-08-19,01,05,09,20,28,32,12,32,05,28,09,01,20
685,18097,2018-08-21,01,02,17,20,25,28,13,25,17,28,02,01,20
684,18098,2018-08-23,06,10,11,20,29,32,13,11,10,29,32,20,06
683,18099,2018-08-26,03,07,08,14,25,32,06,03,32,14,08,07,25
682,18100,2018-08-28,02,11,14,15,29,33,02,02,15,29,14,11,33
681,18101,2018-08-30,01,03,14,26,29,33,09,29,33,01,03,14,26
680,18102,2018-09-02,02,06,11,19,21,28,05,21,06,11,28,02,19
679,18103,2018-09-04,02,09,15,22,23,24,16,22,15,23,02,09,24
678,18104,2018-09-06,02,03,06,19,25,29,01,25,06,03,02,29,19
677,18105,2018-09-09,04,05,13,18,19,25,01,25,13,18,04,05,19
676,18106,2018-09-11,04,18,19,24,25,26,10,19,18,26,24,04,25
675,18107,2018-09-13,01,02,05,12,20,22,01,12,20,02,01,22,05
674,18108,2018-09-16,05,13,18,21,26,30,02,26,30,13,05,18,21
673,18109,2018-09-18,10,11,18,23,31,33,15,31,23,11,10,33,18
672,18110,2018-09-20,11,13,16,21,22,23,02,11,13,23,21,22,16
671,18111,2018-09-23,01,07,14,24,25,28,08,14,24,28,07,01,25
670,18112,2018-09-25,05,08,18,25,26,31,04,18,26,08,31,25,05
669,18113,2018-09-27,01,06,09,16,25,26,09,09,16,01,06,26,25
668,18114,2018-09-30,01,07,15,16,20,27,14,01,16,20,15,07,27
667,18115,2018-10-02,01,13,19,24,26,29,11,26,01,24,29,13,19
666,18116,2018-10-04,05,14,17,22,23,28,15,17,22,05,14,23,28
665,18117,2018-10-07,08,11,15,17,23,25,05,08,15,17,25,23,11
664,18118,2018-10-09,08,12,21,22,27,31,09,31,08,22,12,27,21
663,18119,2018-10-11,03,13,14,16,25,27,12,25,16,13,03,27,14
662,18120,2018-10-14,03,04,18,26,27,33,01,33,04,03,26,27,18
661,18121,2018-10-16,06,08,14,19,23,25,11,25,14,19,06,23,08
660,18122,2018-10-18,05,07,20,22,30,32,10,32,05,30,22,20,07
659,18123,2018-10-21,13,21,24,27,31,32,01,27,31,13,21,24,32
658,18124,2018-10-23,09,13,14,19,22,25,02,09,13,22,19,14,25
657,18125,2018-10-25,03,10,11,14,15,32,02,11,32,03,14,10,15
656,18126,2018-10-28,01,06,08,09,14,22,05,14,09,22,06,08,01
655,18127,2018-10-30,02,05,06,07,11,15,12,05,11,07,15,02,06
654,18128,2018-11-01,06,07,08,19,22,23,02,08,07,06,23,19,22
653,18129,2018-11-04,02,04,06,16,18,19,16,04,18,19,06,02,16
652,18130,2018-11-06,05,12,17,18,24,28,12,05,24,28,12,17,18
651,18131,2018-11-08,21,22,24,31,32,33,01,33,31,21,22,24,32
650,18132,2018-11-11,01,02,09,10,15,22,06,15,09,01,10,02,22
649,18133,2018-11-13,02,04,11,12,18,32,13,12,18,11,04,32,02
648,18134,2018-11-15,03,16,18,31,32,33,12,31,03,33,32,16,18
647,18135,2018-11-18,01,03,06,10,11,29,16,01,29,06,10,03,11
646,18136,2018-11-20,10,12,15,25,26,27,14,15,26,10,12,25,27
645,18137,2018-11-22,03,05,11,15,20,23,09,23,20,11,15,05,03
644,18138,2018-11-25,01,10,25,27,30,32,09,32,25,10,01,30,27
643,18139,2018-11-27,11,18,20,23,31,32,15,23,32,31,20,11,18
642,18140,2018-11-29,01,15,20,22,25,28,14,25,15,22,28,20,01
641,18141,2018-12-02,11,14,16,18,24,33,04,18,16,14,33,11,24
640,18142,2018-12-04,05,08,10,11,27,28,11,05,11,28,10,08,27
639,18143,2018-12-06,04,06,15,28,32,33,14,32,28,04,15,06,33
638,18144,2018-12-09,08,13,17,18,20,27,13,13,20,27,17,08,18
637,18145,2018-12-11,03,09,13,22,23,25,06,23,25,22,03,13,09
636,18146,2018-12-13,02,10,11,17,18,29,16,17,10,29,18,11,02
635,18147,2018-12-16,03,15,17,23,27,30,11,30,03,27,23,17,15
634,18148,2018-12-18,03,06,18,19,21,31,01,18,21,19,03,06,31
633,18149,2018-12-20,01,07,08,10,12,24,01,01,08,07,24,10,12
632,18150,2018-12-23,06,08,15,19,20,31,05,15,31,19,08,20,06
631,18151,2018-12-25,05,15,19,25,26,29,15,19,29,26,15,05,25
630,18152,2018-12-27,04,14,16,23,28,29,03,14,04,23,29,16,28
629,18153,2018-12-30,01,07,17,23,25,31,11,17,07,23,25,01,31
628,19001,2019-01-01,06,10,13,15,32,33,15,32,33,13,15,06,10
627,19002,2019-01-03,04,05,06,08,09,18,11,18,06,04,08,05,09
626,19003,2019-01-06,13,17,20,21,22,27,01,20,21,22,17,13,27
625,19004,2019-01-08,08,12,16,19,26,32,03,08,26,32,16,12,19
624,19005,2019-01-10,21,22,26,28,31,32,07,28,22,31,32,21,26
623,19006,2019-01-13,01,05,10,19,26,28,12,01,10,19,26,28,05
622,19007,2019-01-15,06,10,14,15,19,23,15,15,23,06,14,10,19
621,19008,2019-01-17,02,06,09,13,28,32,12,28,32,13,02,06,09
620,19009,2019-01-20,01,07,10,22,31,32,15,22,31,01,10,07,32
619,19010,2019-01-22,02,04,05,08,11,30,02,11,08,02,30,05,04
618,19011,2019-01-24,10,13,19,21,24,30,07,19,13,30,10,24,21
617,19012,2019-01-27,07,10,21,23,31,33,14,33,07,23,31,10,21
616,19013,2019-01-29,05,07,14,16,18,21,01,05,07,16,18,21,14
615,19014,2019-01-31,01,02,03,14,19,33,03,19,14,01,02,33,03
614,19015,2019-02-03,11,15,16,20,24,31,04,15,31,24,20,16,11
613,19016,2019-02-12,05,07,09,11,19,25,05,11,05,09,07,25,19
612,19017,2019-02-14,04,05,24,28,30,33,09,24,05,04,30,28,33
611,19018,2019-02-17,04,11,18,19,26,32,04,19,32,18,04,26,11
610,19019,2019-02-19,03,11,17,18,24,25,06,11,25,03,17,18,24
609,19020,2019-02-21,02,12,13,23,27,28,12,12,02,27,28,13,23
608,19021,2019-02-24,02,05,07,08,20,27,04,08,05,07,27,02,20
607,19022,2019-02-26,03,07,11,21,30,33,07,30,21,33,03,11,07
606,19023,2019-02-28,01,10,14,15,18,31,13,10,31,14,01,15,18
605,19024,2019-03-03,01,08,23,25,28,29,10,23,29,28,08,25,01
604,19025,2019-03-05,15,16,21,27,30,33,04,21,33,15,16,27,30
603,19026,2019-03-07,03,13,15,19,20,27,14,27,03,19,13,15,20
602,19027,2019-03-10,02,06,08,10,11,17,13,06,10,11,08,02,17
601,19028,2019-03-12,04,19,22,26,29,30,11,29,30,26,04,22,19
600,19029,2019-03-14,08,11,17,23,32,33,10,32,17,33,23,08,11
599,19030,2019-03-17,04,05,07,10,12,22,16,10,04,22,05,12,07
598,19031,2019-03-19,03,13,15,18,21,33,16,18,21,15,13,03,33
597,19032,2019-03-21,04,08,09,13,28,33,04,13,08,33,28,09,04
596,19033,2019-03-24,09,15,19,21,23,29,15,15,21,29,23,19,09
595,19034,2019-03-26,09,11,15,22,24,26,03,11,09,26,24,22,15
594,19035,2019-03-28,01,05,07,09,10,20,16,01,09,05,20,10,07
593,19036,2019-03-31,02,10,13,16,23,32,08,23,10,13,02,32,16
592,19037,2019-04-02,01,07,12,14,18,25,10,18,01,14,25,07,12
591,19038,2019-04-04,09,12,21,27,29,30,05,21,30,12,09,27,29
590,19039,2019-04-07,06,07,11,14,27,32,08,07,27,11,32,06,14
589,19040,2019-04-09,05,06,09,18,23,31,11,23,05,09,18,31,06
588,19041,2019-04-11,02,09,13,23,24,26,16,26,13,02,24,09,23
587,19042,2019-04-14,15,17,19,22,25,26,04,22,25,26,15,19,17
586,19043,2019-04-16,01,06,12,13,24,32,13,01,13,32,06,12,24
585,19044,2019-04-18,06,14,16,17,23,29,07,23,16,17,29,14,06
584,19045,2019-04-21,01,06,17,19,27,31,14,31,01,27,06,17,19
583,19046,2019-04-23,02,12,16,22,25,32,06,02,16,12,32,25,22
582,19047,2019-04-25,03,11,18,25,30,33,14,18,25,03,11,30,33
581,19048,2019-04-28,03,07,10,12,18,29,10,29,18,03,07,10,12
580,19049,2019-04-30,03,10,13,22,23,28,15,23,13,03,28,22,10
579,19050,2019-05-02,04,06,10,11,21,23,02,04,10,11,21,06,23
578,19051,2019-05-05,08,09,10,13,15,28,09,10,15,09,28,08,13
577,19052,2019-05-07,03,06,09,13,16,19,16,09,03,16,19,06,13
576,19053,2019-05-09,04,16,22,25,29,31,08,22,31,16,04,25,29
575,19054,2019-05-12,07,10,11,15,24,26,11,15,26,07,10,24,11
574,19055,2019-05-14,01,06,11,15,19,31,10,31,06,01,19,15,11
573,19056,2019-05-16,13,14,17,19,21,29,01,19,21,14,13,17,29
572,19057,2019-05-19,04,05,06,08,13,18,16,18,04,13,05,06,08
571,19058,2019-05-21,07,08,12,21,23,27,12,07,12,08,27,21,23
570,19059,2019-05-23,04,05,07,09,16,18,06,09,05,18,16,04,07
569,19060,2019-05-26,03,04,14,20,23,27,01,14,20,03,27,23,04
568,19061,2019-05-28,03,17,19,24,27,31,12,27,17,19,24,03,31
567,19062,2019-05-30,07,13,16,23,26,30,01,30,07,26,16,23,13
566,19063,2019-06-02,01,14,19,22,29,31,16,01,14,29,22,31,19
565,19064,2019-06-04,12,20,24,25,30,33,12,25,20,33,12,24,30
564,19065,2019-06-06,06,09,11,15,20,26,10,06,15,26,20,11,09
563,19066,2019-06-09,01,14,17,20,22,32,04,14,20,17,22,01,32
562,19067,2019-06-11,04,06,08,11,30,33,11,04,08,33,06,30,11
561,19068,2019-06-13,03,14,20,24,26,33,10,20,26,33,24,03,14
560,19069,2019-06-16,06,11,16,19,21,25,01,21,11,06,25,19,16
559,19070,2019-06-18,06,15,18,19,24,32,09,18,15,19,32,24,06
558,19071,2019-06-20,01,08,19,24,29,30,04,29,08,01,24,19,30
557,19072,2019-06-23,02,09,13,15,22,30,15,13,09,22,30,15,02
556,19073,2019-06-25,01,02,06,12,16,18,08,12,18,16,01,02,06
555,19074,2019-06-27,12,21,27,29,31,33,04,33,29,21,12,31,27
554,19075,2019-06-30,05,08,20,22,31,33,03,33,20,05,08,31,22
553,19076,2019-07-02,12,15,19,20,29,32,14,12,20,15,29,32,19
552,19077,2019-07-04,09,11,13,18,21,22,15,22,11,18,13,21,09
551,19078,2019-07-07,01,17,27,29,31,33,12,01,29,27,33,31,17
550,19079,2019-07-09,01,03,06,09,19,31,16,01,31,09,03,19,06
549,19080,2019-07-11,03,06,08,20,24,32,07,03,06,08,32,24,20
548,19081,2019-07-14,05,24,27,29,31,32,10,27,32,05,31,24,29
547,19082,2019-07-16,07,16,19,22,24,28,02,19,28,22,07,16,24
546,19083,2019-07-18,06,15,17,26,28,31,03,06,31,15,28,26,17
545,19084,2019-07-21,04,08,14,18,20,27,03,04,27,14,20,08,18
544,19085,2019-07-23,01,04,14,18,24,29,04,01,04,18,29,24,14
543,19086,2019-07-25,16,22,24,26,28,31,06,26,31,22,24,28,16
542,19087,2019-07-28,04,05,07,09,21,30,04,07,21,30,04,09,05
541,19088,2019-07-30,13,14,15,21,23,29,13,21,29,14,15,23,13
540,19089,2019-08-01,02,04,14,16,20,22,11,02,14,20,04,16,22
539,19090,2019-08-04,02,03,06,08,14,22,04,08,02,06,14,03,22
538,19091,2019-08-06,07,10,21,24,29,32,11,24,21,32,10,29,07
537,19092,2019-08-08,09,17,27,28,32,33,08,33,27,32,09,28,17
536,19093,2019-08-11,05,07,08,09,20,22,02,22,08,05,20,09,07
535,19094,2019-08-13,05,10,12,18,19,27,06,10,27,12,05,19,18
534,19095,2019-08-15,02,05,14,19,21,28,01,14,28,02,05,19,21
533,19096,2019-08-18,05,07,12,18,27,32,11,27,18,07,05,12,32
532,19097,2019-08-20,03,05,18,24,25,31,09,18,03,25,05,31,24
531,19098,2019-08-22,03,11,12,14,17,26,09,14,11,03,12,17,26
530,19099,2019-08-25,07,14,22,23,27,30,08,22,23,30,14,27,07
529,19100,2019-08-27,01,04,12,13,30,32,08,01,30,32,04,13,12
528,19101,2019-08-29,01,04,09,21,31,33,05,21,31,01,09,04,33
527,19102,2019-09-01,03,08,12,16,20,32,12,03,32,16,08,20,12
526,19103,2019-09-03,04,12,14,21,27,29,12,21,27,14,04,29,12
525,19104,2019-09-05,01,05,16,17,18,24,10,24,01,16,05,17,18
524,19105,2019-09-08,02,13,15,17,26,33,01,17,33,26,13,15,02
523,19106,2019-09-10,02,14,22,27,30,33,14,22,14,33,30,27,02
522,19107,2019-09-12,02,06,08,23,27,32,02,06,08,02,32,23,27
521,19108,2019-09-15,07,13,19,22,25,32,13,19,32,13,25,22,07
520,19109,2019-09-17,03,06,07,17,28,31,10,28,07,06,17,31,03
519,19110,2019-09-19,01,18,22,26,27,28,08,28,26,18,22,01,27
518,19111,2019-09-22,07,18,20,22,24,33,01,22,24,20,33,07,18
517,19112,2019-09-24,03,12,14,17,23,27,01,03,17,23,14,27,12
516,19113,2019-09-26,01,05,19,21,25,33,15,01,25,33,19,05,21
515,19114,2019-09-29,02,04,09,11,12,30,01,11,12,30,09,04,02
514,19115,2019-10-08,04,10,11,14,15,29,05,11,14,29,15,10,04
513,19116,2019-10-10,01,08,09,13,16,33,01,33,09,13,08,16,01
512,19117,2019-10-13,03,05,11,28,32,33,01,05,33,11,28,03,32
511,19118,2019-10-15,12,14,15,25,28,31,04,15,25,12,31,28,14
510,19119,2019-10-17,04,20,22,24,26,33,07,04,22,26,24,20,33
509,19120,2019-10-20,10,12,27,31,32,33,03,31,10,32,33,12,27
508,19121,2019-10-22,02,06,15,21,30,31,02,31,21,02,30,06,15
507,19122,2019-10-24,04,10,15,19,21,23,02,04,21,19,10,15,23
506,19123,2019-10-27,02,06,08,17,28,30,06,06,17,02,28,08,30
505,19124,2019-10-29,04,09,30,31,32,33,01,32,09,31,33,04,30
504,19125,2019-10-31,02,11,12,26,27,29,03,29,27,02,12,26,11
503,19126,2019-11-03,02,14,17,29,32,33,16,14,17,33,02,29,32
502,19127,2019-11-05,02,06,07,12,17,24,10,02,07,24,12,17,06
501,19128,2019-11-07,03,08,12,16,17,19,08,16,03,12,17,08,19
500,19129,2019-11-10,03,04,07,09,15,26,07,15,03,04,07,26,09
499,19130,2019-11-12,01,07,09,11,24,32,16,09,32,11,01,24,07
498,19131,2019-11-14,09,17,19,20,24,31,04,24,09,31,17,19,20
497,19132,2019-11-17,04,06,11,14,19,33,07,19,04,11,06,14,33
496,19133,2019-11-19,03,07,16,21,24,31,07,07,03,16,24,31,21
495,19134,2019-11-21,01,04,06,22,29,30,03,30,22,06,01,04,29
494,19135,2019-11-24,03,06,10,11,27,33,03,27,06,11,10,33,03
493,19136,2019-11-26,12,14,15,17,29,33,12,29,33,15,12,17,14
492,19137,2019-11-28,07,10,13,19,23,31,06,31,23,07,10,19,13
491,19138,2019-12-01,02,06,12,30,31,32,11,06,32,31,30,02,12
490,19139,2019-12-03,08,14,20,23,30,33,11,33,08,20,23,30,14
489,19140,2019-12-05,02,04,09,11,14,22,05,11,09,04,22,02,14
488,19141,2019-12-08,10,13,14,15,17,33,14,33,17,13,15,10,14
487,19142,2019-12-10,08,14,24,27,29,33,09,24,27,29,08,33,14
486,19143,2019-12-12,05,13,15,16,26,32,09,32,13,05,26,15,16
485,19144,2019-12-15,02,12,15,19,27,30,03,02,30,19,15,12,27
484,19145,2019-12-17,01,08,13,17,18,19,16,13,08,17,01,18,19
483,19146,2019-12-19,01,04,10,12,30,32,14,12,10,01,30,04,32
482,19147,2019-12-22,01,09,12,14,23,27,12,23,12,27,01,14,09
481,19148,2019-12-24,09,10,13,20,26,27,08,26,10,09,13,27,20
480,19149,2019-12-26,01,06,27,28,31,33,07,06,27,28,31,01,33
479,19150,2019-12-29,02,09,14,22,27,29,02,22,02,14,27,29,09
478,19151,2019-12-31,02,06,09,18,24,26,14,18,02,26,06,09,24
477,20001,2020-01-02,02,15,23,26,29,30,02,15,26,02,29,30,23
476,20002,2020-01-05,04,09,14,15,16,29,11,29,15,14,04,16,09
475,20003,2020-01-07,09,17,26,29,30,32,03,09,30,32,17,26,29
474,20004,2020-01-09,02,15,17,27,32,33,03,27,15,02,32,17,33
473,20005,2020-01-12,11,16,17,22,26,32,04,22,11,26,32,16,17
472,20006,2020-01-14,03,04,05,10,16,32,09,10,04,05,16,03,32
471,20007,2020-01-16,05,12,17,20,25,31,10,17,25,20,12,31,05
470,20008,2020-01-19,01,04,06,10,11,28,16,10,01,11,06,28,04
469,20009,2020-01-21,03,06,08,14,19,26,12,08,06,14,19,26,03
468,20010,2020-03-12,11,14,22,27,31,32,09,14,22,32,11,31,27
467,20011,2020-03-15,04,05,07,17,18,29,01,07,05,04,29,17,18
466,20012,2020-03-17,04,13,14,23,26,31,09,31,14,23,04,26,13
465,20013,2020-03-19,02,08,10,20,21,30,14,08,20,30,02,21,10
464,20014,2020-03-22,02,07,08,10,12,16,07,12,02,08,10,07,16
463,20015,2020-03-24,08,09,22,24,30,33,01,09,08,30,22,24,33
462,20016,2020-03-26,05,06,08,17,24,27,07,17,08,24,06,05,27
461,20017,2020-03-29,02,04,07,15,20,27,04,07,27,15,04,20,02
460,20018,2020-03-31,05,07,08,11,17,22,13,07,05,11,17,22,08
459,20019,2020-04-02,15,19,27,28,30,33,03,28,19,27,33,30,15
458,20020,2020-04-05,01,06,09,13,15,22,14,13,01,09,06,15,22
457,20021,2020-04-07,02,06,14,16,27,31,07,16,27,02,14,31,06
456,20022,2020-04-09,02,10,20,22,25,30,02,10,20,02,22,25,30
455,20023,2020-04-12,04,05,20,21,30,33,08,30,33,04,20,05,21
454,20024,2020-04-14,10,13,27,28,29,31,08,10,28,13,27,31,29
453,20025,2020-04-16,01,09,10,15,20,29,02,15,20,29,01,09,10
452,20026,2020-04-19,01,04,09,18,19,31,06,31,19,01,09,04,18
451,20027,2020-04-21,12,13,14,24,25,28,06,25,14,24,12,28,13
450,20028,2020-04-23,05,06,15,18,26,32,08,32,15,05,06,18,26
449,20029,2020-04-26,01,12,18,20,30,32,05,12,01,18,20,30,32
448,20030,2020-04-28,17,18,21,29,30,32,03,18,30,29,17,21,32
447,20031,2020-04-30,02,05,09,15,16,27,09,09,16,05,15,02,27
446,20032,2020-05-03,03,11,13,14,15,26,13,15,13,14,03,11,26
445,20033,2020-05-05,07,10,12,21,31,32,01,12,07,10,32,21,31
444,20034,2020-05-07,02,08,15,16,26,32,03,32,08,16,26,02,15
443,20035,2020-05-10,10,14,24,25,28,33,11,14,25,33,28,10,24
442,20036,2020-05-12,07,09,16,22,24,32,06,22,32,09,07,16,24
441,20037,2020-05-14,01,04,11,13,17,24,15,01,17,24,04,13,11
440,20038,2020-05-17,01,06,07,18,23,24,15,24,01,18,23,06,07
439,20039,2020-05-19,02,09,10,11,16,29,02,29,02,16,10,09,11
438,20040,2020-05-21,01,06,12,16,19,21,04,19,12,06,21,16,01
437,20041,2020-05-24,06,07,16,22,24,25,13,22,07,25,06,24,16
436,20042,2020-05-26,02,06,07,11,14,31,03,07,02,31,11,14,06
435,20043,2020-05-28,01,11,24,25,27,30,07,24,30,01,11,25,27
434,20044,2020-05-31,07,08,16,17,19,24,07,08,24,17,07,16,19
433,20045,2020-06-02,02,03,15,21,22,33,16,33,02,03,22,21,15
432,20046,2020-06-04,13,19,25,26,27,32,08,26,32,27,13,25,19
431,20047,2020-06-07,04,10,17,19,28,32,01,32,10,28,19,17,04
430,20048,2020-06-09,12,14,18,23,30,32,02,30,32,23,18,14,12
429,20049,2020-06-11,01,07,09,12,18,22,04,22,01,12,18,09,07
428,20050,2020-06-14,04,09,17,20,32,33,15,09,04,32,17,20,33
427,20051,2020-06-16,03,06,08,11,19,28,08,03,08,06,28,11,19
426,20052,2020-06-18,02,08,13,29,32,33,15,29,13,33,02,32,08
425,20053,2020-06-21,02,14,15,16,32,33,01,14,16,32,15,33,02
424,20054,2020-06-23,03,10,19,25,26,31,02,31,25,03,26,10,19
423,20055,2020-06-25,01,05,07,23,28,30,12,05,23,07,01,28,30
422,20056,2020-06-28,02,05,08,12,26,31,14,31,08,05,02,12,26
421,20057,2020-06-30,09,14,21,23,26,32,03,14,26,23,09,21,32
420,20058,2020-07-02,01,03,11,12,19,26,07,11,01,03,12,26,19
419,20059,2020-07-05,02,04,10,17,22,25,14,10,25,17,04,02,22
418,20060,2020-07-07,05,09,14,20,24,30,08,05,14,09,24,30,20
417,20061,2020-07-09,08,17,24,26,27,31,04,27,31,24,26,17,08
416,20062,2020-07-12,10,14,17,22,26,27,05,22,17,10,26,27,14
415,20063,2020-07-14,12,15,16,22,29,32,14,29,15,12,22,16,32
414,20064,2020-07-16,01,03,07,21,27,32,01,03,32,21,01,27,07
413,20065,2020-07-19,09,15,18,21,23,26,08,23,21,15,26,09,18
412,20066,2020-07-21,02,09,13,17,26,28,07,17,26,28,09,13,02
411,20067,2020-07-23,04,07,09,23,27,30,08,23,04,30,09,07,27
410,20068,2020-07-26,12,16,21,26,27,32,10,26,12,32,21,16,27
409,20069,2020-07-28,03,09,10,13,18,26,04,03,09,13,18,10,26
408,20070,2020-07-30,01,02,04,06,19,21,15,04,21,02,01,06,19
407,20071,2020-08-02,09,11,12,13,22,23,08,12,09,22,23,11,13
406,20072,2020-08-04,06,08,10,15,17,26,04,10,26,17,15,06,08
405,20073,2020-08-06,05,07,11,13,27,29,03,29,05,13,07,27,11
404,20074,2020-08-09,04,08,09,13,19,33,12,04,19,09,33,08,13
403,20075,2020-08-11,03,11,13,20,24,30,16,30,11,13,03,20,24
402,20076,2020-08-13,10,15,16,18,20,27,06,10,18,27,16,15,20
401,20077,2020-08-16,03,10,16,21,25,27,12,03,21,27,25,10,16
400,20078,2020-08-18,03,11,14,16,21,32,04,16,11,21,32,14,03
399,20079,2020-08-20,05,12,20,21,22,29,14,20,21,12,22,29,05
398,20080,2020-08-23,14,15,18,22,31,33,01,18,33,31,14,15,22
397,20081,2020-08-25,01,05,13,14,27,33,15,01,13,14,05,27,33
396,20082,2020-08-27,02,08,11,17,21,30,09,11,30,21,17,02,08
395,20083,2020-08-30,01,19,25,26,30,31,12,01,31,26,30,19,25
394,20084,2020-09-01,03,07,16,17,23,30,07,07,03,17,16,23,30
393,20085,2020-09-03,01,02,05,09,19,24,16,19,01,24,02,09,05
392,20086,2020-09-06,02,04,06,15,24,27,06,24,02,27,06,15,04
391,20087,2020-09-08,11,15,20,23,25,33,10,33,23,15,20,25,11
