,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,红球_6 顺序
1894,10115,2010-10-03,01,22,24,25,29,33,15,22,01,24,29,33,25
1893,10116,2010-10-05,05,09,10,20,22,26,07,26,10,22,20,05,09
1892,10117,2010-10-07,01,08,20,22,24,28,01,08,24,28,01,22,20
1891,10118,2010-10-10,05,08,11,13,15,25,05,08,05,15,13,11,25
1890,10119,2010-10-12,07,17,25,27,30,31,09,31,25,27,30,17,07
1889,10120,2010-10-14,01,02,05,06,10,29,16,10,06,29,01,05,02
1888,10121,2010-10-17,08,11,13,18,25,30,15,08,30,18,13,25,11
1887,10122,2010-10-19,02,09,12,16,25,27,06,12,16,25,27,09,02
1886,10123,2010-10-21,06,12,15,18,29,32,10,18,29,06,32,12,15
1885,10124,2010-10-24,02,06,08,11,12,25,02,06,08,12,11,25,02
1884,10125,2010-10-26,06,07,13,23,28,29,09,23,28,07,13,06,29
1883,10126,2010-10-28,03,13,18,20,27,28,05,28,03,13,18,27,20
1882,10127,2010-10-31,01,04,08,17,25,33,01,17,04,25,08,33,01
1881,10128,2010-11-02,04,11,19,20,24,28,12,28,04,24,19,11,20
1880,10129,2010-11-04,04,08,14,25,28,32,16,32,14,04,08,28,25
1879,10130,2010-11-07,01,02,07,15,21,31,16,31,07,02,01,15,21
1878,10131,2010-11-09,05,06,15,16,19,26,06,15,16,06,26,05,19
1877,10132,2010-11-11,02,10,12,18,24,33,15,12,10,02,33,18,24
1876,10133,2010-11-14,03,09,17,21,26,32,01,32,17,09,03,21,26
1875,10134,2010-11-16,09,15,16,22,27,28,06,27,16,15,22,28,09
1874,10135,2010-11-18,04,10,13,25,26,30,10,04,10,13,26,30,25
1873,10136,2010-11-21,04,10,23,24,26,33,10,26,10,24,04,33,23
1872,10137,2010-11-23,07,09,10,13,19,33,06,33,13,09,19,10,07
1871,10138,2010-11-25,01,21,23,24,26,30,05,01,26,24,23,30,21
1870,10139,2010-11-28,11,13,18,20,26,31,09,26,18,11,31,20,13
1869,10140,2010-11-30,01,12,13,18,26,29,15,29,18,01,12,26,13
1868,10141,2010-12-02,02,03,07,18,23,27,06,23,03,07,02,27,18
1867,10142,2010-12-05,02,16,18,23,26,27,10,02,16,26,27,23,18
1866,10143,2010-12-07,09,16,18,26,30,31,14,16,30,09,18,26,31
1865,10144,2010-12-09,02,03,08,15,19,21,11,21,15,19,02,03,08
1864,10145,2010-12-12,03,21,24,27,28,31,08,27,03,31,24,21,28
1863,10146,2010-12-14,01,17,18,22,25,32,01,22,25,18,32,17,01
1862,10147,2010-12-16,02,08,15,18,24,30,03,08,30,18,24,02,15
1861,10148,2010-12-19,01,03,07,18,23,27,12,18,23,07,03,27,01
1860,10149,2010-12-21,02,07,08,16,25,30,09,07,25,16,02,08,30
1859,10150,2010-12-23,02,17,18,23,29,30,06,18,30,17,23,02,29
1858,10151,2010-12-26,02,13,14,17,19,26,14,02,13,14,17,19,26
1857,10152,2010-12-28,04,09,17,21,25,31,01,21,04,09,17,25,31
1856,10153,2010-12-30,03,06,12,19,30,31,13,06,30,19,03,12,31
1855,11001,2011-01-02,03,09,20,24,26,32,10,26,03,32,09,24,20
1854,11002,2011-01-04,06,08,12,17,28,33,05,28,06,17,12,08,33
1853,11003,2011-01-06,13,14,21,22,23,27,04,27,13,21,14,22,23
1852,11004,2011-01-09,04,06,08,10,13,26,05,13,06,26,10,08,04
1851,11005,2011-01-11,06,09,12,14,20,22,13,09,12,14,20,22,06
1850,11006,2011-01-13,01,03,05,13,16,18,05,01,13,18,03,05,16
1849,11007,2011-01-16,01,09,17,24,26,31,05,09,17,01,24,31,26
1848,11008,2011-01-18,10,12,13,17,24,31,15,31,24,10,12,13,17
1847,11009,2011-01-20,17,18,23,24,25,26,04,17,18,26,23,25,24
1846,11010,2011-01-23,01,04,05,09,15,19,13,15,09,01,19,04,05
1845,11011,2011-01-25,01,12,18,19,21,24,10,18,19,24,12,01,21
1844,11012,2011-01-27,07,08,11,13,15,26,13,11,26,07,13,08,15
1843,11013,2011-01-30,01,03,13,16,21,22,08,03,22,01,13,16,21
1842,11014,2011-02-01,05,07,10,11,23,26,16,26,07,23,05,11,10
1841,11015,2011-02-10,03,06,13,26,27,29,07,26,29,03,13,06,27
1840,11016,2011-02-13,03,04,16,17,22,29,13,17,16,22,03,04,29
1839,11017,2011-02-15,02,06,15,23,26,33,08,23,06,26,33,15,02
1838,11018,2011-02-17,13,15,18,28,30,33,01,15,28,30,13,33,18
1837,11019,2011-02-20,02,04,12,19,32,33,16,12,19,32,02,04,33
1836,11020,2011-02-22,12,16,17,19,24,30,05,19,16,24,17,30,12
1835,11021,2011-02-24,01,02,14,18,25,31,08,31,18,02,25,14,01
1834,11022,2011-02-27,02,07,14,16,17,21,05,16,21,02,17,07,14
1833,11023,2011-03-01,02,03,06,21,22,25,05,03,06,02,21,22,25
1832,11024,2011-03-03,05,07,10,19,26,31,14,31,10,19,26,05,07
1831,11025,2011-03-06,08,25,26,31,32,33,09,25,31,26,32,08,33
1830,11026,2011-03-08,07,08,17,19,21,26,12,19,17,08,26,07,21
1829,11027,2011-03-10,13,18,21,22,25,26,01,26,21,13,25,18,22
1828,11028,2011-03-13,01,04,05,14,16,17,01,16,05,17,14,04,01
1827,11029,2011-03-15,01,04,09,10,20,31,07,10,01,31,04,20,09
1826,11030,2011-03-17,02,09,19,24,25,33,10,09,33,25,24,19,02
1825,11031,2011-03-20,16,17,24,28,29,32,12,29,28,24,32,17,16
1824,11032,2011-03-22,03,05,07,13,14,15,15,05,15,14,07,13,03
1823,11033,2011-03-24,02,08,12,13,19,29,04,08,13,29,12,19,02
1822,11034,2011-03-27,13,14,17,19,24,31,08,13,19,31,24,17,14
1821,11035,2011-03-29,13,14,18,20,27,31,02,18,13,27,31,20,14
1820,11036,2011-03-31,02,11,20,22,24,31,05,24,02,22,20,11,31
1819,11037,2011-04-03,01,03,04,06,17,25,11,06,25,04,03,17,01
1818,11038,2011-04-05,02,14,15,19,23,24,12,02,23,24,19,15,14
1817,11039,2011-04-07,03,07,10,16,24,29,13,03,10,24,16,07,29
1816,11040,2011-04-10,05,11,14,24,26,28,13,11,05,28,14,24,26
1815,11041,2011-04-12,04,10,12,13,30,32,13,13,12,10,04,32,30
1814,11042,2011-04-14,05,13,15,17,19,21,15,13,19,05,17,15,21
1813,11043,2011-04-17,04,13,14,17,25,31,04,25,14,31,04,13,17
1812,11044,2011-04-19,03,14,16,26,27,31,09,16,27,26,31,14,03
1811,11045,2011-04-21,02,16,17,20,26,32,08,17,32,26,16,20,02
1810,11046,2011-04-24,09,17,18,26,29,30,08,30,29,17,18,09,26
1809,11047,2011-04-26,04,13,23,25,27,33,14,13,25,23,04,33,27
1808,11048,2011-04-28,10,14,18,25,26,27,15,18,10,25,14,26,27
1807,11049,2011-05-01,01,11,17,18,27,31,14,31,11,01,27,17,18
1806,11050,2011-05-03,04,05,19,22,28,29,15,19,28,05,22,04,29
1805,11051,2011-05-05,01,07,11,14,15,16,14,11,01,16,07,14,15
1804,11052,2011-05-08,04,05,08,19,27,28,08,05,19,28,04,08,27
1803,11053,2011-05-10,03,06,10,12,22,30,15,22,03,30,12,06,10
1802,11054,2011-05-12,08,11,16,17,22,33,08,22,33,08,17,16,11
1801,11055,2011-05-15,08,13,16,17,29,32,16,29,13,17,16,08,32
1800,11056,2011-05-17,13,16,19,20,23,25,10,16,25,20,23,19,13
1799,11057,2011-05-19,04,06,20,21,26,33,02,33,21,06,04,26,20
1798,11058,2011-05-22,07,18,22,30,32,33,06,32,18,07,30,22,33
1797,11059,2011-05-24,24,26,27,29,31,33,16,29,27,33,31,24,26
1796,11060,2011-05-26,10,11,13,21,27,31,01,27,10,21,11,31,13
1795,11061,2011-05-29,02,03,08,13,19,21,03,19,03,08,21,02,13
1794,11062,2011-05-31,04,08,09,10,29,30,03,04,29,10,08,09,30
1793,11063,2011-06-02,04,06,13,15,18,19,05,19,15,18,13,04,06
1792,11064,2011-06-05,03,06,07,29,30,33,02,06,29,30,07,03,33
1791,11065,2011-06-07,04,16,23,25,27,29,03,16,29,25,04,27,23
1790,11066,2011-06-09,04,06,14,17,30,32,12,30,14,32,04,17,06
1789,11067,2011-06-12,17,19,20,24,25,27,12,24,19,27,17,20,25
1788,11068,2011-06-14,03,07,10,15,19,24,10,15,10,19,24,03,07
1787,11069,2011-06-16,02,13,16,18,24,30,12,30,24,02,18,13,16
1786,11070,2011-06-19,01,03,05,12,21,28,12,21,12,03,01,05,28
1785,11071,2011-06-21,01,02,15,22,28,30,02,28,15,30,02,01,22
1784,11072,2011-06-23,01,06,10,11,18,27,12,18,10,06,01,27,11
1783,11073,2011-06-26,03,04,05,12,17,21,14,21,05,04,12,03,17
1782,11074,2011-06-28,02,21,26,28,29,32,01,26,32,21,28,29,02
1781,11075,2011-06-30,07,09,10,12,31,32,13,09,32,12,31,07,10
1780,11076,2011-07-03,06,19,21,26,32,33,13,33,26,32,19,06,21
1779,11077,2011-07-05,01,07,08,15,26,29,10,07,26,15,29,01,08
1778,11078,2011-07-07,03,05,13,20,22,29,09,05,13,20,22,29,03
1777,11079,2011-07-10,03,14,15,16,24,29,05,15,29,16,03,24,14
1776,11080,2011-07-12,02,07,09,25,31,32,09,07,32,31,02,09,25
1775,11081,2011-07-14,06,14,19,23,25,32,12,23,25,32,14,19,06
1774,11082,2011-07-17,07,16,17,20,25,26,04,26,25,20,16,07,17
1773,11083,2011-07-19,07,16,18,24,28,29,06,07,28,29,16,18,24
1772,11084,2011-07-21,09,10,12,16,18,32,15,32,12,16,18,10,09
1771,11085,2011-07-24,03,06,11,21,24,31,10,03,24,11,06,31,21
1770,11086,2011-07-26,06,07,09,12,17,24,09,12,24,06,17,09,07
1769,11087,2011-07-28,02,03,04,05,18,28,01,05,18,04,03,02,28
1768,11088,2011-07-31,03,09,17,20,21,29,04,20,17,09,03,29,21
1767,11089,2011-08-02,01,02,11,24,29,30,12,24,11,29,30,02,01
1766,11090,2011-08-04,02,05,14,18,21,25,16,25,18,05,02,21,14
1765,11091,2011-08-07,09,15,21,23,28,30,03,28,21,09,30,23,15
1764,11092,2011-08-09,05,10,17,26,31,32,04,17,32,31,05,10,26
1763,11093,2011-08-11,04,07,11,13,23,30,09,23,13,11,04,30,07
1762,11094,2011-08-14,09,11,12,17,18,19,05,11,09,12,19,18,17
1761,11095,2011-08-16,03,07,08,10,23,24,05,07,03,10,24,08,23
1760,11096,2011-08-18,01,04,07,13,14,19,15,14,13,04,19,01,07
1759,11097,2011-08-21,09,17,19,20,21,26,16,26,20,09,17,21,19
1758,11098,2011-08-23,03,07,20,21,22,32,05,21,03,07,22,32,20
1757,11099,2011-08-25,10,12,13,21,26,27,14,26,21,27,12,10,13
1756,11100,2011-08-28,07,11,21,23,31,32,05,23,21,07,31,11,32
1755,11101,2011-08-30,06,10,19,23,29,31,06,10,23,29,06,31,19
1754,11102,2011-09-01,01,05,13,21,27,31,11,21,05,31,13,01,27
1753,11103,2011-09-04,04,05,10,13,15,16,12,05,15,10,16,04,13
1752,11104,2011-09-06,09,10,16,20,25,29,09,09,10,29,20,16,25
1751,11105,2011-09-08,04,06,23,25,27,28,01,04,06,23,28,27,25
1750,11106,2011-09-11,02,11,12,14,24,32,14,02,11,12,14,24,32
1749,11107,2011-09-13,04,09,16,17,22,29,15,04,22,16,17,09,29
1748,11108,2011-09-15,02,17,22,26,29,33,10,02,22,26,17,29,33
1747,11109,2011-09-18,01,03,09,15,16,33,15,16,33,01,03,15,09
1746,11110,2011-09-20,12,14,21,26,28,33,12,33,26,21,28,12,14
1745,11111,2011-09-22,01,03,05,20,25,27,04,01,05,03,20,25,27
1744,11112,2011-09-25,03,05,16,18,23,24,15,03,05,16,18,23,24
1743,11113,2011-09-27,06,10,11,25,32,33,05,33,25,06,11,32,10
1742,11114,2011-09-29,01,14,15,16,30,32,09,14,16,15,30,32,01
1741,11115,2011-10-02,07,08,09,12,17,33,16,17,33,09,07,12,08
1740,11116,2011-10-04,01,07,11,12,17,27,05,27,12,01,07,17,11
1739,11117,2011-10-06,08,10,19,26,28,30,04,08,19,26,10,30,28
1738,11118,2011-10-09,05,06,11,14,20,21,10,06,14,11,21,05,20
1737,11119,2011-10-11,09,12,14,19,28,32,01,12,09,32,14,19,28
1736,11120,2011-10-13,04,14,17,28,30,33,07,30,28,17,14,33,04
1735,11121,2011-10-16,04,14,22,25,32,33,02,14,04,22,33,32,25
1734,11122,2011-10-18,10,12,18,26,27,31,03,27,31,12,18,26,10
1733,11123,2011-10-20,01,04,05,14,19,28,16,19,14,04,28,05,01
1732,11124,2011-10-23,09,18,19,26,31,32,16,19,09,31,26,18,32
1731,11125,2011-10-25,03,10,15,24,27,32,08,15,32,24,27,03,10
1730,11126,2011-10-27,03,07,13,18,23,26,16,26,13,18,07,03,23
1729,11127,2011-10-30,16,19,22,23,27,29,11,23,22,16,19,29,27
1728,11128,2011-11-01,09,11,14,17,19,23,12,19,23,14,09,11,17
1727,11129,2011-11-03,07,10,11,21,23,26,06,23,26,10,21,11,07
1726,11130,2011-11-06,07,14,18,23,25,32,15,32,18,23,14,25,07
1725,11131,2011-11-08,02,07,09,17,21,25,01,17,21,02,07,09,25
1724,11132,2011-11-10,02,05,12,13,25,33,07,25,05,12,13,02,33
1723,11133,2011-11-13,12,14,20,21,25,31,16,14,21,20,25,31,12
1722,11134,2011-11-15,01,02,06,07,30,31,10,07,06,30,31,02,01
1721,11135,2011-11-17,12,13,17,20,25,26,12,17,20,25,12,26,13
1720,11136,2011-11-20,02,04,06,20,22,31,07,06,02,31,22,20,04
1719,11137,2011-11-22,02,11,18,23,30,33,13,30,11,18,02,33,23
1718,11138,2011-11-24,01,05,15,24,28,32,07,28,15,32,01,05,24
1717,11139,2011-11-27,08,20,24,27,30,31,03,27,08,30,24,20,31
1716,11140,2011-11-29,04,18,20,22,27,29,06,04,18,27,29,20,22
1715,11141,2011-12-01,02,04,06,19,24,29,11,02,29,19,06,04,24
1714,11142,2011-12-04,12,15,16,26,29,31,02,31,16,29,15,12,26
1713,11143,2011-12-06,07,08,12,14,15,30,16,08,07,14,12,15,30
1712,11144,2011-12-08,01,02,09,10,16,24,03,01,02,16,10,09,24
1711,11145,2011-12-11,02,04,14,15,26,30,04,04,02,14,15,30,26
1710,11146,2011-12-13,11,23,26,28,32,33,10,23,33,26,11,28,32
1709,11147,2011-12-15,04,08,12,17,18,30,10,08,18,30,04,12,17
1708,11148,2011-12-18,05,14,22,23,25,26,14,26,23,22,25,05,14
1707,11149,2011-12-20,04,05,06,07,23,31,16,05,31,06,23,04,07
1706,11150,2011-12-22,08,10,12,15,22,27,13,08,10,27,22,12,15
1705,11151,2011-12-25,07,11,16,19,31,33,10,31,07,11,16,33,19
1704,11152,2011-12-27,04,10,11,12,21,26,13,12,04,26,11,21,10
1703,11153,2011-12-29,05,08,09,10,20,25,13,10,25,05,09,08,20
1702,12001,2012-01-01,01,04,05,09,15,17,06,04,05,15,01,09,17
1701,12002,2012-01-03,02,03,07,09,10,32,13,32,03,07,02,10,09
1700,12003,2012-01-05,03,06,08,24,29,31,09,24,08,06,31,03,29
1699,12004,2012-01-08,01,05,10,11,21,23,16,01,11,23,10,05,21
1698,12005,2012-01-10,07,09,18,27,31,33,06,07,31,27,33,18,09
1697,12006,2012-01-12,02,22,25,29,32,33,08,22,25,02,29,32,33
1696,12007,2012-01-15,10,17,19,27,28,32,04,19,32,28,17,10,27
1695,12008,2012-01-17,01,12,20,23,24,29,08,29,20,01,12,23,24
1694,12009,2012-01-19,04,16,24,26,27,33,11,27,24,16,04,33,26
1693,12010,2012-01-29,01,03,13,19,25,26,10,13,03,25,19,01,26
1692,12011,2012-01-31,04,14,15,16,20,26,05,14,15,20,26,16,04
1691,12012,2012-02-02,15,17,18,20,23,27,01,15,17,27,18,23,20
1690,12013,2012-02-05,06,08,24,29,30,32,13,24,06,30,08,32,29
1689,12014,2012-02-07,01,02,05,16,28,30,12,01,05,28,30,02,16
1688,12015,2012-02-09,01,03,06,10,21,23,15,03,01,21,10,23,06
1687,12016,2012-02-12,02,05,12,17,22,25,08,22,17,12,25,02,05
1686,12017,2012-02-14,06,09,14,19,25,28,10,28,25,19,09,06,14
1685,12018,2012-02-16,03,05,06,22,26,32,15,22,26,05,32,06,03
1684,12019,2012-02-19,07,14,18,20,22,30,16,30,22,07,20,18,14
1683,12020,2012-02-21,03,08,12,18,23,29,11,12,03,23,29,18,08
1682,12021,2012-02-23,01,15,16,18,22,30,03,01,18,30,22,15,16
1681,12022,2012-02-26,04,08,12,24,26,27,04,26,08,12,27,24,04
1680,12023,2012-02-28,05,09,15,23,24,33,02,09,15,23,33,05,24
1679,12024,2012-03-01,04,12,19,21,25,28,13,25,28,04,12,19,21
1678,12025,2012-03-04,03,08,09,17,25,27,06,25,03,09,27,08,17
1677,12026,2012-03-06,03,07,09,15,24,25,16,03,25,15,09,24,07
1676,12027,2012-03-08,04,16,22,25,30,31,12,25,30,22,31,16,04
1675,12028,2012-03-11,10,15,20,21,28,30,11,30,15,10,28,21,20
1674,12029,2012-03-13,04,07,15,25,26,28,03,07,25,26,15,04,28
1673,12030,2012-03-15,09,10,17,18,21,31,08,18,21,31,10,09,17
1672,12031,2012-03-18,04,16,22,24,27,31,03,22,04,24,31,27,16
1671,12032,2012-03-20,01,02,10,17,22,24,04,02,24,10,22,17,01
1670,12033,2012-03-22,02,03,15,16,17,27,04,27,16,03,17,15,02
1669,12034,2012-03-25,02,03,08,23,32,33,16,02,23,33,03,08,32
1668,12035,2012-03-27,09,11,12,21,24,26,05,24,12,11,21,26,09
1667,12036,2012-03-29,02,11,13,18,19,26,09,02,19,26,11,18,13
1666,12037,2012-04-01,05,14,19,24,28,33,09,24,19,14,05,28,33
1665,12038,2012-04-03,09,10,11,15,19,33,16,15,19,11,09,33,10
1664,12039,2012-04-05,01,02,05,13,22,29,08,02,22,01,29,13,05
1663,12040,2012-04-08,03,08,09,22,25,31,10,22,09,31,08,25,03
1662,12041,2012-04-10,08,11,15,20,24,32,02,20,24,08,32,11,15
1661,12042,2012-04-12,05,06,11,19,24,28,16,05,06,19,24,28,11
1660,12043,2012-04-15,02,09,11,21,26,33,03,02,11,33,26,09,21
1659,12044,2012-04-17,06,09,10,14,22,25,03,09,06,25,10,14,22
1658,12045,2012-04-19,08,11,20,21,27,30,09,21,20,27,08,30,11
1657,12046,2012-04-22,04,12,19,20,23,33,06,20,33,19,04,12,23
1656,12047,2012-04-24,06,07,11,16,32,33,11,06,33,11,07,32,16
1655,12048,2012-04-26,01,05,14,22,24,30,10,30,05,01,14,24,22
1654,12049,2012-04-29,04,12,13,19,20,32,02,20,19,04,12,13,32
1653,12050,2012-05-01,07,13,15,17,19,24,11,15,07,13,17,24,19
1652,12051,2012-05-03,02,12,14,17,30,31,09,02,14,17,12,30,31
1651,12052,2012-05-06,02,03,05,06,20,24,04,03,05,20,06,24,02
1650,12053,2012-05-08,04,15,22,25,27,33,04,33,25,04,22,27,15
1649,12054,2012-05-10,06,14,18,20,30,33,14,14,20,18,30,33,06
1648,12055,2012-05-13,04,06,13,20,24,28,01,06,24,28,04,13,20
1647,12056,2012-05-15,04,07,14,17,26,31,10,04,14,26,31,17,07
1646,12057,2012-05-17,03,05,19,21,27,31,04,21,31,27,03,05,19
1645,12058,2012-05-20,03,06,15,20,25,26,04,20,26,25,03,06,15
1644,12059,2012-05-22,04,13,21,22,26,31,01,21,13,26,04,22,31
1643,12060,2012-05-24,07,10,13,16,17,29,01,17,16,29,07,10,13
1642,12061,2012-05-27,03,08,11,12,14,18,14,03,18,11,08,14,12
1641,12062,2012-05-29,02,13,16,17,20,31,07,02,31,17,16,20,13
1640,12063,2012-05-31,02,10,17,19,24,27,12,24,17,10,02,19,27
1639,12064,2012-06-03,05,10,11,16,23,24,11,23,10,16,24,11,05
1638,12065,2012-06-05,08,10,18,19,27,31,14,19,08,27,10,18,31
1637,12066,2012-06-07,01,02,09,26,29,33,12,01,26,29,02,09,33
1636,12067,2012-06-10,04,05,10,21,26,30,16,04,26,30,10,21,05
1635,12068,2012-06-12,05,17,22,26,32,33,10,32,22,17,05,26,33
1634,12069,2012-06-14,08,10,11,18,20,29,06,20,11,18,10,29,08
1633,12070,2012-06-17,02,03,04,24,31,32,11,04,02,31,32,24,03
1632,12071,2012-06-19,03,04,19,21,22,23,08,21,19,23,22,03,04
1631,12072,2012-06-21,02,03,07,09,13,30,06,02,03,13,30,07,09
1630,12073,2012-06-24,04,07,09,10,17,27,05,27,17,07,09,10,04
1629,12074,2012-06-26,15,16,18,19,28,32,08,32,16,28,19,18,15
1628,12075,2012-06-28,04,06,22,23,29,32,11,06,23,04,32,29,22
1627,12076,2012-07-01,11,18,22,27,29,30,15,29,22,11,18,30,27
1626,12077,2012-07-03,02,04,13,18,26,28,12,26,28,02,18,13,04
1625,12078,2012-07-05,08,15,22,24,28,33,12,15,24,08,22,28,33
1624,12079,2012-07-08,06,07,12,24,30,33,12,33,24,06,12,30,07
1623,12080,2012-07-10,04,09,14,15,16,27,03,09,15,14,04,16,27
1622,12081,2012-07-12,02,05,10,24,25,29,06,29,05,25,02,24,10
1621,12082,2012-07-15,02,04,11,18,22,29,06,22,11,04,29,18,02
1620,12083,2012-07-17,04,09,14,15,26,33,04,04,33,15,14,26,09
1619,12084,2012-07-19,02,10,20,26,28,29,14,02,28,26,20,29,10
1618,12085,2012-07-22,05,17,24,30,31,33,05,24,17,30,05,33,31
1617,12086,2012-07-24,08,09,13,15,22,23,08,09,08,23,15,13,22
1616,12087,2012-07-26,03,10,11,13,14,22,09,13,14,11,10,03,22
1615,12088,2012-07-29,03,05,23,24,27,31,15,23,03,24,27,05,31
1614,12089,2012-07-31,03,07,10,13,14,25,11,25,03,13,14,10,07
1613,12090,2012-08-02,02,13,20,25,29,30,11,20,30,25,02,29,13
1612,12091,2012-08-05,01,05,07,08,19,21,16,07,05,21,19,08,01
1611,12092,2012-08-07,06,13,17,18,28,32,03,17,18,32,28,06,13
1610,12093,2012-08-09,03,05,19,21,24,33,13,19,24,33,21,03,05
1609,12094,2012-08-12,06,09,14,16,23,33,15,14,09,33,23,16,06
1608,12095,2012-08-14,17,24,27,28,29,30,02,24,29,17,27,28,30
1607,12096,2012-08-16,04,07,11,16,29,33,07,07,29,11,16,33,04
1606,12097,2012-08-19,05,08,13,14,19,22,06,14,13,08,22,19,05
1605,12098,2012-08-21,02,12,19,26,29,31,09,12,31,19,26,29,02
1604,12099,2012-08-23,08,12,15,16,21,27,16,21,08,27,16,15,12
1603,12100,2012-08-26,05,07,15,18,25,33,10,33,15,05,07,25,18
1602,12101,2012-08-28,09,12,17,18,20,33,02,33,12,09,17,18,20
1601,12102,2012-08-30,13,25,27,28,29,30,15,13,25,30,27,29,28
1600,12103,2012-09-02,04,09,11,14,32,33,02,09,04,14,11,33,32
1599,12104,2012-09-04,04,05,09,10,19,28,03,28,19,09,05,04,10
1598,12105,2012-09-06,06,13,14,15,17,30,04,17,06,13,15,14,30
1597,12106,2012-09-09,13,14,20,22,23,32,16,32,13,22,20,14,23
1596,12107,2012-09-11,11,12,15,24,25,31,09,31,15,11,25,24,12
1595,12108,2012-09-13,01,09,12,13,19,28,13,13,12,19,01,09,28
1594,12109,2012-09-16,02,12,24,26,29,31,03,29,12,31,02,26,24
1593,12110,2012-09-18,03,07,10,13,22,32,09,07,03,13,10,32,22
1592,12111,2012-09-20,02,09,10,20,22,31,13,10,31,09,20,22,02
1591,12112,2012-09-23,08,15,20,21,27,31,06,15,31,20,21,27,08
1590,12113,2012-09-25,03,06,09,13,18,32,06,06,09,18,03,32,13
1589,12114,2012-09-27,01,06,11,26,27,29,15,29,06,11,26,27,01
1588,12115,2012-09-30,03,08,20,24,26,32,14,03,32,24,20,26,08
1587,12116,2012-10-02,03,21,26,29,31,32,03,31,29,32,21,03,26
1586,12117,2012-10-04,13,15,18,20,24,28,09,24,15,18,20,28,13
1585,12118,2012-10-07,05,06,07,12,15,28,11,06,12,05,15,07,28
1584,12119,2012-10-09,12,20,25,26,27,28,13,12,20,27,25,26,28
1583,12120,2012-10-11,01,04,20,24,28,29,16,01,04,20,24,28,29
1582,12121,2012-10-14,01,07,08,20,23,24,11,01,20,07,24,08,23
1581,12122,2012-10-16,12,13,19,22,28,29,11,19,29,12,22,28,13
1580,12123,2012-10-18,08,10,16,25,28,33,09,10,08,25,16,28,33
1579,12124,2012-10-21,06,07,21,25,27,33,11,07,33,21,27,06,25
1578,12125,2012-10-23,08,12,13,26,29,33,01,12,13,26,29,08,33
1577,12126,2012-10-25,03,05,12,15,23,24,07,12,24,05,23,15,03
1576,12127,2012-10-28,01,09,11,21,26,32,08,26,09,11,21,32,01
1575,12128,2012-10-30,05,09,12,29,30,31,05,30,12,05,09,31,29
1574,12129,2012-11-01,01,07,09,17,21,29,01,21,01,07,09,17,29
1573,12130,2012-11-04,01,03,15,20,22,31,03,20,15,22,31,01,03
1572,12131,2012-11-06,06,18,19,26,28,32,12,06,19,32,28,26,18
1571,12132,2012-11-08,07,12,16,17,21,25,10,16,25,07,12,17,21
1570,12133,2012-11-11,01,08,11,20,21,29,02,20,01,29,21,08,11
1569,12134,2012-11-13,02,05,06,07,13,23,15,05,07,13,06,23,02
1568,12135,2012-11-15,02,05,07,08,11,17,16,02,08,11,17,07,05
1567,12136,2012-11-18,02,07,08,17,21,28,11,07,21,28,17,02,08
1566,12137,2012-11-20,01,02,04,06,13,17,07,01,13,17,02,04,06
1565,12138,2012-11-22,01,07,16,17,19,21,14,07,16,21,17,01,19
1564,12139,2012-11-25,08,19,21,24,28,31,15,08,24,21,31,28,19
1563,12140,2012-11-27,14,18,27,30,31,33,15,31,30,33,14,27,18
1562,12141,2012-11-29,03,05,08,19,20,27,09,20,08,05,03,27,19
1561,12142,2012-12-02,05,18,22,28,29,31,06,31,22,05,29,18,28
1560,12143,2012-12-04,07,08,18,25,30,32,06,08,25,07,30,18,32
1559,12144,2012-12-06,03,10,12,13,27,30,04,03,10,13,30,12,27
1558,12145,2012-12-09,05,20,26,27,28,33,03,05,28,26,27,20,33
1557,12146,2012-12-11,01,05,07,13,29,32,13,07,05,32,01,29,13
1556,12147,2012-12-13,02,12,15,23,24,32,09,24,15,23,32,02,12
1555,12148,2012-12-16,03,06,11,17,21,31,07,03,21,06,11,31,17
1554,12149,2012-12-18,01,05,13,25,26,32,13,26,25,32,01,13,05
1553,12150,2012-12-20,09,11,17,23,24,26,07,17,23,24,09,26,11
1552,12151,2012-12-23,05,14,24,25,26,32,01,25,24,32,14,26,05
1551,12152,2012-12-25,10,12,18,22,28,29,07,28,10,29,12,18,22
1550,12153,2012-12-27,04,05,11,21,27,28,10,21,11,04,05,28,27
1549,12154,2012-12-30,05,07,12,16,28,32,04,05,16,12,32,28,07
1548,13001,2013-01-01,06,08,14,15,24,25,06,06,15,25,08,24,14
1547,13002,2013-01-03,01,16,18,22,28,30,12,16,30,01,22,28,18
1546,13003,2013-01-06,22,23,26,27,28,33,09,22,28,23,26,33,27
1545,13004,2013-01-08,06,10,16,20,27,32,08,10,27,06,16,20,32
1544,13005,2013-01-10,01,13,14,25,31,32,12,01,25,32,13,31,14
1543,13006,2013-01-13,09,10,13,17,22,30,13,22,13,30,09,10,17
1542,13007,2013-01-15,02,09,15,22,26,32,01,32,02,15,26,09,22
1541,13008,2013-01-17,03,08,17,21,25,32,15,17,32,03,25,08,21
1540,13009,2013-01-20,01,04,09,13,16,23,02,04,16,23,01,13,09
1539,13010,2013-01-22,01,09,11,17,32,33,12,32,01,09,17,33,11
