,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,红球_6 顺序,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
114,22080,2022-07-14,05,12,15,17,18,27,04,17,18,12,15,27,05,"1,986,021,667",9,"6,967,330",129,"171,569","342,797,508",94,15.67,34,4,2,2,1,0,3,3,0,4,7,1,1,22,9,2,2,1
115,22079,2022-07-12,01,09,15,17,22,23,16,17,15,09,23,01,22,"1,982,330,237",2,"10,000,000",68,"408,297","341,273,762",87,14.50,27,5,1,4,3,0,3,3,0,6,6,1,1,22,8,1,3,0
116,22078,2022-07-10,01,04,05,15,17,31,09,17,01,04,31,05,15,"1,919,037,561",6,"7,387,658",69,"259,528","366,650,644",73,12.17,23,5,1,4,3,0,2,4,-2,4,8,1,1,30,14,0,1,2
117,22077,2022-07-07,03,17,18,19,20,27,16,27,19,17,18,20,03,"1,909,641,199",14,"6,273,517",186,"119,820","345,118,818",104,17.33,34,4,2,2,1,0,5,1,4,5,7,3,1,24,14,0,0,0
118,22076,2022-07-05,08,09,10,13,24,29,02,29,09,13,10,24,08,"1,930,610,784",14,"6,399,054",142,"172,418","342,718,328",93,15.50,33,3,3,0,0,0,2,4,-2,5,7,2,1,21,11,0,0,2
119,22075,2022-07-03,01,02,04,25,26,30,10,01,02,26,25,30,04,"1,946,747,172",6,"7,912,531",78,"280,051","379,959,636",88,14.67,18,2,4,-2,0,2,3,3,0,6,8,2,2,29,21,0,0,2
120,22074,2022-06-30,05,07,15,19,29,33,15,29,33,15,19,07,05,"1,928,690,407",6,"8,413,181",131,"195,411","354,915,638",108,18.00,38,6,0,6,5,0,3,3,0,4,6,0,0,28,10,0,2,3
121,22073,2022-06-28,06,10,14,15,26,29,12,29,10,26,14,15,06,"1,902,372,906",6,"8,211,585",141,"170,828","352,213,628",100,16.67,30,2,4,-2,0,2,2,4,-2,5,9,1,1,23,11,0,2,3
122,22072,2022-06-26,05,14,15,16,18,32,12,14,05,15,32,18,16,"1,879,381,753",7,"7,505,272",95,"230,748","385,506,202",100,16.67,30,2,4,-2,0,2,2,4,-2,5,8,2,1,27,14,1,2,4
123,22071,2022-06-23,04,07,15,18,29,33,01,29,07,04,18,15,33,"1,866,155,263",8,"7,659,663",141,"188,628","354,289,328",106,17.67,36,4,2,2,2,0,3,3,0,6,6,0,0,29,11,2,2,2
124,22070,2022-06-21,04,06,09,27,28,33,02,28,04,33,09,27,06,"1,847,642,672",9,"7,137,010",226,"106,377","356,598,990",107,17.83,37,3,3,0,1,1,3,3,0,6,8,1,1,29,18,0,1,3
125,22069,2022-06-19,06,07,13,19,26,29,08,29,07,19,26,13,06,"1,839,751,672",20,"5,516,327",216,"59,760","380,359,658",100,16.67,40,4,2,2,2,0,3,3,0,4,7,1,1,23,7,2,3,2
126,22068,2022-06-16,07,12,15,24,26,29,06,29,26,07,12,15,24,"1,911,353,650",7,"7,414,434",170,"124,272","354,071,622",113,18.83,33,3,3,0,0,1,3,3,0,6,6,0,0,22,9,2,2,1
127,22067,2022-06-14,01,05,13,21,26,29,15,13,01,05,26,29,21,"1,899,875,782",10,"6,787,147",147,"151,968","347,891,686",95,15.83,25,5,1,4,3,0,3,3,0,5,7,0,0,28,8,0,0,5
128,22066,2022-06-12,06,11,14,20,27,30,09,14,20,11,27,30,06,"1,900,729,226",33,"5,152,928",281,"22,449","370,987,262",108,18.00,18,2,4,-2,0,1,3,3,0,5,8,0,0,24,7,0,1,2
129,22065,2022-06-09,09,14,18,23,28,31,02,23,09,18,31,28,14,"2,051,850,948",4,"9,202,821",143,"146,951","348,395,414",123,20.50,33,3,3,0,0,1,4,2,2,5,6,0,0,22,5,1,1,2
130,22064,2022-06-07,04,06,12,13,17,31,16,31,13,17,12,06,04,"2,025,619,908",12,"6,498,426",81,"277,486","340,689,068",83,13.83,23,3,3,0,2,2,2,4,-2,6,10,1,1,27,14,1,3,0
131,22063,2022-06-05,06,08,09,17,22,31,11,09,22,31,17,06,08,"2,036,171,824",20,"5,417,818",181,"57,709","360,023,818",93,15.50,33,3,3,0,1,1,3,3,0,6,8,1,1,25,9,0,0,2
132,22062,2022-06-02,16,18,20,21,23,33,05,23,33,16,18,20,21,"2,113,191,829",5,"8,563,331",69,"322,765","329,515,310",131,21.83,21,3,3,0,2,2,5,1,4,5,6,1,1,17,10,1,3,0
133,22061,2022-05-31,01,03,16,18,29,33,06,01,18,29,16,33,03,"2,089,196,019",3,"10,000,000",64,"389,348","331,252,342",100,16.67,30,4,2,2,2,1,3,3,0,5,5,0,0,32,13,0,2,3
134,22060,2022-05-29,16,18,19,24,28,32,01,18,32,24,19,16,28,"2,044,441,141",3,"10,000,000",80,"370,919","361,140,396",137,22.83,37,1,5,-4,0,3,5,1,4,5,8,1,1,16,5,0,2,4
135,22059,2022-05-26,06,09,18,19,29,33,06,18,09,06,29,33,19,"1,985,420,373",20,"5,714,126",216,"82,653","340,378,840",114,19.00,44,4,2,2,2,0,4,2,2,4,9,1,1,27,10,2,2,0
136,22058,2022-05-24,06,13,14,23,31,33,01,23,33,06,14,31,13,"2,046,143,432",10,"6,841,671",126,"182,705","336,926,030",120,20.00,20,4,2,2,2,0,3,3,0,4,7,1,1,27,9,1,1,3
137,22057,2022-05-22,12,15,20,26,30,33,16,15,30,33,12,20,26,"2,045,497,453",3,"10,000,000",78,"304,574","378,857,894",136,22.67,16,2,4,-2,0,2,4,2,2,5,8,0,0,21,6,0,1,2
138,22056,2022-05-19,01,06,11,14,17,26,15,01,17,14,06,11,26,"2,004,226,992",6,"8,799,261",162,"175,891","352,329,270",75,12.50,25,3,3,0,0,0,2,4,-2,4,8,0,0,25,9,0,1,1
139,22055,2022-05-17,02,04,09,26,28,33,03,02,09,28,33,04,26,"1,971,539,174",4,"9,562,440",77,"296,262","350,153,658",102,17.00,32,2,4,-2,0,2,3,3,0,6,5,0,0,31,17,2,2,3
140,22054,2022-05-15,08,12,21,27,28,33,11,08,27,21,28,12,33,"1,941,352,325",21,"5,000,000",92,"6,000","391,678,014",129,21.50,29,3,3,0,1,1,4,2,2,5,9,1,1,25,9,1,2,1
141,22053,2022-05-12,10,14,18,23,27,33,15,18,10,14,27,33,23,"2,046,352,325",4,"10,000,000",81,"366,853","356,510,652",125,20.83,25,3,3,0,2,2,4,2,2,5,6,0,0,23,6,0,1,2
142,22052,2022-05-10,07,24,27,29,31,32,15,32,27,31,07,24,29,"1,997,206,997",4,"10,000,000",61,"467,706","359,187,786",150,25.00,30,4,2,2,2,0,5,1,4,5,7,1,1,25,17,0,0,1
143,22051,2022-05-08,02,05,11,17,21,33,01,05,21,17,11,33,02,"1,951,616,776",5,"9,343,551",114,"238,133","389,679,034",89,14.83,19,5,1,4,4,0,3,3,0,5,7,0,0,31,12,2,2,1
144,22050,2022-05-05,03,05,08,14,27,33,08,14,27,08,33,05,03,"1,916,892,944",16,"6,080,345",141,"153,240","363,371,278",90,15.00,30,4,2,2,2,1,2,4,-2,5,8,0,0,30,13,0,0,4
145,22049,2022-05-03,02,04,07,18,25,26,10,02,04,25,07,26,18,"1,949,357,745",0,0,127,"175,848","337,463,590",82,13.67,32,2,4,-2,0,1,3,3,0,6,10,1,1,24,11,0,2,3
146,22048,2022-05-01,05,07,17,20,26,31,14,07,20,31,26,05,17,"1,882,359,418",4,"10,000,000",180,"165,454","357,972,850",106,17.67,26,4,2,2,2,1,4,2,2,5,10,0,0,26,10,1,1,3
147,22047,2022-04-28,03,07,08,14,27,30,09,27,30,08,03,14,07,"1,833,014,021",21,"5,625,122",128,"128,199","360,230,056",89,14.83,29,3,3,0,1,1,2,4,-2,5,10,1,1,27,13,2,2,1
148,22046,2022-04-26,02,11,24,25,27,30,14,02,11,25,27,24,30,"1,901,913,181",9,"7,489,274",132,"212,154","358,743,356",119,19.83,19,3,3,0,1,0,4,2,2,6,9,1,1,28,13,0,0,3
149,22045,2022-04-24,03,12,17,18,19,28,04,18,17,19,12,28,03,"1,885,303,642",7,"7,472,273",182,"118,859","389,120,778",97,16.17,37,3,3,0,0,0,4,2,2,5,7,2,1,25,9,0,0,1
150,22044,2022-04-21,01,07,08,21,23,29,06,08,21,29,01,23,07,"1,872,712,376",11,"6,476,085",123,"165,009","362,459,788",89,14.83,29,5,1,4,3,0,3,3,0,5,8,1,1,28,13,0,1,2
151,22043,2022-04-19,02,17,20,23,25,27,08,25,17,20,23,27,02,"1,883,060,805",9,"6,718,875",54,"358,098","350,215,018",114,19.00,24,4,2,2,2,0,5,1,4,5,8,0,0,25,15,0,0,2
152,22042,2022-04-17,05,10,11,21,22,30,13,30,11,05,21,22,10,"1,885,518,647",10,"7,059,021",175,"147,072","376,726,628",99,16.50,9,3,3,0,1,1,3,3,0,4,8,2,2,25,10,1,3,3
153,22041,2022-04-14,05,07,21,22,24,29,14,29,07,05,24,22,21,"1,878,895,566",4,"10,000,000",57,"504,454","348,280,000",108,18.00,28,4,2,2,2,1,4,2,2,6,8,1,1,24,14,0,0,0
154,22040,2022-04-12,03,12,14,16,31,33,12,16,03,14,12,31,33,"1,832,633,915",15,"5,830,283",119,"130,821","343,211,044",109,18.17,19,3,3,0,1,2,2,4,-2,5,6,0,0,30,15,0,0,3
155,22039,2022-04-10,02,06,07,10,15,20,05,15,07,10,06,02,20,"1,873,384,741",5,"9,112,790",177,"145,225","375,104,494",60,10.00,20,2,4,-2,0,1,1,5,-4,5,5,1,1,18,5,0,0,2
156,22038,2022-04-07,09,12,13,16,24,32,04,13,09,32,16,12,24,"1,841,833,878",5,"8,932,134",67,"366,803","348,860,576",106,17.67,26,2,4,-2,0,2,2,4,-2,5,7,1,1,23,8,2,2,2
157,22037,2022-04-05,01,10,13,20,22,32,14,20,13,01,22,32,10,"1,812,767,035",3,"10,000,000",74,"372,366","332,623,306",98,16.33,8,2,4,-2,0,2,3,3,0,4,5,0,0,31,10,0,0,3
158,22036,2022-04-03,02,03,14,16,26,31,02,03,16,26,14,31,02,"1,760,101,650",7,"8,039,081",110,"241,745","362,126,634",92,15.33,22,2,4,-2,0,2,2,4,-2,5,9,1,1,29,11,0,0,2
159,22035,2022-03-31,08,12,13,19,23,25,15,08,25,19,12,13,23,"1,736,599,330",8,"7,126,487",169,"125,827","353,577,746",100,16.67,30,4,2,2,3,1,3,3,0,5,7,1,1,17,6,0,0,2
160,22034,2022-03-29,14,17,26,31,32,33,10,32,33,31,26,17,14,"1,729,816,605",9,"7,033,420",49,"466,856","361,289,854",153,25.50,23,3,3,0,0,0,5,1,4,6,9,2,1,19,9,0,1,1
161,22033,2022-03-27,05,12,19,22,25,26,05,22,12,19,05,25,26,"1,724,489,453",11,"6,853,773",192,"132,757","392,018,786",109,18.17,29,3,3,0,0,0,4,2,2,4,6,1,1,21,7,0,0,3
162,22032,2022-03-24,04,10,11,14,23,32,07,14,23,10,32,11,04,"1,723,412,804",7,"8,228,322",54,"523,107","365,937,174",94,15.67,14,2,4,-2,0,1,2,4,-2,5,9,1,1,28,9,3,3,3
163,22031,2022-03-22,01,10,11,22,26,32,07,32,11,26,22,10,01,"1,696,267,600",28,"5,507,246",296,"59,978","353,060,708",102,17.00,12,2,4,-2,0,2,3,3,0,4,8,1,1,31,11,0,1,3
164,22030,2022-03-20,12,23,24,26,27,30,05,26,23,12,30,24,27,"1,797,209,652",18,"5,942,310",55,"385,490","376,910,184",142,23.67,22,2,4,-2,0,1,5,1,4,6,6,2,2,18,11,0,1,2
165,22029,2022-03-17,03,08,10,13,26,32,08,08,10,26,32,03,13,"1,840,565,291",10,"6,314,985",105,"156,545","354,275,468",92,15.33,22,2,4,-2,0,2,2,4,-2,5,9,0,0,29,13,0,0,1
166,22028,2022-03-15,05,11,20,22,23,29,09,20,23,05,22,11,29,"1,854,403,191",9,"6,991,710",330,"67,899","359,741,624",110,18.33,20,4,2,2,2,1,4,2,2,6,7,1,1,24,9,0,0,1
167,22027,2022-03-13,14,15,18,19,26,32,09,32,26,14,19,15,18,"1,850,108,360",3,"10,000,000",74,"270,324","407,429,120",124,20.67,34,2,4,-2,0,1,4,2,2,6,8,2,2,18,7,0,1,1
168,22026,2022-03-10,03,04,10,15,22,24,02,15,03,10,04,24,22,"1,820,096,321",10,"7,519,808",129,"244,167","390,646,552",78,13.00,18,2,4,-2,0,2,2,4,-2,5,8,1,1,21,7,0,1,1
169,22025,2022-03-08,06,19,24,25,28,32,04,06,32,25,28,19,24,"1,800,801,596",1,"10,000,000",98,"261,907","380,028,752",134,22.33,34,2,4,-2,0,1,5,1,4,6,8,1,1,26,13,0,2,2
170,22024,2022-03-06,07,09,10,14,19,24,15,07,19,10,14,24,09,"1,733,800,692",2,"10,000,000",154,"187,504","412,478,136",83,13.83,33,3,3,0,1,1,2,4,-2,4,7,1,1,17,5,1,3,1
171,22023,2022-03-03,07,12,17,19,24,25,02,24,12,19,07,17,25,"1,667,173,674",9,"7,444,170",98,"280,580","386,299,738",104,17.33,34,4,2,2,1,0,4,2,2,5,6,1,1,18,5,0,3,1
172,22022,2022-03-01,01,07,11,15,17,19,06,15,07,17,11,01,19,"1,651,680,455",9,"6,751,389",162,"121,624","374,172,850",70,11.67,30,6,0,6,5,0,2,4,-2,4,4,0,0,18,6,1,1,0
173,22021,2022-02-27,03,07,22,24,26,31,14,24,07,26,03,31,22,"1,653,333,569",16,"6,650,843",74,"446,173","413,793,268",113,18.83,23,3,3,0,1,2,4,2,2,6,7,0,0,28,15,0,1,1
174,22020,2022-02-24,09,11,14,22,30,32,01,32,09,14,11,30,22,"1,660,696,455",1,"10,000,000",52,"533,809","376,104,336",118,19.67,18,2,4,-2,1,3,3,3,0,5,7,0,0,23,8,1,1,1
175,22019,2022-02-22,05,06,14,20,21,25,08,21,05,25,14,20,06,"1,587,422,145",13,"6,113,016",123,"147,044","374,092,592",91,15.17,21,3,3,0,1,2,3,3,0,5,8,2,2,20,8,0,0,1
176,22018,2022-02-20,07,11,16,17,30,32,16,17,11,07,30,16,32,"1,612,631,799",2,"10,000,000",178,"169,901","392,699,896",113,18.83,23,3,3,0,1,1,3,3,0,5,10,1,1,25,13,2,2,2
177,22017,2022-02-17,06,09,24,29,30,32,07,09,24,06,32,29,30,"1,541,904,440",5,"8,716,688",162,"143,390","367,332,144",130,21.67,30,2,4,-2,0,1,4,2,2,5,8,1,1,26,15,0,1,4
178,22016,2022-02-15,05,10,19,20,29,31,14,10,19,31,29,20,05,"1,515,799,969",15,"6,190,322",336,"66,424","370,604,868",114,19.00,24,4,2,2,1,0,4,2,2,4,8,1,1,26,9,1,1,2
179,22015,2022-02-13,06,14,16,27,28,31,07,06,16,27,28,31,14,"1,541,699,154",9,"6,685,876",95,"199,643","387,014,176",122,20.33,32,2,4,-2,0,2,3,3,0,5,10,1,1,25,11,1,3,4
180,22014,2022-02-10,06,07,13,14,15,27,04,27,15,13,07,06,14,"1,544,973,715",7,"7,794,467",469,"52,135","353,937,416",82,13.67,32,4,2,2,2,0,1,5,-4,5,6,3,2,21,12,0,1,1
181,22013,2022-02-08,02,03,04,07,10,18,15,18,03,10,04,07,02,"1,526,180,218",2,"10,000,000",133,"221,005","376,000,418",44,7.33,24,2,4,-2,0,1,1,5,-4,6,7,2,1,16,8,0,2,2
182,22012,2022-01-27,04,07,08,29,30,31,01,08,30,29,31,07,04,"1,457,999,052",9,"7,305,724",193,"134,401","432,967,098",109,18.17,29,3,3,0,0,0,3,3,0,6,6,3,2,27,21,0,0,1
183,22011,2022-01-25,06,15,23,24,25,33,15,25,33,15,24,06,23,"1,445,932,371",4,"10,000,000",125,"239,630","379,627,650",126,21.00,26,4,2,2,2,0,4,2,2,4,4,2,1,27,9,0,0,1
184,22010,2022-01-23,12,18,19,20,21,32,15,12,20,32,19,21,18,"1,396,071,026",7,"7,878,499",139,"181,200","403,819,420",122,20.33,22,2,4,-2,0,1,5,1,4,5,7,3,1,20,11,0,1,2
185,22009,2022-01-20,04,15,17,19,25,28,16,04,25,17,19,28,15,"1,375,659,920",1,"10,000,000",266,"112,827","381,172,430",108,18.00,38,4,2,2,3,0,4,2,2,5,7,0,0,24,11,0,0,2
186,22008,2022-01-18,02,03,07,09,20,21,13,07,03,09,21,20,02,"1,295,623,770",3,"10,000,000",132,"179,611","377,713,752",62,10.33,22,4,2,2,2,0,2,4,-2,6,8,2,2,19,11,0,1,2
187,22007,2022-01-16,01,20,22,23,25,28,16,25,28,23,20,22,01,"1,254,497,537",3,"10,000,000",81,"459,735","417,998,504",119,19.83,19,3,3,0,1,1,5,1,4,6,6,1,1,27,19,0,1,1
188,22006,2022-01-13,03,06,09,15,22,31,02,06,22,31,03,15,09,"1,172,781,808",7,"7,682,542",173,"135,677","389,820,756",86,14.33,26,4,2,2,1,0,2,4,-2,6,6,0,0,28,9,1,1,3
189,22005,2022-01-11,07,10,12,16,19,31,16,16,12,31,19,10,07,"1,156,142,875",2,"10,000,000",74,"379,503","388,503,758",95,15.83,25,3,3,0,1,2,2,4,-2,6,7,0,0,24,12,0,1,1
190,22004,2022-01-09,05,19,24,28,30,32,14,30,32,05,19,24,28,"1,091,893,203",9,"6,141,105",62,"207,055","441,401,912",138,23.00,28,2,4,-2,1,3,5,1,4,6,8,0,0,27,14,0,2,1
191,22003,2022-01-06,02,05,16,17,18,30,06,05,16,02,17,30,18,"1,108,650,848",7,"7,708,412",181,"130,931","410,382,612",88,14.67,28,2,4,-2,0,1,3,3,0,6,6,2,1,28,12,1,1,1
192,22002,2022-01-04,02,12,21,23,25,31,08,12,25,02,21,23,31,"1,091,513,907",9,"7,295,582",134,"192,726","408,646,714",114,19.00,14,4,2,2,3,1,4,2,2,4,7,0,0,29,10,0,1,2
193,22001,2022-01-02,06,13,15,17,20,21,03,21,13,06,17,20,15,"1,079,698,248",4,"10,000,000",83,"389,050","447,434,510",92,15.33,22,4,2,2,2,0,3,3,0,6,7,1,1,15,7,0,2,4
194,21150,2021-12-30,09,14,20,21,24,26,04,24,21,20,09,14,26,"1,022,824,601",37,"5,660,828",239,"127,879","456,402,254",114,19.00,24,2,4,-2,0,2,4,2,2,5,7,1,1,17,6,0,0,3
195,21149,2021-12-28,05,10,15,18,19,32,05,32,15,10,19,05,18,"1,140,585,301",8,"7,864,325",103,"278,089","425,925,826",99,16.50,29,3,3,0,0,0,3,3,0,5,7,1,1,27,13,2,3,2
196,21148,2021-12-26,10,12,15,17,19,20,08,12,20,17,19,10,15,"1,117,570,138",8,"7,622,855",175,"149,877","459,686,850",93,15.50,23,3,3,0,2,1,3,3,0,5,4,1,1,10,3,0,1,2
197,21147,2021-12-23,05,10,11,13,27,28,09,10,28,11,13,27,05,"1,099,867,308",13,"6,608,176",194,"134,705","457,370,132",94,15.67,24,4,2,2,2,0,2,4,-2,6,8,2,2,23,14,0,0,2
198,21146,2021-12-21,07,09,21,22,26,32,03,09,21,07,32,22,26,"1,107,375,000",6,"9,424,198",103,"322,150","480,619,582",117,19.50,27,3,3,0,2,2,4,2,2,5,10,1,1,25,12,0,2,1
199,21145,2021-12-19,04,07,10,14,16,26,09,10,14,26,07,16,04,"1,064,375,720",10,"7,832,457",159,"222,677","517,254,362",77,12.83,27,1,5,-4,0,3,1,5,-4,4,6,0,0,22,10,1,1,3
200,21144,2021-12-16,02,05,13,15,23,26,07,26,13,15,02,05,23,"1,036,483,149",5,"9,315,997",172,"156,831","483,556,078",84,14.00,24,4,2,2,3,0,2,4,-2,4,4,0,0,24,8,0,1,1
201,21143,2021-12-14,01,09,11,13,20,29,09,29,01,09,11,20,13,"1,002,138,181",41,"5,571,480",158,"185,369","475,857,912",83,13.83,23,5,1,4,3,0,2,4,-2,4,8,0,0,28,9,1,1,1
202,21142,2021-12-12,04,07,17,19,20,24,16,20,04,07,17,24,19,"1,142,703,731",8,"8,791,842",227,"167,041","509,166,454",91,15.17,31,3,3,0,2,1,4,2,2,4,8,1,1,20,10,0,1,2
203,21141,2021-12-09,01,14,19,23,26,30,10,14,19,23,01,30,26,"1,099,283,201",7,"8,542,650",132,"234,834","483,132,724",113,18.83,23,3,3,0,1,1,4,2,2,6,8,0,0,29,13,0,1,1
204,21140,2021-12-07,05,10,16,26,27,33,01,26,16,05,27,10,33,"1,066,087,178",20,"6,366,303",694,"49,218","479,975,520",117,19.50,27,3,3,0,1,2,3,3,0,5,7,1,1,28,10,0,1,1
205,21139,2021-12-05,12,14,19,23,24,27,01,14,24,12,23,27,19,"1,090,940,461",14,"7,490,724",193,"225,842","531,219,172",119,19.83,29,3,3,0,1,1,4,2,2,5,8,1,1,15,5,1,2,2
206,21138,2021-12-02,11,14,15,16,27,32,09,14,15,32,27,11,16,"1,065,047,563",20,"5,685,347",123,"139,298","486,491,502",115,19.17,25,3,3,0,0,0,2,4,-2,6,7,2,1,21,11,0,1,2
207,21137,2021-11-30,03,07,10,14,21,24,01,10,24,14,21,03,07,"1,127,353,431",19,"6,420,588",274,"123,134","474,456,734",79,13.17,19,3,3,0,1,1,2,4,-2,5,4,0,0,21,7,0,0,4
208,21136,2021-11-28,02,06,09,15,19,28,16,02,06,09,15,19,28,"1,148,127,692",10,"7,908,192",319,"113,957","517,068,910",79,13.17,39,3,3,0,2,1,2,4,-2,5,6,0,0,26,9,0,1,2
209,21135,2021-11-25,03,10,17,19,21,31,04,21,19,31,10,03,17,"1,118,152,404",1,"10,000,000",124,"303,985","486,663,630",101,16.83,21,5,1,4,3,0,4,2,2,5,7,0,0,28,10,2,2,2
210,21134,2021-11-23,01,02,16,19,25,31,08,02,31,01,25,19,16,"1,015,069,784",11,"7,491,866",109,"314,340","472,467,398",94,15.67,24,4,2,2,2,1,3,3,0,5,8,1,1,30,14,3,3,1
211,21133,2021-11-21,01,03,12,19,27,31,10,01,31,19,03,27,12,"994,690,824",12,"7,465,121",171,"216,238","511,607,016",93,15.50,23,5,1,4,3,0,3,3,0,5,10,0,0,30,9,1,1,3
212,21132,2021-11-18,01,04,06,14,20,28,08,06,04,14,28,20,01,"973,341,811",6,"7,775,391",171,"121,727","490,071,244",73,12.17,23,1,5,-4,0,4,2,4,-2,5,8,0,0,27,8,1,1,1
213,21131,2021-11-16,08,11,18,19,20,24,01,08,20,18,19,24,11,"957,547,844",6,"9,453,797",116,"287,961","465,860,738",100,16.67,30,2,4,-2,0,1,4,2,2,5,9,2,1,16,7,1,2,1
214,21130,2021-11-14,08,09,15,24,26,30,06,15,24,26,30,09,08,"914,060,182",12,"6,336,861",155,"129,373","398,037,824",112,18.67,32,2,4,-2,1,2,3,3,0,6,8,1,1,22,9,0,1,2
215,21129,2021-11-11,04,15,21,27,28,29,10,04,28,21,15,29,27,"929,943,762",5,"7,512,285",139,"112,962","365,299,936",124,20.67,34,4,2,2,2,0,4,2,2,6,8,2,1,25,11,0,1,2
216,21128,2021-11-09,05,17,20,21,23,33,04,23,05,20,17,21,33,"920,399,839",3,"10,000,000",66,"369,015","349,441,520",119,19.83,19,5,1,4,3,0,5,1,4,5,7,1,1,28,12,0,1,2
217,21127,2021-11-07,07,15,16,20,27,29,07,29,15,20,16,27,07,"877,334,837",10,"6,816,913",96,"236,577","365,976,552",114,19.00,34,4,2,2,2,1,3,3,0,5,8,1,1,22,8,0,2,3
218,21126,2021-11-04,19,20,23,27,28,31,01,28,27,19,23,31,20,"877,369,730",6,"8,689,696",90,"307,474","358,964,852",148,24.67,28,4,2,2,1,0,6,0,6,6,4,2,2,12,4,1,4,3
219,21125,2021-11-02,14,19,20,23,24,31,09,31,19,14,23,20,24,"846,489,745",4,"8,898,474",84,"232,052","354,978,672",131,21.83,21,3,3,0,0,0,5,1,4,5,7,2,2,17,7,0,0,3
220,21124,2021-10-31,01,03,18,22,29,32,02,18,01,03,22,32,29,"823,606,529",8,"7,956,250",117,"252,670","394,848,530",105,17.50,25,3,3,0,1,1,4,2,2,5,10,0,0,31,15,1,1,2
221,21123,2021-10-28,06,14,15,19,29,31,05,31,19,15,14,06,29,"798,569,016",6,"8,473,913",207,"125,866","366,471,258",114,19.00,34,4,2,2,3,1,3,3,0,5,10,1,1,25,10,0,1,4
222,21122,2021-10-26,04,05,12,15,18,28,07,04,12,28,18,05,15,"771,249,437",5,"8,231,591",91,"221,949","360,872,924",82,13.67,32,2,4,-2,0,1,2,4,-2,4,7,1,1,24,10,3,3,3
223,21121,2021-10-24,04,05,12,16,22,30,15,04,22,12,16,05,30,"751,815,051",7,"7,721,874",205,"116,177","390,361,524",89,14.83,19,1,5,-4,0,3,2,4,-2,5,8,1,1,26,8,0,1,1
224,21120,2021-10-21,01,07,08,12,13,18,05,12,08,18,07,13,01,"734,418,962",40,"5,268,563",496,"27,072","355,518,696",59,9.83,29,3,3,0,1,1,1,5,-4,5,4,2,2,17,6,0,0,2
225,21119,2021-10-19,03,09,10,11,28,29,13,10,29,28,11,03,09,"904,876,996",15,"6,354,639",356,"71,346","356,935,346",90,15.00,30,4,2,2,1,0,2,4,-2,5,6,3,2,26,17,0,0,1
226,21118,2021-10-17,02,06,14,18,20,31,13,02,18,31,06,20,14,"923,998,119",6,"8,460,209",126,"205,964","386,079,710",91,15.17,21,1,5,-4,0,4,3,3,0,6,8,0,0,29,11,0,0,4
227,21117,2021-10-14,03,05,17,21,27,33,04,05,33,21,27,17,03,"896,904,658",10,"6,782,803",101,"220,644","358,589,610",106,17.67,26,6,0,6,5,0,4,2,2,4,7,0,0,30,12,2,2,2
228,21116,2021-10-12,06,14,17,18,31,33,06,14,06,33,17,18,31,"897,877,549",3,"10,000,000",46,"552,161","355,338,790",119,19.83,29,3,3,0,1,1,4,2,2,6,10,1,1,27,13,0,0,1
229,21115,2021-10-10,02,10,12,15,24,27,08,02,15,12,24,27,10,"851,679,247",5,"7,857,682",100,"178,605","380,172,848",90,15.00,20,2,4,-2,0,2,2,4,-2,5,8,0,0,25,9,2,2,1
230,21114,2021-10-07,04,06,08,14,24,27,02,24,27,06,14,04,08,"837,386,111",3,"10,000,000",177,"158,159","337,378,334",83,13.83,33,1,5,-4,0,4,2,4,-2,4,8,0,0,23,10,1,2,2
231,21113,2021-10-05,04,07,10,22,27,30,02,30,10,27,07,22,04,"783,403,562",12,"6,380,290",231,"89,629","293,434,838",100,16.67,20,2,4,-2,0,1,3,3,0,4,6,0,0,26,12,0,0,4
232,21112,2021-09-30,05,06,21,25,28,33,07,05,28,25,21,06,33,"797,853,981",22,"5,394,421",229,"47,364","370,338,224",118,19.67,28,4,2,2,1,0,4,2,2,5,10,1,1,28,15,0,1,2
233,21111,2021-09-28,17,20,22,23,26,28,06,23,22,20,17,26,28,"883,991,506",3,"10,000,000",96,"219,919","358,360,092",136,22.67,26,2,4,-2,0,2,6,0,6,6,4,1,1,11,3,0,0,1
234,21110,2021-09-26,10,13,15,24,31,32,02,32,10,13,24,15,31,"850,654,756",5,"9,736,534",246,"120,338","394,569,218",125,20.83,15,3,3,0,1,0,3,3,0,6,10,1,1,22,9,0,1,0
235,21109,2021-09-23,02,03,10,17,20,26,16,10,26,20,17,03,02,"810,527,410",4,"9,492,827",132,"170,182","366,715,360",78,13.00,18,2,4,-2,0,1,3,3,0,5,9,1,1,24,7,0,1,2
236,21108,2021-09-21,11,15,18,24,26,32,09,26,32,15,11,24,18,"781,106,313",5,"8,478,207",118,"184,227","339,998,838",126,21.00,26,2,4,-2,1,3,4,2,2,6,8,0,0,21,6,0,0,3
